variant,region,year,totalpopulationannualdoubletime
estimates,1503,1950,57.683
estimates,1503,1951,55.999
estimates,1503,1952,53.503
estimates,1503,1953,52.216
estimates,1503,1954,51.73
estimates,1503,1955,51.761
estimates,1503,1956,52.085
estimates,1503,1957,52.512
estimates,1503,1958,52.896
estimates,1503,1959,53.177
estimates,1503,1960,53.438
estimates,1503,1961,53.89
estimates,1503,1962,54.842
estimates,1503,1963,56.592
estimates,1503,1964,59.205
estimates,1503,1965,62.55
estimates,1503,1966,66.261
estimates,1503,1967,69.624
estimates,1503,1968,71.872
estimates,1503,1969,72.777
estimates,1503,1970,72.893
estimates,1503,1971,72.99
estimates,1503,1972,73.489
estimates,1503,1973,74.592
estimates,1503,1974,76.367
estimates,1503,1975,78.52
estimates,1503,1976,80.629
estimates,1503,1977,82.464
estimates,1503,1978,83.913
estimates,1503,1979,84.93
estimates,1503,1980,85.731
estimates,1503,1981,86.553
estimates,1503,1982,87.391
estimates,1503,1983,88.177
estimates,1503,1984,88.945
estimates,1503,1985,89.703
estimates,1503,1986,90.499
estimates,1503,1987,91.518
estimates,1503,1988,92.939
estimates,1503,1989,94.798
estimates,1503,1990,96.879
estimates,1503,1991,98.992
estimates,1503,1992,101.369
estimates,1503,1993,104.317
estimates,1503,1994,107.827
estimates,1503,1995,111.684
estimates,1503,1996,115.487
estimates,1503,1997,118.659
estimates,1503,1998,120.657
estimates,1503,1999,121.288
estimates,1503,2000,121.459
estimates,1503,2001,121.694
estimates,1503,2002,120.552
estimates,1503,2003,116.751
estimates,1503,2004,111.09
estimates,1503,2005,104.842
estimates,1503,2006,99.488
estimates,1503,2007,96.81
estimates,1503,2008,97.987
estimates,1503,2009,103.214
estimates,1503,2010,111.682
estimates,1503,2011,121.809
estimates,1503,2012,132.004
estimates,1503,2013,140.614
estimates,1503,2014,146.412
estimates,1503,2015,150.711
medium_variant,1503,2015,150.711
medium_variant,1503,2016,155.646
medium_variant,1503,2017,161.609
medium_variant,1503,2018,168.277
medium_variant,1503,2019,175.871
medium_variant,1503,2020,184.157
medium_variant,1503,2021,192.773
medium_variant,1503,2022,201.804
medium_variant,1503,2023,211.53
medium_variant,1503,2024,222.045
medium_variant,1503,2025,233.372
medium_variant,1503,2026,245.543
medium_variant,1503,2027,258.761
medium_variant,1503,2028,273.304
medium_variant,1503,2029,289.349
medium_variant,1503,2030,306.995
medium_variant,1503,2031,326.251
medium_variant,1503,2032,347.048
medium_variant,1503,2033,369.28
medium_variant,1503,2034,392.934
medium_variant,1503,2035,418.368
medium_variant,1503,2036,446.044
medium_variant,1503,2037,475.918
medium_variant,1503,2038,507.7
medium_variant,1503,2039,541.426
medium_variant,1503,2040,577.716
medium_variant,1503,2041,617.356
medium_variant,1503,2042,660.298
medium_variant,1503,2043,706.157
medium_variant,1503,2044,755.354
medium_variant,1503,2045,808.37
medium_variant,1503,2046,866.944
medium_variant,1503,2047,936.825
medium_variant,1503,2048,1026.756
medium_variant,1503,2049,1145.582
medium_variant,1503,2050,1299.957
medium_variant,1503,2051,1495.968
medium_variant,1503,2052,1747.4
medium_variant,1503,2053,2079.106
medium_variant,1503,2054,2530.072
medium_variant,1503,2055,3182.459
medium_variant,1503,2056,4217.644
medium_variant,1503,2057,6066.143
medium_variant,1503,2058,10124.97
medium_variant,1503,2059,25528.853
medium_variant,1503,2060,-68071.788
medium_variant,1503,2061,-15834.758
medium_variant,1503,2062,-9575.221
medium_variant,1503,2063,-7313.704
medium_variant,1503,2064,-6244.658
medium_variant,1503,2065,-5661.331
medium_variant,1503,2066,-5313.238
medium_variant,1503,2067,-5132.696
medium_variant,1503,2068,-5101.584
medium_variant,1503,2069,-5200.031
medium_variant,1503,2070,-5418.634
medium_variant,1503,2071,-5758.187
medium_variant,1503,2072,-6232.552
medium_variant,1503,2073,-6870.478
medium_variant,1503,2074,-7720.496
medium_variant,1503,2075,-8894.727
medium_variant,1503,2076,-10581.28
medium_variant,1503,2077,-12988.301
medium_variant,1503,2078,-16357.197
medium_variant,1503,2079,-21139.751
medium_variant,1503,2080,-28533.142
medium_variant,1503,2081,-41933.873
medium_variant,1503,2082,-72118.611
medium_variant,1503,2083,-182630.973
medium_variant,1503,2084,892636.382
medium_variant,1503,2085,165082.254
medium_variant,1503,2086,109626.882
medium_variant,1503,2087,112339.847
medium_variant,1503,2088,244976.012
medium_variant,1503,2089,-189188.963
medium_variant,1503,2090,-55468.542
medium_variant,1503,2091,-30501.83
medium_variant,1503,2092,-20614.749
medium_variant,1503,2093,-15461.328
medium_variant,1503,2094,-12297.423
medium_variant,1503,2095,-10124.511
medium_variant,1503,2096,-8509.234
medium_variant,1503,2097,-7240.668
medium_variant,1503,2098,-6207.089
medium_variant,1503,2099,-5346.188
