variant,region,year,totalpopulationannualdoubletime
estimates,902,1950,32.089
estimates,902,1951,32.924
estimates,902,1952,34.287
estimates,902,1953,34.943
estimates,902,1954,35.014
estimates,902,1955,34.679
estimates,902,1956,34.128
estimates,902,1957,33.517
estimates,902,1958,32.954
estimates,902,1959,32.48
estimates,902,1960,32.061
estimates,902,1961,31.608
estimates,902,1962,31.012
estimates,902,1963,30.216
estimates,902,1964,29.3
estimates,902,1965,28.394
estimates,902,1966,27.637
estimates,902,1967,27.172
estimates,902,1968,27.076
estimates,902,1969,27.32
estimates,902,1970,27.737
estimates,902,1971,28.176
estimates,902,1972,28.664
estimates,902,1973,29.267
estimates,902,1974,29.963
estimates,902,1975,30.73
estimates,902,1976,31.51
estimates,902,1977,32.145
estimates,902,1978,32.491
estimates,902,1979,32.542
estimates,902,1980,32.482
estimates,902,1981,32.462
estimates,902,1982,32.407
estimates,902,1983,32.221
estimates,902,1984,31.953
estimates,902,1985,31.655
estimates,902,1986,31.43
estimates,902,1987,31.497
estimates,902,1988,32.033
estimates,902,1989,33.05
estimates,902,1990,34.377
estimates,902,1991,35.79
estimates,902,1992,37.206
estimates,902,1993,38.599
estimates,902,1994,39.921
estimates,902,1995,41.238
estimates,902,1996,42.604
estimates,902,1997,43.896
estimates,902,1998,44.95
estimates,902,1999,45.738
estimates,902,2000,46.352
estimates,902,2001,46.902
estimates,902,2002,47.413
estimates,902,2003,47.874
estimates,902,2004,48.299
estimates,902,2005,48.699
estimates,902,2006,49.07
estimates,902,2007,49.382
estimates,902,2008,49.611
estimates,902,2009,49.777
estimates,902,2010,49.917
estimates,902,2011,50.092
estimates,902,2012,50.409
estimates,902,2013,50.959
estimates,902,2014,51.753
estimates,902,2015,52.703
medium_variant,902,2015,52.703
medium_variant,902,2016,53.712
medium_variant,902,2017,54.786
medium_variant,902,2018,55.958
medium_variant,902,2019,57.222
medium_variant,902,2020,58.572
medium_variant,902,2021,59.997
medium_variant,902,2022,61.45
medium_variant,902,2023,62.885
medium_variant,902,2024,64.288
medium_variant,902,2025,65.691
medium_variant,902,2026,67.13
medium_variant,902,2027,68.583
medium_variant,902,2028,70.013
medium_variant,902,2029,71.418
medium_variant,902,2030,72.818
medium_variant,902,2031,74.236
medium_variant,902,2032,75.677
medium_variant,902,2033,77.141
medium_variant,902,2034,78.635
medium_variant,902,2035,80.16
medium_variant,902,2036,81.723
medium_variant,902,2037,83.336
medium_variant,902,2038,85.015
medium_variant,902,2039,86.769
medium_variant,902,2040,88.593
medium_variant,902,2041,90.485
medium_variant,902,2042,92.473
medium_variant,902,2043,94.589
medium_variant,902,2044,96.843
medium_variant,902,2045,99.223
medium_variant,902,2046,101.712
medium_variant,902,2047,104.305
medium_variant,902,2048,107.007
medium_variant,902,2049,109.82
medium_variant,902,2050,112.745
medium_variant,902,2051,115.794
medium_variant,902,2052,118.998
medium_variant,902,2053,122.39
medium_variant,902,2054,125.975
medium_variant,902,2055,129.738
medium_variant,902,2056,133.641
medium_variant,902,2057,137.632
medium_variant,902,2058,141.658
medium_variant,902,2059,145.694
medium_variant,902,2060,149.797
medium_variant,902,2061,154.016
medium_variant,902,2062,158.285
medium_variant,902,2063,162.511
medium_variant,902,2064,166.685
medium_variant,902,2065,170.861
medium_variant,902,2066,175.128
medium_variant,902,2067,179.581
medium_variant,902,2068,184.306
medium_variant,902,2069,189.345
medium_variant,902,2070,194.648
medium_variant,902,2071,200.15
medium_variant,902,2072,205.899
medium_variant,902,2073,211.981
medium_variant,902,2074,218.419
medium_variant,902,2075,225.188
medium_variant,902,2076,232.263
medium_variant,902,2077,239.695
medium_variant,902,2078,247.558
medium_variant,902,2079,255.862
medium_variant,902,2080,264.625
medium_variant,902,2081,273.8
medium_variant,902,2082,283.166
medium_variant,902,2083,292.468
medium_variant,902,2084,301.635
medium_variant,902,2085,310.882
medium_variant,902,2086,320.496
medium_variant,902,2087,330.521
medium_variant,902,2088,340.92
medium_variant,902,2089,351.78
medium_variant,902,2090,363.22
medium_variant,902,2091,375.388
medium_variant,902,2092,388.458
medium_variant,902,2093,402.636
medium_variant,902,2094,418.167
medium_variant,902,2095,435.351
medium_variant,902,2096,454.56
medium_variant,902,2097,476.265
medium_variant,902,2098,501.078
medium_variant,902,2099,529.805
