variant,region,year,totalpopulationannualdoubletime
estimates,927,1950,25.303
estimates,927,1951,26.853
estimates,927,1952,29.629
estimates,927,1953,31.166
estimates,927,1954,31.616
estimates,927,1955,31.419
estimates,927,1956,31.074
estimates,927,1957,30.976
estimates,927,1958,31.397
estimates,927,1959,32.447
estimates,927,1960,33.982
estimates,927,1961,35.508
estimates,927,1962,36.166
estimates,927,1963,35.262
estimates,927,1964,33.192
estimates,927,1965,30.86
estimates,927,1966,29.055
estimates,927,1967,28.35
estimates,927,1968,29.074
estimates,927,1969,31.335
estimates,927,1970,34.814
estimates,927,1971,38.905
estimates,927,1972,43.423
estimates,927,1973,48.42
estimates,927,1974,53.605
estimates,927,1975,59.431
estimates,927,1976,66.306
estimates,927,1977,71.943
estimates,927,1978,72.714
estimates,927,1979,68.551
estimates,927,1980,62.677
estimates,927,1981,57.619
estimates,927,1982,53.844
estimates,927,1983,51.221
estimates,927,1984,49.616
estimates,927,1985,48.447
estimates,927,1986,47.375
estimates,927,1987,46.826
estimates,927,1988,47.243
estimates,927,1989,48.611
estimates,927,1990,50.558
estimates,927,1991,52.654
estimates,927,1992,54.894
estimates,927,1993,57.413
estimates,927,1994,60.11
estimates,927,1995,62.921
estimates,927,1996,65.623
estimates,927,1997,67.519
estimates,927,1998,67.885
estimates,927,1999,66.642
estimates,927,2000,64.829
estimates,927,2001,63.043
estimates,927,2002,60.306
estimates,927,2003,56.022
estimates,927,2004,51.081
estimates,927,2005,46.416
estimates,927,2006,42.725
estimates,927,2007,40.567
estimates,927,2008,40.148
estimates,927,2009,41.283
estimates,927,2010,43.405
estimates,927,2011,45.799
estimates,927,2012,48.043
estimates,927,2013,49.889
estimates,927,2014,51.165
estimates,927,2015,52.204
medium_variant,927,2015,52.204
medium_variant,927,2016,53.433
medium_variant,927,2017,54.888
medium_variant,927,2018,56.465
medium_variant,927,2019,58.174
medium_variant,927,2020,59.985
medium_variant,927,2021,61.836
medium_variant,927,2022,63.636
medium_variant,927,2023,65.299
medium_variant,927,2024,66.806
medium_variant,927,2025,68.214
medium_variant,927,2026,69.619
medium_variant,927,2027,71.122
medium_variant,927,2028,72.803
medium_variant,927,2029,74.68
medium_variant,927,2030,76.673
medium_variant,927,2031,78.672
medium_variant,927,2032,80.614
medium_variant,927,2033,82.47
medium_variant,927,2034,84.212
medium_variant,927,2035,85.882
medium_variant,927,2036,87.521
medium_variant,927,2037,89.081
medium_variant,927,2038,90.496
medium_variant,927,2039,91.763
medium_variant,927,2040,92.942
medium_variant,927,2041,94.09
medium_variant,927,2042,95.152
medium_variant,927,2043,96.066
medium_variant,927,2044,96.857
medium_variant,927,2045,97.564
medium_variant,927,2046,98.281
medium_variant,927,2047,99.203
medium_variant,927,2048,100.509
medium_variant,927,2049,102.226
medium_variant,927,2050,104.213
medium_variant,927,2051,106.287
medium_variant,927,2052,108.386
medium_variant,927,2053,110.498
medium_variant,927,2054,112.599
medium_variant,927,2055,114.736
medium_variant,927,2056,116.961
medium_variant,927,2057,119.248
medium_variant,927,2058,121.553
medium_variant,927,2059,123.866
medium_variant,927,2060,126.209
medium_variant,927,2061,128.593
medium_variant,927,2062,130.982
medium_variant,927,2063,133.334
medium_variant,927,2064,135.644
medium_variant,927,2065,137.937
medium_variant,927,2066,140.256
medium_variant,927,2067,142.637
medium_variant,927,2068,145.109
medium_variant,927,2069,147.683
medium_variant,927,2070,150.357
medium_variant,927,2071,153.108
medium_variant,927,2072,155.869
medium_variant,927,2073,158.577
medium_variant,927,2074,161.237
medium_variant,927,2075,163.875
medium_variant,927,2076,166.582
medium_variant,927,2077,169.604
medium_variant,927,2078,173.181
medium_variant,927,2079,177.356
medium_variant,927,2080,181.978
medium_variant,927,2081,186.784
medium_variant,927,2082,191.493
medium_variant,927,2083,195.868
medium_variant,927,2084,199.827
medium_variant,927,2085,203.607
medium_variant,927,2086,207.491
medium_variant,927,2087,211.478
medium_variant,927,2088,215.473
medium_variant,927,2089,219.514
medium_variant,927,2090,223.662
medium_variant,927,2091,227.99
medium_variant,927,2092,232.57
medium_variant,927,2093,237.48
medium_variant,927,2094,242.798
medium_variant,927,2095,248.61
medium_variant,927,2096,255.009
medium_variant,927,2097,262.107
medium_variant,927,2098,270.043
medium_variant,927,2099,278.975
