variant,region,year,totalpopulationannualdoubletime
Estimates,5501,1950,43.414
Estimates,5501,1951,42.547
Estimates,5501,1952,40.943
Estimates,5501,1953,39.516
Estimates,5501,1954,38.246
Estimates,5501,1955,37.12
Estimates,5501,1956,36.123
Estimates,5501,1957,35.243
Estimates,5501,1958,34.468
Estimates,5501,1959,33.788
Estimates,5501,1960,33.19
Estimates,5501,1961,32.661
Estimates,5501,1962,32.19
Estimates,5501,1963,31.768
Estimates,5501,1964,31.391
Estimates,5501,1965,31.046
Estimates,5501,1966,30.734
Estimates,5501,1967,30.487
Estimates,5501,1968,30.332
Estimates,5501,1969,30.253
Estimates,5501,1970,30.224
Estimates,5501,1971,30.2
Estimates,5501,1972,30.115
Estimates,5501,1973,29.921
Estimates,5501,1974,29.633
Estimates,5501,1975,29.325
Estimates,5501,1976,29.064
Estimates,5501,1977,28.856
Estimates,5501,1978,28.695
Estimates,5501,1979,28.585
Estimates,5501,1980,28.524
Estimates,5501,1981,28.51
Estimates,5501,1982,28.554
Estimates,5501,1983,28.667
Estimates,5501,1984,28.85
Estimates,5501,1985,29.08
Estimates,5501,1986,29.349
Estimates,5501,1987,29.71
Estimates,5501,1988,30.218
Estimates,5501,1989,30.868
Estimates,5501,1990,31.624
Estimates,5501,1991,32.423
Estimates,5501,1992,33.175
Estimates,5501,1993,33.804
Estimates,5501,1994,34.303
Estimates,5501,1995,34.745
Estimates,5501,1996,35.225
Estimates,5501,1997,35.795
Estimates,5501,1998,36.481
Estimates,5501,1999,37.297
Estimates,5501,2000,38.186
Estimates,5501,2001,39.096
Estimates,5501,2002,40.07
Estimates,5501,2003,41.168
Estimates,5501,2004,42.386
Estimates,5501,2005,43.704
Estimates,5501,2006,45.065
Estimates,5501,2007,46.343
Estimates,5501,2008,47.416
Estimates,5501,2009,48.262
Estimates,5501,2010,48.99
Estimates,5501,2011,49.728
Estimates,5501,2012,50.502
Estimates,5501,2013,51.3
Estimates,5501,2014,52.143
Estimates,5501,2015,53.013
Medium_variant,5501,2015,53.013
Medium_variant,5501,2016,53.909
Medium_variant,5501,2017,54.914
Medium_variant,5501,2018,56.121
Medium_variant,5501,2019,57.549
Medium_variant,5501,2020,59.145
Medium_variant,5501,2021,60.838
Medium_variant,5501,2022,62.606
Medium_variant,5501,2023,64.452
Medium_variant,5501,2024,66.371
Medium_variant,5501,2025,68.388
Medium_variant,5501,2026,70.532
Medium_variant,5501,2027,72.792
Medium_variant,5501,2028,75.147
Medium_variant,5501,2029,77.597
Medium_variant,5501,2030,80.162
Medium_variant,5501,2031,82.865
Medium_variant,5501,2032,85.73
Medium_variant,5501,2033,88.778
Medium_variant,5501,2034,92.023
Medium_variant,5501,2035,95.482
Medium_variant,5501,2036,99.157
Medium_variant,5501,2037,103.01
Medium_variant,5501,2038,107
Medium_variant,5501,2039,111.133
Medium_variant,5501,2040,115.464
Medium_variant,5501,2041,120.088
Medium_variant,5501,2042,125.121
Medium_variant,5501,2043,130.686
Medium_variant,5501,2044,136.873
Medium_variant,5501,2045,143.708
Medium_variant,5501,2046,151.187
Medium_variant,5501,2047,159.333
Medium_variant,5501,2048,168.204
Medium_variant,5501,2049,177.894
Medium_variant,5501,2050,188.582
Medium_variant,5501,2051,200.537
Medium_variant,5501,2052,214.141
Medium_variant,5501,2053,229.876
Medium_variant,5501,2054,248.271
Medium_variant,5501,2055,269.794
Medium_variant,5501,2056,295.001
Medium_variant,5501,2057,324.944
Medium_variant,5501,2058,361.216
Medium_variant,5501,2059,405.903
Medium_variant,5501,2060,462.33
Medium_variant,5501,2061,535.408
Medium_variant,5501,2062,631.392
Medium_variant,5501,2063,759.595
Medium_variant,5501,2064,938.301
Medium_variant,5501,2065,1208.847
Medium_variant,5501,2066,1679.772
Medium_variant,5501,2067,2732.158
Medium_variant,5501,2068,7301.39
Medium_variant,5501,2069,-10856.863
Medium_variant,5501,2070,-3142.051
Medium_variant,5501,2071,-1859.37
Medium_variant,5501,2072,-1335.74
Medium_variant,5501,2073,-1052.919
Medium_variant,5501,2074,-876.435
Medium_variant,5501,2075,-755.325
Medium_variant,5501,2076,-666.371
Medium_variant,5501,2077,-597.818
Medium_variant,5501,2078,-543.152
Medium_variant,5501,2079,-498.578
Medium_variant,5501,2080,-461.642
Medium_variant,5501,2081,-430.841
Medium_variant,5501,2082,-405.428
Medium_variant,5501,2083,-384.691
Medium_variant,5501,2084,-367.61
Medium_variant,5501,2085,-353.047
Medium_variant,5501,2086,-340.065
Medium_variant,5501,2087,-328.101
Medium_variant,5501,2088,-316.841
Medium_variant,5501,2089,-306.157
Medium_variant,5501,2090,-296.135
Medium_variant,5501,2091,-286.865
Medium_variant,5501,2092,-278.359
Medium_variant,5501,2093,-270.547
Medium_variant,5501,2094,-263.301
Medium_variant,5501,2095,-256.467
Medium_variant,5501,2096,-249.903
Medium_variant,5501,2097,-243.481
Medium_variant,5501,2098,-237.095
Medium_variant,5501,2099,-230.663
