variant,region,year,totalpopulationannualdoubletime
estimates,957,1950,24.19
estimates,957,1951,25.085
estimates,957,1952,27.048
estimates,957,1953,29.13
estimates,957,1954,31.033
estimates,957,1955,32.337
estimates,957,1956,32.6
estimates,957,1957,31.62
estimates,957,1958,29.553
estimates,957,1959,26.948
estimates,957,1960,24.466
estimates,957,1961,22.554
estimates,957,1962,21.476
estimates,957,1963,21.32
estimates,957,1964,21.985
estimates,957,1965,23.105
estimates,957,1966,24.325
estimates,957,1967,25.806
estimates,957,1968,27.914
estimates,957,1969,30.781
estimates,957,1970,34.528
estimates,957,1971,39.125
estimates,957,1972,43.924
estimates,957,1973,47.712
estimates,957,1974,49.682
estimates,957,1975,50.524
estimates,957,1976,51.251
estimates,957,1977,51.468
estimates,957,1978,50.591
estimates,957,1979,48.931
estimates,957,1980,46.877
estimates,957,1981,44.957
estimates,957,1982,43.846
estimates,957,1983,43.943
estimates,957,1984,45.23
estimates,957,1985,47.243
estimates,957,1986,49.358
estimates,957,1987,51.444
estimates,957,1988,53.569
estimates,957,1989,55.606
estimates,957,1990,57.762
estimates,957,1991,60.166
estimates,957,1992,62.194
estimates,957,1993,63.092
estimates,957,1994,62.859
estimates,957,1995,62.069
estimates,957,1996,61.425
estimates,957,1997,61.419
estimates,957,1998,62.308
estimates,957,1999,64.225
estimates,957,2000,66.663
estimates,957,2001,69.106
estimates,957,2002,72.384
estimates,957,2003,77.771
estimates,957,2004,85.774
estimates,957,2005,97.009
estimates,957,2006,111.124
estimates,957,2007,123.675
estimates,957,2008,127.424
estimates,957,2009,120.769
estimates,957,2010,110.287
estimates,957,2011,101.53
estimates,957,2012,95.655
estimates,957,2013,92.387
estimates,957,2014,91.508
estimates,957,2015,91.546
medium_variant,957,2015,91.546
medium_variant,957,2016,91.353
medium_variant,957,2017,92.244
medium_variant,957,2018,95.83
medium_variant,957,2019,102.48
medium_variant,957,2020,112.179
medium_variant,957,2021,123.833
medium_variant,957,2022,133.966
medium_variant,957,2023,137.629
medium_variant,957,2024,133.811
medium_variant,957,2025,126.812
medium_variant,957,2026,120.562
medium_variant,957,2027,116.221
medium_variant,957,2028,113.652
medium_variant,957,2029,112.899
medium_variant,957,2030,113.015
medium_variant,957,2031,113.132
medium_variant,957,2032,113.811
medium_variant,957,2033,115.85
medium_variant,957,2034,119.404
medium_variant,957,2035,124.13
medium_variant,957,2036,129.673
medium_variant,957,2037,135.875
medium_variant,957,2038,142.447
medium_variant,957,2039,149.438
medium_variant,957,2040,157.154
medium_variant,957,2041,165.892
medium_variant,957,2042,176.034
medium_variant,957,2043,187.704
medium_variant,957,2044,201.239
medium_variant,957,2045,216.916
medium_variant,957,2046,234.567
medium_variant,957,2047,253.828
medium_variant,957,2048,272.741
medium_variant,957,2049,290.596
medium_variant,957,2050,308.437
medium_variant,957,2051,327.242
medium_variant,957,2052,347.394
medium_variant,957,2053,368.141
medium_variant,957,2054,391.117
medium_variant,957,2055,415.648
medium_variant,957,2056,440.934
medium_variant,957,2057,467.638
medium_variant,957,2058,494.444
medium_variant,957,2059,522.712
medium_variant,957,2060,552.952
medium_variant,957,2061,586.472
medium_variant,957,2062,624.515
medium_variant,957,2063,667.296
medium_variant,957,2064,719.76
medium_variant,957,2065,783.62
medium_variant,957,2066,862.884
medium_variant,957,2067,969.32
medium_variant,957,2068,1124.595
medium_variant,957,2069,1365.307
medium_variant,957,2070,1770.713
medium_variant,957,2071,2567.209
medium_variant,957,2072,4797.34
medium_variant,957,2073,83274.108
medium_variant,957,2074,-5024.833
medium_variant,957,2075,-2413.069
medium_variant,957,2076,-1578.711
medium_variant,957,2077,-1172.698
medium_variant,957,2078,-936.215
medium_variant,957,2079,-778.812
medium_variant,957,2080,-667.614
medium_variant,957,2081,-587.227
medium_variant,957,2082,-524.631
medium_variant,957,2083,-477.636
medium_variant,957,2084,-441.899
medium_variant,957,2085,-412.328
medium_variant,957,2086,-387.515
medium_variant,957,2087,-366.927
medium_variant,957,2088,-350.554
medium_variant,957,2089,-337.576
medium_variant,957,2090,-326.851
medium_variant,957,2091,-317.344
medium_variant,957,2092,-309.073
medium_variant,957,2093,-302.135
medium_variant,957,2094,-295.535
medium_variant,957,2095,-289.473
medium_variant,957,2096,-284.258
medium_variant,957,2097,-279.891
medium_variant,957,2098,-276.51
medium_variant,957,2099,-273.656
