variant,region,year,totalpopulationannualdoubletime
estimates,911,1950,38.047
estimates,911,1951,37.791
estimates,911,1952,37.197
estimates,911,1953,36.47
estimates,911,1954,35.675
estimates,911,1955,34.868
estimates,911,1956,34.092
estimates,911,1957,33.377
estimates,911,1958,32.74
estimates,911,1959,32.179
estimates,911,1960,31.675
estimates,911,1961,31.193
estimates,911,1962,30.697
estimates,911,1963,30.164
estimates,911,1964,29.608
estimates,911,1965,29.05
estimates,911,1966,28.53
estimates,911,1967,28.123
estimates,911,1968,27.875
estimates,911,1969,27.762
estimates,911,1970,27.718
estimates,911,1971,27.663
estimates,911,1972,27.513
estimates,911,1973,27.218
estimates,911,1974,26.802
estimates,911,1975,26.339
estimates,911,1976,25.906
estimates,911,1977,25.556
estimates,911,1978,25.312
estimates,911,1979,25.158
estimates,911,1980,25.018
estimates,911,1981,24.838
estimates,911,1982,24.663
estimates,911,1983,24.538
estimates,911,1984,24.441
estimates,911,1985,24.433
estimates,911,1986,24.471
estimates,911,1987,24.223
estimates,911,1988,23.462
estimates,911,1989,22.371
estimates,911,1990,21.202
estimates,911,1991,20.244
estimates,911,1992,19.854
estimates,911,1993,20.244
estimates,911,1994,21.385
estimates,911,1995,23.057
estimates,911,1996,24.837
estimates,911,1997,26.11
estimates,911,1998,26.338
estimates,911,1999,25.544
estimates,911,2000,24.379
estimates,911,2001,23.401
estimates,911,2002,22.744
estimates,911,2003,22.392
estimates,911,2004,22.314
estimates,911,2005,22.359
estimates,911,2006,22.39
estimates,911,2007,22.409
estimates,911,2008,22.451
estimates,911,2009,22.511
estimates,911,2010,22.593
estimates,911,2011,22.698
estimates,911,2012,22.819
estimates,911,2013,22.946
estimates,911,2014,23.078
estimates,911,2015,23.22
medium_variant,911,2015,23.22
medium_variant,911,2016,23.374
medium_variant,911,2017,23.54
medium_variant,911,2018,23.718
medium_variant,911,2019,23.906
medium_variant,911,2020,24.103
medium_variant,911,2021,24.309
medium_variant,911,2022,24.521
medium_variant,911,2023,24.74
medium_variant,911,2024,24.964
medium_variant,911,2025,25.197
medium_variant,911,2026,25.437
medium_variant,911,2027,25.683
medium_variant,911,2028,25.933
medium_variant,911,2029,26.187
medium_variant,911,2030,26.447
medium_variant,911,2031,26.718
medium_variant,911,2032,27
medium_variant,911,2033,27.295
medium_variant,911,2034,27.604
medium_variant,911,2035,27.924
medium_variant,911,2036,28.256
medium_variant,911,2037,28.6
medium_variant,911,2038,28.958
medium_variant,911,2039,29.33
medium_variant,911,2040,29.715
medium_variant,911,2041,30.112
medium_variant,911,2042,30.521
medium_variant,911,2043,30.945
medium_variant,911,2044,31.385
medium_variant,911,2045,31.838
medium_variant,911,2046,32.302
medium_variant,911,2047,32.774
medium_variant,911,2048,33.248
medium_variant,911,2049,33.726
medium_variant,911,2050,34.211
medium_variant,911,2051,34.709
medium_variant,911,2052,35.221
medium_variant,911,2053,35.749
medium_variant,911,2054,36.292
medium_variant,911,2055,36.851
medium_variant,911,2056,37.424
medium_variant,911,2057,38.015
medium_variant,911,2058,38.625
medium_variant,911,2059,39.256
medium_variant,911,2060,39.907
medium_variant,911,2061,40.577
medium_variant,911,2062,41.265
medium_variant,911,2063,41.972
medium_variant,911,2064,42.698
medium_variant,911,2065,43.447
medium_variant,911,2066,44.218
medium_variant,911,2067,45.013
medium_variant,911,2068,45.829
medium_variant,911,2069,46.669
medium_variant,911,2070,47.534
medium_variant,911,2071,48.427
medium_variant,911,2072,49.356
medium_variant,911,2073,50.326
medium_variant,911,2074,51.34
medium_variant,911,2075,52.396
medium_variant,911,2076,53.487
medium_variant,911,2077,54.614
medium_variant,911,2078,55.775
medium_variant,911,2079,56.972
medium_variant,911,2080,58.207
medium_variant,911,2081,59.485
medium_variant,911,2082,60.813
medium_variant,911,2083,62.195
medium_variant,911,2084,63.635
medium_variant,911,2085,65.132
medium_variant,911,2086,66.684
medium_variant,911,2087,68.282
medium_variant,911,2088,69.915
medium_variant,911,2089,71.585
medium_variant,911,2090,73.304
medium_variant,911,2091,75.091
medium_variant,911,2092,76.962
medium_variant,911,2093,78.928
medium_variant,911,2094,80.997
medium_variant,911,2095,83.171
medium_variant,911,2096,85.452
medium_variant,911,2097,87.84
medium_variant,911,2098,90.334
medium_variant,911,2099,92.933
