variant,region,year,totalpopulationannualdoubletime
Estimates,922,1950,26.813
Estimates,922,1951,26.611
Estimates,922,1952,26.348
Estimates,922,1953,26.308
Estimates,922,1954,26.401
Estimates,922,1955,26.551
Estimates,922,1956,26.687
Estimates,922,1957,26.753
Estimates,922,1958,26.711
Estimates,922,1959,26.558
Estimates,922,1960,26.339
Estimates,922,1961,26.131
Estimates,922,1962,26.025
Estimates,922,1963,26.083
Estimates,922,1964,26.284
Estimates,922,1965,26.557
Estimates,922,1966,26.799
Estimates,922,1967,26.869
Estimates,922,1968,26.68
Estimates,922,1969,26.266
Estimates,922,1970,25.762
Estimates,922,1971,25.303
Estimates,922,1972,24.963
Estimates,922,1973,24.77
Estimates,922,1974,24.709
Estimates,922,1975,24.746
Estimates,922,1976,24.816
Estimates,922,1977,24.808
Estimates,922,1978,24.648
Estimates,922,1979,24.373
Estimates,922,1980,24.061
Estimates,922,1981,23.827
Estimates,922,1982,23.84
Estimates,922,1983,24.221
Estimates,922,1984,24.961
Estimates,922,1985,25.933
Estimates,922,1986,26.954
Estimates,922,1987,27.855
Estimates,922,1988,28.511
Estimates,922,1989,28.897
Estimates,922,1990,29.124
Estimates,922,1991,29.351
Estimates,922,1992,29.712
Estimates,922,1993,30.288
Estimates,922,1994,31.075
Estimates,922,1995,31.94
Estimates,922,1996,32.708
Estimates,922,1997,33.285
Estimates,922,1998,33.625
Estimates,922,1999,33.704
Estimates,922,2000,33.726
Estimates,922,2001,33.772
Estimates,922,2002,33.439
Estimates,922,2003,32.411
Estimates,922,2004,30.923
Estimates,922,2005,29.357
Estimates,922,2006,28.09
Estimates,922,2007,27.477
Estimates,922,2008,27.719
Estimates,922,2009,28.794
Estimates,922,2010,30.406
Estimates,922,2011,32.169
Estimates,922,2012,33.931
Estimates,922,2013,35.651
Estimates,922,2014,37.239
Estimates,922,2015,38.836
Medium_variant,922,2015,38.836
Medium_variant,922,2016,40.583
Medium_variant,922,2017,42.25
Medium_variant,922,2018,43.501
Medium_variant,922,2019,44.289
Medium_variant,922,2020,44.791
Medium_variant,922,2021,45.253
Medium_variant,922,2022,45.838
Medium_variant,922,2023,46.636
Medium_variant,922,2024,47.682
Medium_variant,922,2025,48.854
Medium_variant,922,2026,50.012
Medium_variant,922,2027,51.162
Medium_variant,922,2028,52.36
Medium_variant,922,2029,53.599
Medium_variant,922,2030,54.886
Medium_variant,922,2031,56.209
Medium_variant,922,2032,57.502
Medium_variant,922,2033,58.694
Medium_variant,922,2034,59.778
Medium_variant,922,2035,60.808
Medium_variant,922,2036,61.86
Medium_variant,922,2037,62.971
Medium_variant,922,2038,64.162
Medium_variant,922,2039,65.449
Medium_variant,922,2040,66.809
Medium_variant,922,2041,68.216
Medium_variant,922,2042,69.694
Medium_variant,922,2043,71.279
Medium_variant,922,2044,72.979
Medium_variant,922,2045,74.783
Medium_variant,922,2046,76.679
Medium_variant,922,2047,78.685
Medium_variant,922,2048,80.827
Medium_variant,922,2049,83.109
Medium_variant,922,2050,85.526
Medium_variant,922,2051,88.065
Medium_variant,922,2052,90.721
Medium_variant,922,2053,93.494
Medium_variant,922,2054,96.381
Medium_variant,922,2055,99.393
Medium_variant,922,2056,102.537
Medium_variant,922,2057,105.786
Medium_variant,922,2058,109.109
Medium_variant,922,2059,112.497
Medium_variant,922,2060,115.973
Medium_variant,922,2061,119.562
Medium_variant,922,2062,123.259
Medium_variant,922,2063,127.048
Medium_variant,922,2064,130.925
Medium_variant,922,2065,134.906
Medium_variant,922,2066,139.002
Medium_variant,922,2067,143.194
Medium_variant,922,2068,147.461
Medium_variant,922,2069,151.802
Medium_variant,922,2070,156.242
Medium_variant,922,2071,160.815
Medium_variant,922,2072,165.549
Medium_variant,922,2073,170.468
Medium_variant,922,2074,175.594
Medium_variant,922,2075,180.93
Medium_variant,922,2076,186.475
Medium_variant,922,2077,192.265
Medium_variant,922,2078,198.342
Medium_variant,922,2079,204.734
Medium_variant,922,2080,211.465
Medium_variant,922,2081,218.552
Medium_variant,922,2082,226.024
Medium_variant,922,2083,233.919
Medium_variant,922,2084,242.28
Medium_variant,922,2085,251.133
Medium_variant,922,2086,260.536
Medium_variant,922,2087,270.658
Medium_variant,922,2088,281.705
Medium_variant,922,2089,293.793
Medium_variant,922,2090,306.93
Medium_variant,922,2091,321.075
Medium_variant,922,2092,336.195
Medium_variant,922,2093,352.289
Medium_variant,922,2094,369.422
Medium_variant,922,2095,387.72
Medium_variant,922,2096,407.365
Medium_variant,922,2097,428.589
Medium_variant,922,2098,451.69
Medium_variant,922,2099,477.044
