variant,region,year,totalpopulationannualdoubletime
estimates,925,1950,79.718
estimates,925,1951,79.147
estimates,925,1952,79.06
estimates,925,1953,80.712
estimates,925,1954,83.478
estimates,925,1955,86.688
estimates,925,1956,89.5
estimates,925,1957,90.999
estimates,925,1958,90.467
estimates,925,1959,87.912
estimates,925,1960,84.254
estimates,925,1961,80.864
estimates,925,1962,79.066
estimates,925,1963,79.788
estimates,925,1964,83.038
estimates,925,1965,88.226
estimates,925,1966,93.965
estimates,925,1967,97.743
estimates,925,1968,97.222
estimates,925,1969,92.666
estimates,925,1970,86.881
estimates,925,1971,82.208
estimates,925,1972,79.313
estimates,925,1973,78.268
estimates,925,1974,79.047
estimates,925,1975,80.835
estimates,925,1976,82.95
estimates,925,1977,86.065
estimates,925,1978,91.31
estimates,925,1979,99.264
estimates,925,1980,110.239
estimates,925,1981,124.308
estimates,925,1982,141.379
estimates,925,1983,161.049
estimates,925,1984,182.881
estimates,925,1985,208.298
estimates,925,1986,240.532
estimates,925,1987,281.791
estimates,925,1988,333.141
estimates,925,1989,396.633
estimates,925,1990,467.258
estimates,925,1991,535.219
estimates,925,1992,611.939
estimates,925,1993,729.497
estimates,925,1994,908.023
estimates,925,1995,1265.263
estimates,925,1996,1915.65
estimates,925,1997,1402.611
estimates,925,1998,576.86
estimates,925,1999,283.191
estimates,925,2000,174.494
estimates,925,2001,127.619
estimates,925,2002,106.296
estimates,925,2003,98.461
estimates,925,2004,99.548
estimates,925,2005,105.059
estimates,925,2006,111.735
estimates,925,2007,123.691
estimates,925,2008,151.724
estimates,925,2009,219.745
estimates,925,2010,467.484
estimates,925,2011,-3145.24
estimates,925,2012,-447.117
estimates,925,2013,-319.75
estimates,925,2014,-337.142
estimates,925,2015,-453.491
medium_variant,925,2015,-453.491
medium_variant,925,2016,-713.633
medium_variant,925,2017,-1185.928
medium_variant,925,2018,-1515.012
medium_variant,925,2019,-1123.509
medium_variant,925,2020,-765.346
medium_variant,925,2021,-603.197
medium_variant,925,2022,-523.603
medium_variant,925,2023,-475.711
medium_variant,925,2024,-449.283
medium_variant,925,2025,-430.983
medium_variant,925,2026,-412.573
medium_variant,925,2027,-396.679
medium_variant,925,2028,-386.779
medium_variant,925,2029,-381.712
medium_variant,925,2030,-379.446
medium_variant,925,2031,-377.524
medium_variant,925,2032,-373.413
medium_variant,925,2033,-365.421
medium_variant,925,2034,-353.716
medium_variant,925,2035,-340.496
medium_variant,925,2036,-327.684
medium_variant,925,2037,-315.415
medium_variant,925,2038,-303.386
medium_variant,925,2039,-291.669
medium_variant,925,2040,-280.244
medium_variant,925,2041,-269.038
medium_variant,925,2042,-257.951
medium_variant,925,2043,-246.962
medium_variant,925,2044,-236.18
medium_variant,925,2045,-225.897
medium_variant,925,2046,-216.272
medium_variant,925,2047,-207.12
medium_variant,925,2048,-198.281
medium_variant,925,2049,-189.837
medium_variant,925,2050,-181.964
medium_variant,925,2051,-174.806
medium_variant,925,2052,-168.399
medium_variant,925,2053,-162.729
medium_variant,925,2054,-157.758
medium_variant,925,2055,-153.382
medium_variant,925,2056,-149.528
medium_variant,925,2057,-146.235
medium_variant,925,2058,-143.549
medium_variant,925,2059,-141.45
medium_variant,925,2060,-139.825
medium_variant,925,2061,-138.618
medium_variant,925,2062,-137.982
medium_variant,925,2063,-138.081
medium_variant,925,2064,-138.922
medium_variant,925,2065,-140.371
medium_variant,925,2066,-142.277
medium_variant,925,2067,-144.629
medium_variant,925,2068,-147.469
medium_variant,925,2069,-150.807
medium_variant,925,2070,-154.655
medium_variant,925,2071,-159.056
medium_variant,925,2072,-164.136
medium_variant,925,2073,-170.037
medium_variant,925,2074,-176.824
medium_variant,925,2075,-184.465
medium_variant,925,2076,-192.848
medium_variant,925,2077,-201.829
medium_variant,925,2078,-211.236
medium_variant,925,2079,-220.908
medium_variant,925,2080,-230.982
medium_variant,925,2081,-241.512
medium_variant,925,2082,-251.772
medium_variant,925,2083,-260.755
medium_variant,925,2084,-268.031
medium_variant,925,2085,-274.012
medium_variant,925,2086,-279.293
medium_variant,925,2087,-283.713
medium_variant,925,2088,-286.919
medium_variant,925,2089,-288.976
medium_variant,925,2090,-290.105
medium_variant,925,2091,-290.579
medium_variant,925,2092,-290.663
medium_variant,925,2093,-290.573
medium_variant,925,2094,-290.464
medium_variant,925,2095,-290.469
medium_variant,925,2096,-290.703
medium_variant,925,2097,-291.282
medium_variant,925,2098,-292.315
medium_variant,925,2099,-293.928
