variant,region,year,totalpopulationannualdoubletime
estimates,1500,1950,47.443
estimates,1500,1951,45.893
estimates,1500,1952,42.912
estimates,1500,1953,40.104
estimates,1500,1954,37.647
estimates,1500,1955,35.623
estimates,1500,1956,34.062
estimates,1500,1957,32.958
estimates,1500,1958,32.283
estimates,1500,1959,31.97
estimates,1500,1960,31.889
estimates,1500,1961,31.855
estimates,1500,1962,31.651
estimates,1500,1963,31.126
estimates,1500,1964,30.335
estimates,1500,1965,29.5
estimates,1500,1966,28.811
estimates,1500,1967,28.312
estimates,1500,1968,27.995
estimates,1500,1969,27.851
estimates,1500,1970,27.78
estimates,1500,1971,27.728
estimates,1500,1972,27.817
estimates,1500,1973,28.168
estimates,1500,1974,28.755
estimates,1500,1975,29.46
estimates,1500,1976,30.123
estimates,1500,1977,30.599
estimates,1500,1978,30.789
estimates,1500,1979,30.681
estimates,1500,1980,30.417
estimates,1500,1981,30.113
estimates,1500,1982,29.71
estimates,1500,1983,29.141
estimates,1500,1984,28.452
estimates,1500,1985,27.751
estimates,1500,1986,27.115
estimates,1500,1987,26.524
estimates,1500,1988,25.951
estimates,1500,1989,25.422
estimates,1500,1990,24.925
estimates,1500,1991,24.492
estimates,1500,1992,24.255
estimates,1500,1993,24.31
estimates,1500,1994,24.625
estimates,1500,1995,25.086
estimates,1500,1996,25.55
estimates,1500,1997,25.876
estimates,1500,1998,25.977
estimates,1500,1999,25.862
estimates,1500,2000,25.649
estimates,1500,2001,25.464
estimates,1500,2002,25.365
estimates,1500,2003,25.368
estimates,1500,2004,25.469
estimates,1500,2005,25.622
estimates,1500,2006,25.772
estimates,1500,2007,25.864
estimates,1500,2008,25.868
estimates,1500,2009,25.796
estimates,1500,2010,25.696
estimates,1500,2011,25.627
estimates,1500,2012,25.634
estimates,1500,2013,25.742
estimates,1500,2014,25.948
estimates,1500,2015,26.209
medium_variant,1500,2015,26.209
medium_variant,1500,2016,26.478
medium_variant,1500,2017,26.743
medium_variant,1500,2018,27.001
medium_variant,1500,2019,27.251
medium_variant,1500,2020,27.504
medium_variant,1500,2021,27.769
medium_variant,1500,2022,28.042
medium_variant,1500,2023,28.317
medium_variant,1500,2024,28.593
medium_variant,1500,2025,28.873
medium_variant,1500,2026,29.16
medium_variant,1500,2027,29.454
medium_variant,1500,2028,29.753
medium_variant,1500,2029,30.057
medium_variant,1500,2030,30.369
medium_variant,1500,2031,30.69
medium_variant,1500,2032,31.022
medium_variant,1500,2033,31.364
medium_variant,1500,2034,31.719
medium_variant,1500,2035,32.084
medium_variant,1500,2036,32.462
medium_variant,1500,2037,32.852
medium_variant,1500,2038,33.258
medium_variant,1500,2039,33.679
medium_variant,1500,2040,34.115
medium_variant,1500,2041,34.563
medium_variant,1500,2042,35.027
medium_variant,1500,2043,35.508
medium_variant,1500,2044,36.007
medium_variant,1500,2045,36.522
medium_variant,1500,2046,37.052
medium_variant,1500,2047,37.594
medium_variant,1500,2048,38.147
medium_variant,1500,2049,38.712
medium_variant,1500,2050,39.29
medium_variant,1500,2051,39.883
medium_variant,1500,2052,40.494
medium_variant,1500,2053,41.123
medium_variant,1500,2054,41.772
medium_variant,1500,2055,42.439
medium_variant,1500,2056,43.125
medium_variant,1500,2057,43.828
medium_variant,1500,2058,44.548
medium_variant,1500,2059,45.288
medium_variant,1500,2060,46.047
medium_variant,1500,2061,46.828
medium_variant,1500,2062,47.633
medium_variant,1500,2063,48.464
medium_variant,1500,2064,49.32
medium_variant,1500,2065,50.205
medium_variant,1500,2066,51.116
medium_variant,1500,2067,52.057
medium_variant,1500,2068,53.027
medium_variant,1500,2069,54.029
medium_variant,1500,2070,55.062
medium_variant,1500,2071,56.13
medium_variant,1500,2072,57.239
medium_variant,1500,2073,58.397
medium_variant,1500,2074,59.605
medium_variant,1500,2075,60.861
medium_variant,1500,2076,62.16
medium_variant,1500,2077,63.499
medium_variant,1500,2078,64.88
medium_variant,1500,2079,66.303
medium_variant,1500,2080,67.772
medium_variant,1500,2081,69.291
medium_variant,1500,2082,70.861
medium_variant,1500,2083,72.483
medium_variant,1500,2084,74.158
medium_variant,1500,2085,75.889
medium_variant,1500,2086,77.681
medium_variant,1500,2087,79.536
medium_variant,1500,2088,81.454
medium_variant,1500,2089,83.439
medium_variant,1500,2090,85.495
medium_variant,1500,2091,87.628
medium_variant,1500,2092,89.843
medium_variant,1500,2093,92.145
medium_variant,1500,2094,94.541
medium_variant,1500,2095,97.034
medium_variant,1500,2096,99.63
medium_variant,1500,2097,102.334
medium_variant,1500,2098,105.152
medium_variant,1500,2099,108.091
