variant,country,year,childdependencyratio2069
estimates,807,1950,95.621
estimates,807,1951,96.096
estimates,807,1952,96.629
estimates,807,1953,96.692
estimates,807,1954,96.156
estimates,807,1955,95.191
estimates,807,1956,95.856
estimates,807,1957,95.758
estimates,807,1958,95.379
estimates,807,1959,95.126
estimates,807,1960,95.12
estimates,807,1961,94.552
estimates,807,1962,94.544
estimates,807,1963,94.741
estimates,807,1964,94.688
estimates,807,1965,94.208
estimates,807,1966,93.456
estimates,807,1967,92.516
estimates,807,1968,91.299
estimates,807,1969,89.717
estimates,807,1970,87.723
estimates,807,1971,85.636
estimates,807,1972,82.931
estimates,807,1973,80.001
estimates,807,1974,77.349
estimates,807,1975,75.245
estimates,807,1976,73.168
estimates,807,1977,71.699
estimates,807,1978,70.619
estimates,807,1979,69.624
estimates,807,1980,68.557
estimates,807,1981,67.563
estimates,807,1982,66.591
estimates,807,1983,65.551
estimates,807,1984,64.371
estimates,807,1985,63.022
estimates,807,1986,61.774
estimates,807,1987,60.324
estimates,807,1988,58.847
estimates,807,1989,57.536
estimates,807,1990,56.465
estimates,807,1991,55.731
estimates,807,1992,55.206
estimates,807,1993,54.764
estimates,807,1994,54.253
estimates,807,1995,53.627
estimates,807,1996,52.913
estimates,807,1997,51.997
estimates,807,1998,50.96
estimates,807,1999,49.895
estimates,807,2000,48.826
estimates,807,2001,47.604
estimates,807,2002,46.414
estimates,807,2003,45.243
estimates,807,2004,44.068
estimates,807,2005,42.896
estimates,807,2006,41.932
estimates,807,2007,40.938
estimates,807,2008,39.935
estimates,807,2009,38.968
estimates,807,2010,38.057
estimates,807,2011,37.143
estimates,807,2012,36.347
estimates,807,2013,35.644
estimates,807,2014,34.982
estimates,807,2015,34.344
medium_variant,807,2015,34.344
medium_variant,807,2016,33.942
medium_variant,807,2017,33.503
medium_variant,807,2018,33.077
medium_variant,807,2019,32.73
medium_variant,807,2020,32.483
medium_variant,807,2021,32.278
medium_variant,807,2022,32.159
medium_variant,807,2023,32.108
medium_variant,807,2024,32.093
medium_variant,807,2025,32.099
medium_variant,807,2026,32.174
medium_variant,807,2027,32.28
medium_variant,807,2028,32.388
medium_variant,807,2029,32.468
medium_variant,807,2030,32.497
medium_variant,807,2031,32.512
medium_variant,807,2032,32.464
medium_variant,807,2033,32.368
medium_variant,807,2034,32.248
medium_variant,807,2035,32.12
medium_variant,807,2036,32.015
medium_variant,807,2037,31.896
medium_variant,807,2038,31.765
medium_variant,807,2039,31.621
medium_variant,807,2040,31.467
medium_variant,807,2041,31.343
medium_variant,807,2042,31.214
medium_variant,807,2043,31.09
medium_variant,807,2044,30.98
medium_variant,807,2045,30.89
medium_variant,807,2046,30.866
medium_variant,807,2047,30.856
medium_variant,807,2048,30.87
medium_variant,807,2049,30.914
medium_variant,807,2050,30.989
medium_variant,807,2051,31.132
medium_variant,807,2052,31.296
medium_variant,807,2053,31.479
medium_variant,807,2054,31.673
medium_variant,807,2055,31.871
medium_variant,807,2056,32.088
medium_variant,807,2057,32.3
medium_variant,807,2058,32.509
medium_variant,807,2059,32.715
medium_variant,807,2060,32.917
medium_variant,807,2061,33.131
medium_variant,807,2062,33.335
medium_variant,807,2063,33.522
medium_variant,807,2064,33.681
