variant,region,year,gender,oldagedependencyratio2569
estimates,910,1950,male,3.946
estimates,910,1951,male,4.004
estimates,910,1952,male,4.02
estimates,910,1953,male,3.995
estimates,910,1954,male,3.932
estimates,910,1955,male,3.834
estimates,910,1956,male,3.903
estimates,910,1957,male,3.936
estimates,910,1958,male,3.933
estimates,910,1959,male,3.897
estimates,910,1960,male,3.83
estimates,910,1961,male,3.904
estimates,910,1962,male,3.947
estimates,910,1963,male,3.961
estimates,910,1964,male,3.945
estimates,910,1965,male,3.901
estimates,910,1966,male,3.975
estimates,910,1967,male,4.018
estimates,910,1968,male,4.036
estimates,910,1969,male,4.037
estimates,910,1970,male,4.024
estimates,910,1971,male,4.131
estimates,910,1972,male,4.214
estimates,910,1973,male,4.272
estimates,910,1974,male,4.304
estimates,910,1975,male,4.312
estimates,910,1976,male,4.434
estimates,910,1977,male,4.53
estimates,910,1978,male,4.6
estimates,910,1979,male,4.646
estimates,910,1980,male,4.675
estimates,910,1981,male,4.743
estimates,910,1982,male,4.777
estimates,910,1983,male,4.782
estimates,910,1984,male,4.756
estimates,910,1985,male,4.705
estimates,910,1986,male,4.8
estimates,910,1987,male,4.874
estimates,910,1988,male,4.929
estimates,910,1989,male,4.969
estimates,910,1990,male,4.994
estimates,910,1991,male,5.086
estimates,910,1992,male,5.152
estimates,910,1993,male,5.188
estimates,910,1994,male,5.192
estimates,910,1995,male,5.163
estimates,910,1996,male,5.209
estimates,910,1997,male,5.216
estimates,910,1998,male,5.194
estimates,910,1999,male,5.156
estimates,910,2000,male,5.112
estimates,910,2001,male,5.177
estimates,910,2002,male,5.23
estimates,910,2003,male,5.261
estimates,910,2004,male,5.259
estimates,910,2005,male,5.224
estimates,910,2006,male,5.247
estimates,910,2007,male,5.241
estimates,910,2008,male,5.213
estimates,910,2009,male,5.172
estimates,910,2010,male,5.124
estimates,910,2011,male,5.11
estimates,910,2012,male,5.08
estimates,910,2013,male,5.039
estimates,910,2014,male,4.99
estimates,910,2015,male,4.936
medium_variant,910,2015,male,4.936
medium_variant,910,2016,male,4.935
medium_variant,910,2017,male,4.923
medium_variant,910,2018,male,4.9
medium_variant,910,2019,male,4.868
medium_variant,910,2020,male,4.828
medium_variant,910,2021,male,4.837
medium_variant,910,2022,male,4.832
medium_variant,910,2023,male,4.816
medium_variant,910,2024,male,4.793
medium_variant,910,2025,male,4.767
medium_variant,910,2026,male,4.786
medium_variant,910,2027,male,4.794
medium_variant,910,2028,male,4.795
medium_variant,910,2029,male,4.789
medium_variant,910,2030,male,4.78
medium_variant,910,2031,male,4.81
medium_variant,910,2032,male,4.831
medium_variant,910,2033,male,4.848
medium_variant,910,2034,male,4.863
medium_variant,910,2035,male,4.881
medium_variant,910,2036,male,4.939
medium_variant,910,2037,male,4.993
medium_variant,910,2038,male,5.046
medium_variant,910,2039,male,5.104
medium_variant,910,2040,male,5.17
medium_variant,910,2041,male,5.282
medium_variant,910,2042,male,5.393
medium_variant,910,2043,male,5.505
medium_variant,910,2044,male,5.618
medium_variant,910,2045,male,5.735
medium_variant,910,2046,male,5.886
medium_variant,910,2047,male,6.033
medium_variant,910,2048,male,6.178
medium_variant,910,2049,male,6.327
medium_variant,910,2050,male,6.482
medium_variant,910,2051,male,6.669
medium_variant,910,2052,male,6.853
medium_variant,910,2053,male,7.035
medium_variant,910,2054,male,7.216
medium_variant,910,2055,male,7.397
medium_variant,910,2056,male,7.603
medium_variant,910,2057,male,7.802
medium_variant,910,2058,male,7.997
medium_variant,910,2059,male,8.193
medium_variant,910,2060,male,8.392
medium_variant,910,2061,male,8.616
medium_variant,910,2062,male,8.833
medium_variant,910,2063,male,9.051
medium_variant,910,2064,male,9.275
medium_variant,910,2065,male,9.512
medium_variant,910,2066,male,9.78
medium_variant,910,2067,male,10.047
medium_variant,910,2068,male,10.315
medium_variant,910,2069,male,10.584
medium_variant,910,2070,male,10.859
medium_variant,910,2071,male,11.157
medium_variant,910,2072,male,11.447
medium_variant,910,2073,male,11.734
medium_variant,910,2074,male,12.022
medium_variant,910,2075,male,12.316
medium_variant,910,2076,male,12.634
medium_variant,910,2077,male,12.944
medium_variant,910,2078,male,13.249
medium_variant,910,2079,male,13.553
medium_variant,910,2080,male,13.861
medium_variant,910,2081,male,14.189
medium_variant,910,2082,male,14.505
medium_variant,910,2083,male,14.815
medium_variant,910,2084,male,15.125
medium_variant,910,2085,male,15.439
medium_variant,910,2086,male,15.771
medium_variant,910,2087,male,16.092
medium_variant,910,2088,male,16.407
medium_variant,910,2089,male,16.723
medium_variant,910,2090,male,17.044
medium_variant,910,2091,male,17.387
medium_variant,910,2092,male,17.717
medium_variant,910,2093,male,18.043
medium_variant,910,2094,male,18.37
medium_variant,910,2095,male,18.705
medium_variant,910,2096,male,19.061
medium_variant,910,2097,male,19.405
medium_variant,910,2098,male,19.744
medium_variant,910,2099,male,20.087
medium_variant,910,2100,male,20.439
estimates,910,1950,female,5.171
estimates,910,1951,female,5.244
estimates,910,1952,female,5.271
estimates,910,1953,female,5.252
estimates,910,1954,female,5.188
