variant,country,year,totaldeaths
estimates,704,1950,380.568
estimates,704,1951,381.956
estimates,704,1952,384.612
estimates,704,1953,387.028
estimates,704,1954,389.206
estimates,704,1955,391.115
estimates,704,1956,392.678
estimates,704,1957,393.874
estimates,704,1958,394.615
estimates,704,1959,394.695
estimates,704,1960,393.98
estimates,704,1961,392.461
estimates,704,1962,390.356
estimates,704,1963,388.281
estimates,704,1964,387.237
estimates,704,1965,390.022
estimates,704,1966,399.937
estimates,704,1967,417.992
estimates,704,1968,443.415
estimates,704,1969,474.028
estimates,704,1970,504.666
estimates,704,1971,528.81
estimates,704,1972,541.634
estimates,704,1973,540.615
estimates,704,1974,525.927
estimates,704,1975,500.561
estimates,704,1976,469.77
estimates,704,1977,440.198
estimates,704,1978,417
estimates,704,1979,402.283
estimates,704,1980,396.528
estimates,704,1981,398.288
estimates,704,1982,403.788
estimates,704,1983,409.895
estimates,704,1984,415.487
estimates,704,1985,419.925
estimates,704,1986,423.197
estimates,704,1987,426.027
estimates,704,1988,428.912
estimates,704,1989,431.75
estimates,704,1990,434.316
estimates,704,1991,436.354
estimates,704,1992,437.76
estimates,704,1993,438.547
estimates,704,1994,438.823
estimates,704,1995,438.8
estimates,704,1996,438.763
estimates,704,1997,439.05
estimates,704,1998,439.955
estimates,704,1999,441.664
estimates,704,2000,444.312
estimates,704,2001,447.932
estimates,704,2002,452.375
estimates,704,2003,457.488
estimates,704,2004,463.2
estimates,704,2005,469.45
estimates,704,2006,476.188
estimates,704,2007,483.329
estimates,704,2008,490.765
estimates,704,2009,498.381
estimates,704,2010,506.034
estimates,704,2011,513.603
estimates,704,2012,521.052
estimates,704,2013,528.381
estimates,704,2014,535.597
estimates,704,2015,542.749
medium_variant,704,2015,542.749
medium_variant,704,2016,549.921
medium_variant,704,2017,557.243
medium_variant,704,2018,564.827
medium_variant,704,2019,572.744
medium_variant,704,2020,581.017
medium_variant,704,2021,589.628
medium_variant,704,2022,598.545
medium_variant,704,2023,607.766
medium_variant,704,2024,617.337
medium_variant,704,2025,627.313
medium_variant,704,2026,637.751
medium_variant,704,2027,648.705
medium_variant,704,2028,660.227
medium_variant,704,2029,672.359
medium_variant,704,2030,685.134
medium_variant,704,2031,698.56
medium_variant,704,2032,712.615
medium_variant,704,2033,727.275
medium_variant,704,2034,742.535
medium_variant,704,2035,758.418
medium_variant,704,2036,774.957
medium_variant,704,2037,792.135
medium_variant,704,2038,809.904
medium_variant,704,2039,828.192
medium_variant,704,2040,846.929
medium_variant,704,2041,866.05
medium_variant,704,2042,885.467
medium_variant,704,2043,905.08
medium_variant,704,2044,924.788
medium_variant,704,2045,944.543
medium_variant,704,2046,964.333
medium_variant,704,2047,984.147
medium_variant,704,2048,1003.933
medium_variant,704,2049,1023.587
medium_variant,704,2050,1043.004
medium_variant,704,2051,1062.088
medium_variant,704,2052,1080.769
medium_variant,704,2053,1098.979
medium_variant,704,2054,1116.649
medium_variant,704,2055,1133.735
medium_variant,704,2056,1150.227
medium_variant,704,2057,1166.167
medium_variant,704,2058,1181.59
medium_variant,704,2059,1196.501
medium_variant,704,2060,1210.913
medium_variant,704,2061,1224.84
medium_variant,704,2062,1238.292
medium_variant,704,2063,1251.274
medium_variant,704,2064,1263.781
medium_variant,704,2065,1275.826
medium_variant,704,2066,1287.427
medium_variant,704,2067,1298.562
medium_variant,704,2068,1309.189
medium_variant,704,2069,1319.251
medium_variant,704,2070,1328.703
medium_variant,704,2071,1337.502
medium_variant,704,2072,1345.59
medium_variant,704,2073,1352.891
medium_variant,704,2074,1359.326
medium_variant,704,2075,1364.83
medium_variant,704,2076,1369.361
medium_variant,704,2077,1372.899
medium_variant,704,2078,1375.41
medium_variant,704,2079,1376.843
medium_variant,704,2080,1377.1
medium_variant,704,2081,1376.082
medium_variant,704,2082,1373.795
medium_variant,704,2083,1370.298
medium_variant,704,2084,1365.679
medium_variant,704,2085,1360.017
medium_variant,704,2086,1353.391
medium_variant,704,2087,1345.971
medium_variant,704,2088,1337.966
medium_variant,704,2089,1329.587
medium_variant,704,2090,1321.025
medium_variant,704,2091,1312.432
medium_variant,704,2092,1303.92
medium_variant,704,2093,1295.571
medium_variant,704,2094,1287.438
medium_variant,704,2095,1279.556
medium_variant,704,2096,1271.952
medium_variant,704,2097,1264.627
medium_variant,704,2098,1257.584
medium_variant,704,2099,1250.821
