variant,country,year,totaldeaths
estimates,840,1950,1543.186
estimates,840,1951,1551.634
estimates,840,1952,1569.155
estimates,840,1953,1587.924
estimates,840,1954,1607.941
estimates,840,1955,1629.222
estimates,840,1956,1651.8
estimates,840,1957,1675.658
estimates,840,1958,1700.798
estimates,840,1959,1727.262
estimates,840,1960,1755.025
estimates,840,1961,1783.966
estimates,840,1962,1813.804
estimates,840,1963,1844.021
estimates,840,1964,1873.883
estimates,840,1965,1902.539
estimates,840,1966,1929.173
estimates,840,1967,1953.135
estimates,840,1968,1973.831
estimates,840,1969,1990.762
estimates,840,1970,2003.006
estimates,840,1971,2009.754
estimates,840,1972,2011.483
estimates,840,1973,2009.278
estimates,840,1974,2004.427
estimates,840,1975,1998.858
estimates,840,1976,1994.702
estimates,840,1977,1993.708
estimates,840,1978,1997.205
estimates,840,1979,2005.947
estimates,840,1980,2020.339
estimates,840,1981,2040.127
estimates,840,1982,2063.729
estimates,840,1983,2089.487
estimates,840,1984,2116.314
estimates,840,1985,2142.915
estimates,840,1986,2168.131
estimates,840,1987,2191.458
estimates,840,1988,2212.617
estimates,840,1989,2231.427
estimates,840,1990,2248.099
estimates,840,1991,2263.234
estimates,840,1992,2277.83
estimates,840,1993,2292.72
estimates,840,1994,2308.276
estimates,840,1995,2325.004
estimates,840,1996,2343.266
estimates,840,1997,2362.698
estimates,840,1998,2382.673
estimates,840,1999,2402.554
estimates,840,2000,2420.842
estimates,840,2001,2435.78
estimates,840,2002,2446.588
estimates,840,2003,2453.293
estimates,840,2004,2456.619
estimates,840,2005,2458.289
estimates,840,2006,2460.622
estimates,840,2007,2465.899
estimates,840,2008,2475.784
estimates,840,2009,2490.947
estimates,840,2010,2511.346
estimates,840,2011,2536.125
estimates,840,2012,2563.449
estimates,840,2013,2591.75
estimates,840,2014,2620.336
estimates,840,2015,2648.661
medium_variant,840,2015,2648.661
medium_variant,840,2016,2676.503
medium_variant,840,2017,2704.254
medium_variant,840,2018,2732.314
medium_variant,840,2019,2760.84
medium_variant,840,2020,2790.044
medium_variant,840,2021,2820.177
medium_variant,840,2022,2851.555
medium_variant,840,2023,2884.488
medium_variant,840,2024,2919.22
medium_variant,840,2025,2956.026
medium_variant,840,2026,2995.108
medium_variant,840,2027,3036.39
medium_variant,840,2028,3079.72
medium_variant,840,2029,3124.962
medium_variant,840,2030,3172.061
medium_variant,840,2031,3220.965
medium_variant,840,2032,3271.364
medium_variant,840,2033,3322.807
medium_variant,840,2034,3374.801
medium_variant,840,2035,3426.972
medium_variant,840,2036,3479.056
medium_variant,840,2037,3530.721
medium_variant,840,2038,3581.49
medium_variant,840,2039,3630.777
medium_variant,840,2040,3678.063
medium_variant,840,2041,3722.978
medium_variant,840,2042,3765.33
medium_variant,840,2043,3804.881
medium_variant,840,2044,3841.298
medium_variant,840,2045,3874.3
medium_variant,840,2046,3903.744
medium_variant,840,2047,3929.737
medium_variant,840,2048,3952.391
medium_variant,840,2049,3971.721
medium_variant,840,2050,3987.6
medium_variant,840,2051,3999.885
medium_variant,840,2052,4008.735
medium_variant,840,2053,4014.493
medium_variant,840,2054,4017.593
medium_variant,840,2055,4018.372
medium_variant,840,2056,4017.111
medium_variant,840,2057,4014.296
medium_variant,840,2058,4010.58
medium_variant,840,2059,4006.68
medium_variant,840,2060,4003.163
medium_variant,840,2061,4000.4
medium_variant,840,2062,3998.667
medium_variant,840,2063,3998.383
medium_variant,840,2064,4000.133
medium_variant,840,2065,4004.564
medium_variant,840,2066,4012.189
medium_variant,840,2067,4023.089
medium_variant,840,2068,4037.231
medium_variant,840,2069,4054.594
medium_variant,840,2070,4075.152
medium_variant,840,2071,4098.77
medium_variant,840,2072,4124.92
medium_variant,840,2073,4152.962
medium_variant,840,2074,4182.327
medium_variant,840,2075,4212.61
medium_variant,840,2076,4243.56
medium_variant,840,2077,4274.874
medium_variant,840,2078,4306.074
medium_variant,840,2079,4336.523
medium_variant,840,2080,4365.638
medium_variant,840,2081,4392.986
medium_variant,840,2082,4418.323
medium_variant,840,2083,4441.365
medium_variant,840,2084,4461.74
medium_variant,840,2085,4478.996
medium_variant,840,2086,4492.794
medium_variant,840,2087,4503.287
medium_variant,840,2088,4510.792
medium_variant,840,2089,4515.622
medium_variant,840,2090,4518.254
medium_variant,840,2091,4519.231
medium_variant,840,2092,4519.053
medium_variant,840,2093,4518.165
medium_variant,840,2094,4516.928
medium_variant,840,2095,4515.557
medium_variant,840,2096,4514.176
medium_variant,840,2097,4512.849
medium_variant,840,2098,4511.594
medium_variant,840,2099,4510.409
