variant,country,year,totaldeaths
estimates,158,1950,91.829
estimates,158,1951,90.025
estimates,158,1952,86.646
estimates,158,1953,83.722
estimates,158,1954,81.252
estimates,158,1955,79.235
estimates,158,1956,77.662
estimates,158,1957,76.516
estimates,158,1958,75.765
estimates,158,1959,75.361
estimates,158,1960,75.238
estimates,158,1961,75.322
estimates,158,1962,75.524
estimates,158,1963,75.758
estimates,158,1964,75.954
estimates,158,1965,76.03
estimates,158,1966,75.928
estimates,158,1967,75.673
estimates,158,1968,75.316
estimates,158,1969,74.899
estimates,158,1970,74.49
estimates,158,1971,74.166
estimates,158,1972,74.019
estimates,158,1973,74.131
estimates,158,1974,74.56
estimates,158,1975,75.38
estimates,158,1976,76.641
estimates,158,1977,78.305
estimates,158,1978,80.31
estimates,158,1979,82.591
estimates,158,1980,85.049
estimates,158,1981,87.572
estimates,158,1982,90.063
estimates,158,1983,92.453
estimates,158,1984,94.706
estimates,158,1985,96.821
estimates,158,1986,98.84
estimates,158,1987,100.849
estimates,158,1988,102.919
estimates,158,1989,105.076
estimates,158,1990,107.368
estimates,158,1991,109.837
estimates,158,1992,112.457
estimates,158,1993,115.17
estimates,158,1994,117.908
estimates,158,1995,120.525
estimates,158,1996,122.85
estimates,158,1997,124.796
estimates,158,1998,126.344
estimates,158,1999,127.541
estimates,158,2000,128.514
estimates,158,2001,129.447
estimates,158,2002,130.542
estimates,158,2003,131.961
estimates,158,2004,133.778
estimates,158,2005,136.018
estimates,158,2006,138.643
estimates,158,2007,141.524
estimates,158,2008,144.546
estimates,158,2009,147.657
estimates,158,2010,150.822
estimates,158,2011,154.024
estimates,158,2012,157.268
estimates,158,2013,160.549
estimates,158,2014,163.849
estimates,158,2015,167.143
medium_variant,158,2015,167.143
medium_variant,158,2016,170.415
medium_variant,158,2017,173.663
medium_variant,158,2018,176.894
medium_variant,158,2019,180.109
medium_variant,158,2020,183.316
medium_variant,158,2021,186.523
medium_variant,158,2022,189.75
medium_variant,158,2023,193.021
medium_variant,158,2024,196.352
medium_variant,158,2025,199.752
medium_variant,158,2026,203.221
medium_variant,158,2027,206.764
medium_variant,158,2028,210.394
medium_variant,158,2029,214.137
medium_variant,158,2030,218.027
medium_variant,158,2031,222.098
medium_variant,158,2032,226.367
medium_variant,158,2033,230.845
medium_variant,158,2034,235.534
medium_variant,158,2035,240.445
medium_variant,158,2036,245.583
medium_variant,158,2037,250.914
medium_variant,158,2038,256.39
medium_variant,158,2039,261.957
medium_variant,158,2040,267.577
medium_variant,158,2041,273.216
medium_variant,158,2042,278.83
medium_variant,158,2043,284.357
medium_variant,158,2044,289.724
medium_variant,158,2045,294.871
medium_variant,158,2046,299.753
medium_variant,158,2047,304.348
medium_variant,158,2048,308.623
medium_variant,158,2049,312.532
medium_variant,158,2050,316.027
medium_variant,158,2051,319.074
medium_variant,158,2052,321.681
medium_variant,158,2053,323.864
medium_variant,158,2054,325.636
medium_variant,158,2055,327.007
medium_variant,158,2056,327.997
medium_variant,158,2057,328.648
medium_variant,158,2058,329.009
medium_variant,158,2059,329.126
medium_variant,158,2060,329.037
medium_variant,158,2061,328.774
medium_variant,158,2062,328.351
medium_variant,158,2063,327.786
medium_variant,158,2064,327.103
medium_variant,158,2065,326.327
medium_variant,158,2066,325.47
medium_variant,158,2067,324.522
medium_variant,158,2068,323.469
medium_variant,158,2069,322.301
medium_variant,158,2070,321.01
medium_variant,158,2071,319.587
medium_variant,158,2072,318.012
medium_variant,158,2073,316.259
medium_variant,158,2074,314.303
medium_variant,158,2075,312.105
medium_variant,158,2076,309.627
medium_variant,158,2077,306.859
medium_variant,158,2078,303.81
medium_variant,158,2079,300.495
medium_variant,158,2080,296.934
medium_variant,158,2081,293.155
medium_variant,158,2082,289.208
medium_variant,158,2083,285.152
medium_variant,158,2084,281.037
medium_variant,158,2085,276.914
medium_variant,158,2086,272.827
medium_variant,158,2087,268.785
medium_variant,158,2088,264.792
medium_variant,158,2089,260.857
medium_variant,158,2090,256.971
medium_variant,158,2091,253.115
medium_variant,158,2092,249.264
medium_variant,158,2093,245.396
medium_variant,158,2094,241.49
medium_variant,158,2095,237.533
medium_variant,158,2096,233.519
medium_variant,158,2097,229.445
medium_variant,158,2098,225.308
medium_variant,158,2099,221.108
