variant,country,year,totaldeaths
estimates,124,1950,121.18
estimates,124,1951,122.214
estimates,124,1952,124.275
estimates,124,1953,126.321
estimates,124,1954,128.352
estimates,124,1955,130.367
estimates,124,1956,132.36
estimates,124,1957,134.327
estimates,124,1958,136.259
estimates,124,1959,138.138
estimates,124,1960,139.945
estimates,124,1961,141.666
estimates,124,1962,143.292
estimates,124,1963,144.83
estimates,124,1964,146.307
estimates,124,1965,147.783
estimates,124,1966,149.333
estimates,124,1967,151.005
estimates,124,1968,152.818
estimates,124,1969,154.761
estimates,124,1970,156.786
estimates,124,1971,158.82
estimates,124,1972,160.78
estimates,124,1973,162.603
estimates,124,1974,164.267
estimates,124,1975,165.747
estimates,124,1976,167.038
estimates,124,1977,168.199
estimates,124,1978,169.303
estimates,124,1979,170.414
estimates,124,1980,171.618
estimates,124,1981,173
estimates,124,1982,174.61
estimates,124,1983,176.478
estimates,124,1984,178.619
estimates,124,1985,181.023
estimates,124,1986,183.65
estimates,124,1987,186.426
estimates,124,1988,189.286
estimates,124,1989,192.198
estimates,124,1990,195.163
estimates,124,1991,198.21
estimates,124,1992,201.353
estimates,124,1993,204.571
estimates,124,1994,207.811
estimates,124,1995,210.973
estimates,124,1996,213.943
estimates,124,1997,216.654
estimates,124,1998,219.077
estimates,124,1999,221.225
estimates,124,2000,223.141
estimates,124,2001,224.898
estimates,124,2002,226.62
estimates,124,2003,228.425
estimates,124,2004,230.391
estimates,124,2005,232.586
estimates,124,2006,235.047
estimates,124,2007,237.758
estimates,124,2008,240.698
estimates,124,2009,243.867
estimates,124,2010,247.261
estimates,124,2011,250.87
estimates,124,2012,254.656
estimates,124,2013,258.578
estimates,124,2014,262.604
estimates,124,2015,266.684
medium_variant,124,2015,266.684
medium_variant,124,2016,270.772
medium_variant,124,2017,274.858
medium_variant,124,2018,278.945
medium_variant,124,2019,283.051
medium_variant,124,2020,287.194
medium_variant,124,2021,291.406
medium_variant,124,2022,295.745
medium_variant,124,2023,300.273
medium_variant,124,2024,305.042
medium_variant,124,2025,310.11
medium_variant,124,2026,315.519
medium_variant,124,2027,321.278
medium_variant,124,2028,327.386
medium_variant,124,2029,333.847
medium_variant,124,2030,340.673
medium_variant,124,2031,347.872
medium_variant,124,2032,355.402
medium_variant,124,2033,363.198
medium_variant,124,2034,371.192
medium_variant,124,2035,379.331
medium_variant,124,2036,387.573
medium_variant,124,2037,395.859
medium_variant,124,2038,404.104
medium_variant,124,2039,412.215
medium_variant,124,2040,420.115
medium_variant,124,2041,427.755
medium_variant,124,2042,435.101
medium_variant,124,2043,442.105
medium_variant,124,2044,448.698
medium_variant,124,2045,454.824
medium_variant,124,2046,460.45
medium_variant,124,2047,465.571
medium_variant,124,2048,470.174
medium_variant,124,2049,474.227
medium_variant,124,2050,477.68
medium_variant,124,2051,480.487
medium_variant,124,2052,482.657
medium_variant,124,2053,484.224
medium_variant,124,2054,485.23
medium_variant,124,2055,485.702
medium_variant,124,2056,485.663
medium_variant,124,2057,485.194
medium_variant,124,2058,484.408
medium_variant,124,2059,483.427
medium_variant,124,2060,482.356
medium_variant,124,2061,481.272
medium_variant,124,2062,480.245
medium_variant,124,2063,479.369
medium_variant,124,2064,478.757
medium_variant,124,2065,478.539
medium_variant,124,2066,478.823
medium_variant,124,2067,479.617
medium_variant,124,2068,480.897
medium_variant,124,2069,482.64
medium_variant,124,2070,484.798
medium_variant,124,2071,487.296
medium_variant,124,2072,490.012
medium_variant,124,2073,492.82
medium_variant,124,2074,495.629
medium_variant,124,2075,498.379
medium_variant,124,2076,501.052
medium_variant,124,2077,503.652
medium_variant,124,2078,506.157
medium_variant,124,2079,508.509
medium_variant,124,2080,510.64
medium_variant,124,2081,512.493
medium_variant,124,2082,514.041
medium_variant,124,2083,515.262
medium_variant,124,2084,516.14
medium_variant,124,2085,516.653
medium_variant,124,2086,516.797
medium_variant,124,2087,516.616
medium_variant,124,2088,516.166
medium_variant,124,2089,515.495
medium_variant,124,2090,514.657
medium_variant,124,2091,513.704
medium_variant,124,2092,512.68
medium_variant,124,2093,511.619
medium_variant,124,2094,510.547
medium_variant,124,2095,509.483
medium_variant,124,2096,508.436
medium_variant,124,2097,507.409
medium_variant,124,2098,506.404
medium_variant,124,2099,505.42
