variant,country,year,totaldeaths
estimates,422,1950,18.355
estimates,422,1951,18.367
estimates,422,1952,18.397
estimates,422,1953,18.437
estimates,422,1954,18.488
estimates,422,1955,18.549
estimates,422,1956,18.618
estimates,422,1957,18.695
estimates,422,1958,18.777
estimates,422,1959,18.858
estimates,422,1960,18.933
estimates,422,1961,18.996
estimates,422,1962,19.041
estimates,422,1963,19.064
estimates,422,1964,19.065
estimates,422,1965,19.044
estimates,422,1966,19.004
estimates,422,1967,18.953
estimates,422,1968,18.898
estimates,422,1969,18.846
estimates,422,1970,18.802
estimates,422,1971,18.773
estimates,422,1972,18.759
estimates,422,1973,18.76
estimates,422,1974,18.775
estimates,422,1975,18.804
estimates,422,1976,18.843
estimates,422,1977,18.887
estimates,422,1978,18.93
estimates,422,1979,18.969
estimates,422,1980,18.996
estimates,422,1981,19.008
estimates,422,1982,19.004
estimates,422,1983,18.985
estimates,422,1984,18.955
estimates,422,1985,18.919
estimates,422,1986,18.886
estimates,422,1987,18.864
estimates,422,1988,18.855
estimates,422,1989,18.857
estimates,422,1990,18.862
estimates,422,1991,18.858
estimates,422,1992,18.836
estimates,422,1993,18.791
estimates,422,1994,18.725
estimates,422,1995,18.645
estimates,422,1996,18.561
estimates,422,1997,18.487
estimates,422,1998,18.435
estimates,422,1999,18.415
estimates,422,2000,18.422
estimates,422,2001,18.448
estimates,422,2002,18.489
estimates,422,2003,18.551
estimates,422,2004,18.647
estimates,422,2005,18.804
estimates,422,2006,19.053
estimates,422,2007,19.413
estimates,422,2008,19.894
estimates,422,2009,20.495
estimates,422,2010,21.211
estimates,422,2011,22.033
estimates,422,2012,22.928
estimates,422,2013,23.86
estimates,422,2014,24.799
estimates,422,2015,25.712
medium_variant,422,2015,25.712
medium_variant,422,2016,26.57
medium_variant,422,2017,27.364
medium_variant,422,2018,28.085
medium_variant,422,2019,28.725
medium_variant,422,2020,29.283
medium_variant,422,2021,29.763
medium_variant,422,2022,30.189
medium_variant,422,2023,30.58
medium_variant,422,2024,30.952
medium_variant,422,2025,31.313
medium_variant,422,2026,31.673
medium_variant,422,2027,32.033
medium_variant,422,2028,32.401
medium_variant,422,2029,32.785
medium_variant,422,2030,33.194
medium_variant,422,2031,33.634
medium_variant,422,2032,34.104
medium_variant,422,2033,34.605
medium_variant,422,2034,35.141
medium_variant,422,2035,35.713
medium_variant,422,2036,36.321
medium_variant,422,2037,36.962
medium_variant,422,2038,37.634
medium_variant,422,2039,38.334
medium_variant,422,2040,39.064
medium_variant,422,2041,39.824
medium_variant,422,2042,40.615
medium_variant,422,2043,41.432
medium_variant,422,2044,42.272
medium_variant,422,2045,43.13
medium_variant,422,2046,44.003
medium_variant,422,2047,44.888
medium_variant,422,2048,45.777
medium_variant,422,2049,46.665
medium_variant,422,2050,47.546
medium_variant,422,2051,48.416
medium_variant,422,2052,49.274
medium_variant,422,2053,50.119
medium_variant,422,2054,50.95
medium_variant,422,2055,51.768
medium_variant,422,2056,52.572
medium_variant,422,2057,53.366
medium_variant,422,2058,54.155
medium_variant,422,2059,54.942
medium_variant,422,2060,55.732
medium_variant,422,2061,56.528
medium_variant,422,2062,57.332
medium_variant,422,2063,58.147
medium_variant,422,2064,58.974
medium_variant,422,2065,59.82
medium_variant,422,2066,60.693
medium_variant,422,2067,61.588
medium_variant,422,2068,62.501
medium_variant,422,2069,63.422
medium_variant,422,2070,64.341
medium_variant,422,2071,65.25
medium_variant,422,2072,66.135
medium_variant,422,2073,66.98
medium_variant,422,2074,67.767
medium_variant,422,2075,68.484
medium_variant,422,2076,69.122
medium_variant,422,2077,69.678
medium_variant,422,2078,70.144
medium_variant,422,2079,70.507
medium_variant,422,2080,70.756
medium_variant,422,2081,70.879
medium_variant,422,2082,70.875
medium_variant,422,2083,70.746
medium_variant,422,2084,70.49
medium_variant,422,2085,70.108
medium_variant,422,2086,69.601
medium_variant,422,2087,68.98
medium_variant,422,2088,68.258
medium_variant,422,2089,67.45
medium_variant,422,2090,66.571
medium_variant,422,2091,65.633
medium_variant,422,2092,64.646
medium_variant,422,2093,63.62
medium_variant,422,2094,62.56
medium_variant,422,2095,61.47
medium_variant,422,2096,60.353
medium_variant,422,2097,59.209
medium_variant,422,2098,58.039
medium_variant,422,2099,56.843
