variant,country,year,totaldeaths
estimates,64,1950,5.724
estimates,64,1951,5.753
estimates,64,1952,5.813
estimates,64,1953,5.878
estimates,64,1954,5.948
estimates,64,1955,6.024
estimates,64,1956,6.105
estimates,64,1957,6.19
estimates,64,1958,6.278
estimates,64,1959,6.369
estimates,64,1960,6.459
estimates,64,1961,6.548
estimates,64,1962,6.633
estimates,64,1963,6.713
estimates,64,1964,6.786
estimates,64,1965,6.854
estimates,64,1966,6.916
estimates,64,1967,6.974
estimates,64,1968,7.032
estimates,64,1969,7.088
estimates,64,1970,7.147
estimates,64,1971,7.209
estimates,64,1972,7.276
estimates,64,1973,7.345
estimates,64,1974,7.413
estimates,64,1975,7.475
estimates,64,1976,7.524
estimates,64,1977,7.556
estimates,64,1978,7.568
estimates,64,1979,7.561
estimates,64,1980,7.54
estimates,64,1981,7.513
estimates,64,1982,7.486
estimates,64,1983,7.463
estimates,64,1984,7.44
estimates,64,1985,7.408
estimates,64,1986,7.355
estimates,64,1987,7.27
estimates,64,1988,7.149
estimates,64,1989,6.99
estimates,64,1990,6.798
estimates,64,1991,6.581
estimates,64,1992,6.35
estimates,64,1993,6.119
estimates,64,1994,5.895
estimates,64,1995,5.686
estimates,64,1996,5.495
estimates,64,1997,5.321
estimates,64,1998,5.162
estimates,64,1999,5.022
estimates,64,2000,4.9
estimates,64,2001,4.797
estimates,64,2002,4.71
estimates,64,2003,4.637
estimates,64,2004,4.578
estimates,64,2005,4.534
estimates,64,2006,4.506
estimates,64,2007,4.495
estimates,64,2008,4.498
estimates,64,2009,4.514
estimates,64,2010,4.541
estimates,64,2011,4.576
estimates,64,2012,4.617
estimates,64,2013,4.66
estimates,64,2014,4.705
estimates,64,2015,4.751
medium_variant,64,2015,4.751
medium_variant,64,2016,4.799
medium_variant,64,2017,4.848
medium_variant,64,2018,4.902
medium_variant,64,2019,4.961
medium_variant,64,2020,5.024
medium_variant,64,2021,5.091
medium_variant,64,2022,5.163
medium_variant,64,2023,5.239
medium_variant,64,2024,5.319
medium_variant,64,2025,5.404
medium_variant,64,2026,5.494
medium_variant,64,2027,5.588
medium_variant,64,2028,5.687
medium_variant,64,2029,5.791
medium_variant,64,2030,5.898
medium_variant,64,2031,6.01
medium_variant,64,2032,6.126
medium_variant,64,2033,6.245
medium_variant,64,2034,6.367
medium_variant,64,2035,6.493
medium_variant,64,2036,6.622
medium_variant,64,2037,6.756
medium_variant,64,2038,6.892
medium_variant,64,2039,7.033
medium_variant,64,2040,7.177
medium_variant,64,2041,7.326
medium_variant,64,2042,7.479
medium_variant,64,2043,7.635
medium_variant,64,2044,7.794
medium_variant,64,2045,7.957
medium_variant,64,2046,8.123
medium_variant,64,2047,8.292
medium_variant,64,2048,8.463
medium_variant,64,2049,8.636
medium_variant,64,2050,8.81
medium_variant,64,2051,8.987
medium_variant,64,2052,9.165
medium_variant,64,2053,9.345
medium_variant,64,2054,9.525
medium_variant,64,2055,9.706
medium_variant,64,2056,9.887
medium_variant,64,2057,10.068
medium_variant,64,2058,10.248
medium_variant,64,2059,10.426
medium_variant,64,2060,10.602
medium_variant,64,2061,10.776
medium_variant,64,2062,10.949
medium_variant,64,2063,11.12
medium_variant,64,2064,11.287
medium_variant,64,2065,11.45
medium_variant,64,2066,11.606
medium_variant,64,2067,11.755
medium_variant,64,2068,11.896
medium_variant,64,2069,12.027
medium_variant,64,2070,12.148
medium_variant,64,2071,12.26
medium_variant,64,2072,12.361
medium_variant,64,2073,12.454
medium_variant,64,2074,12.537
medium_variant,64,2075,12.61
medium_variant,64,2076,12.672
medium_variant,64,2077,12.724
medium_variant,64,2078,12.765
medium_variant,64,2079,12.794
medium_variant,64,2080,12.813
medium_variant,64,2081,12.821
medium_variant,64,2082,12.819
medium_variant,64,2083,12.807
medium_variant,64,2084,12.787
medium_variant,64,2085,12.759
medium_variant,64,2086,12.723
medium_variant,64,2087,12.681
medium_variant,64,2088,12.634
medium_variant,64,2089,12.582
medium_variant,64,2090,12.527
medium_variant,64,2091,12.469
medium_variant,64,2092,12.409
medium_variant,64,2093,12.348
medium_variant,64,2094,12.286
medium_variant,64,2095,12.222
medium_variant,64,2096,12.158
medium_variant,64,2097,12.093
medium_variant,64,2098,12.026
medium_variant,64,2099,11.959
