variant,country,year,totaldeaths
estimates,178,1950,18.377
estimates,178,1951,18.315
estimates,178,1952,18.2
estimates,178,1953,18.097
estimates,178,1954,18.008
estimates,178,1955,17.932
estimates,178,1956,17.87
estimates,178,1957,17.822
estimates,178,1958,17.791
estimates,178,1959,17.778
estimates,178,1960,17.787
estimates,178,1961,17.821
estimates,178,1962,17.882
estimates,178,1963,17.975
estimates,178,1964,18.101
estimates,178,1965,18.263
estimates,178,1966,18.461
estimates,178,1967,18.694
estimates,178,1968,18.958
estimates,178,1969,19.248
estimates,178,1970,19.562
estimates,178,1971,19.898
estimates,178,1972,20.249
estimates,178,1973,20.612
estimates,178,1974,20.981
estimates,178,1975,21.346
estimates,178,1976,21.698
estimates,178,1977,22.036
estimates,178,1978,22.363
estimates,178,1979,22.687
estimates,178,1980,23.01
estimates,178,1981,23.339
estimates,178,1982,23.687
estimates,178,1983,24.074
estimates,178,1984,24.518
estimates,178,1985,25.037
estimates,178,1986,25.643
estimates,178,1987,26.346
estimates,178,1988,27.159
estimates,178,1989,28.096
estimates,178,1990,29.195
estimates,178,1991,30.494
estimates,178,1992,31.99
estimates,178,1993,33.657
estimates,178,1994,35.456
estimates,178,1995,37.355
estimates,178,1996,39.32
estimates,178,1997,41.282
estimates,178,1998,43.151
estimates,178,1999,44.832
estimates,178,2000,46.196
estimates,178,2001,47.118
estimates,178,2002,47.565
estimates,178,2003,47.542
estimates,178,2004,47.08
estimates,178,2005,46.245
estimates,178,2006,45.141
estimates,178,2007,43.913
estimates,178,2008,42.693
estimates,178,2009,41.569
estimates,178,2010,40.604
estimates,178,2011,39.82
estimates,178,2012,39.177
estimates,178,2013,38.648
estimates,178,2014,38.238
estimates,178,2015,37.951
medium_variant,178,2015,37.951
medium_variant,178,2016,37.785
medium_variant,178,2017,37.727
medium_variant,178,2018,37.761
medium_variant,178,2019,37.876
medium_variant,178,2020,38.062
medium_variant,178,2021,38.31
medium_variant,178,2022,38.614
medium_variant,178,2023,38.966
medium_variant,178,2024,39.356
medium_variant,178,2025,39.776
medium_variant,178,2026,40.223
medium_variant,178,2027,40.696
medium_variant,178,2028,41.196
medium_variant,178,2029,41.721
medium_variant,178,2030,42.27
medium_variant,178,2031,42.842
medium_variant,178,2032,43.439
medium_variant,178,2033,44.066
medium_variant,178,2034,44.724
medium_variant,178,2035,45.418
medium_variant,178,2036,46.15
medium_variant,178,2037,46.922
medium_variant,178,2038,47.738
medium_variant,178,2039,48.596
medium_variant,178,2040,49.501
medium_variant,178,2041,50.452
medium_variant,178,2042,51.447
medium_variant,178,2043,52.481
medium_variant,178,2044,53.551
medium_variant,178,2045,54.651
medium_variant,178,2046,55.774
medium_variant,178,2047,56.918
medium_variant,178,2048,58.076
medium_variant,178,2049,59.246
medium_variant,178,2050,60.422
medium_variant,178,2051,61.605
medium_variant,178,2052,62.796
medium_variant,178,2053,63.997
medium_variant,178,2054,65.209
medium_variant,178,2055,66.433
medium_variant,178,2056,67.669
medium_variant,178,2057,68.92
medium_variant,178,2058,70.186
medium_variant,178,2059,71.47
medium_variant,178,2060,72.772
medium_variant,178,2061,74.088
medium_variant,178,2062,75.42
medium_variant,178,2063,76.771
medium_variant,178,2064,78.145
medium_variant,178,2065,79.547
medium_variant,178,2066,80.982
medium_variant,178,2067,82.454
medium_variant,178,2068,83.971
medium_variant,178,2069,85.54
medium_variant,178,2070,87.167
medium_variant,178,2071,88.855
medium_variant,178,2072,90.606
medium_variant,178,2073,92.42
medium_variant,178,2074,94.301
medium_variant,178,2075,96.252
medium_variant,178,2076,98.275
medium_variant,178,2077,100.367
medium_variant,178,2078,102.527
medium_variant,178,2079,104.756
medium_variant,178,2080,107.053
medium_variant,178,2081,109.421
medium_variant,178,2082,111.857
medium_variant,178,2083,114.357
medium_variant,178,2084,116.917
medium_variant,178,2085,119.533
medium_variant,178,2086,122.201
medium_variant,178,2087,124.918
medium_variant,178,2088,127.675
medium_variant,178,2089,130.464
medium_variant,178,2090,133.276
medium_variant,178,2091,136.104
medium_variant,178,2092,138.943
medium_variant,178,2093,141.788
medium_variant,178,2094,144.637
medium_variant,178,2095,147.488
medium_variant,178,2096,150.339
medium_variant,178,2097,153.191
medium_variant,178,2098,156.043
medium_variant,178,2099,158.896
