variant,country,year,totaldeaths
estimates,308,1950,1.164
estimates,308,1951,1.162
estimates,308,1952,1.157
estimates,308,1953,1.152
estimates,308,1954,1.146
estimates,308,1955,1.139
estimates,308,1956,1.131
estimates,308,1957,1.122
estimates,308,1958,1.112
estimates,308,1959,1.1
estimates,308,1960,1.085
estimates,308,1961,1.068
estimates,308,1962,1.047
estimates,308,1963,1.024
estimates,308,1964,0.998
estimates,308,1965,0.971
estimates,308,1966,0.943
estimates,308,1967,0.918
estimates,308,1968,0.894
estimates,308,1969,0.874
estimates,308,1970,0.858
estimates,308,1971,0.845
estimates,308,1972,0.836
estimates,308,1973,0.829
estimates,308,1974,0.825
estimates,308,1975,0.822
estimates,308,1976,0.822
estimates,308,1977,0.822
estimates,308,1978,0.824
estimates,308,1979,0.826
estimates,308,1980,0.828
estimates,308,1981,0.829
estimates,308,1982,0.829
estimates,308,1983,0.828
estimates,308,1984,0.826
estimates,308,1985,0.825
estimates,308,1986,0.824
estimates,308,1987,0.825
estimates,308,1988,0.828
estimates,308,1989,0.833
estimates,308,1990,0.839
estimates,308,1991,0.845
estimates,308,1992,0.85
estimates,308,1993,0.853
estimates,308,1994,0.853
estimates,308,1995,0.85
estimates,308,1996,0.847
estimates,308,1997,0.843
estimates,308,1998,0.839
estimates,308,1999,0.836
estimates,308,2000,0.833
estimates,308,2001,0.831
estimates,308,2002,0.829
estimates,308,2003,0.826
estimates,308,2004,0.822
estimates,308,2005,0.817
estimates,308,2006,0.81
estimates,308,2007,0.803
estimates,308,2008,0.795
estimates,308,2009,0.787
estimates,308,2010,0.78
estimates,308,2011,0.773
estimates,308,2012,0.768
estimates,308,2013,0.764
estimates,308,2014,0.762
estimates,308,2015,0.762
medium_variant,308,2015,0.762
medium_variant,308,2016,0.763
medium_variant,308,2017,0.766
medium_variant,308,2018,0.768
medium_variant,308,2019,0.772
medium_variant,308,2020,0.775
medium_variant,308,2021,0.779
medium_variant,308,2022,0.784
medium_variant,308,2023,0.789
medium_variant,308,2024,0.795
medium_variant,308,2025,0.802
medium_variant,308,2026,0.809
medium_variant,308,2027,0.818
medium_variant,308,2028,0.827
medium_variant,308,2029,0.837
medium_variant,308,2030,0.848
medium_variant,308,2031,0.859
medium_variant,308,2032,0.871
medium_variant,308,2033,0.884
medium_variant,308,2034,0.897
medium_variant,308,2035,0.91
medium_variant,308,2036,0.924
medium_variant,308,2037,0.938
medium_variant,308,2038,0.952
medium_variant,308,2039,0.967
medium_variant,308,2040,0.981
medium_variant,308,2041,0.996
medium_variant,308,2042,1.01
medium_variant,308,2043,1.024
medium_variant,308,2044,1.038
medium_variant,308,2045,1.052
medium_variant,308,2046,1.065
medium_variant,308,2047,1.078
medium_variant,308,2048,1.09
medium_variant,308,2049,1.102
medium_variant,308,2050,1.114
medium_variant,308,2051,1.126
medium_variant,308,2052,1.138
medium_variant,308,2053,1.15
medium_variant,308,2054,1.162
medium_variant,308,2055,1.174
medium_variant,308,2056,1.186
medium_variant,308,2057,1.199
medium_variant,308,2058,1.212
medium_variant,308,2059,1.224
medium_variant,308,2060,1.238
medium_variant,308,2061,1.251
medium_variant,308,2062,1.265
medium_variant,308,2063,1.279
medium_variant,308,2064,1.293
medium_variant,308,2065,1.307
medium_variant,308,2066,1.32
medium_variant,308,2067,1.333
medium_variant,308,2068,1.346
medium_variant,308,2069,1.357
medium_variant,308,2070,1.366
medium_variant,308,2071,1.374
medium_variant,308,2072,1.38
medium_variant,308,2073,1.384
medium_variant,308,2074,1.386
medium_variant,308,2075,1.386
medium_variant,308,2076,1.383
medium_variant,308,2077,1.378
medium_variant,308,2078,1.371
medium_variant,308,2079,1.362
medium_variant,308,2080,1.352
medium_variant,308,2081,1.34
medium_variant,308,2082,1.327
medium_variant,308,2083,1.313
medium_variant,308,2084,1.298
medium_variant,308,2085,1.283
medium_variant,308,2086,1.268
medium_variant,308,2087,1.254
medium_variant,308,2088,1.24
medium_variant,308,2089,1.227
medium_variant,308,2090,1.215
medium_variant,308,2091,1.204
medium_variant,308,2092,1.194
medium_variant,308,2093,1.185
medium_variant,308,2094,1.177
medium_variant,308,2095,1.17
medium_variant,308,2096,1.164
medium_variant,308,2097,1.159
medium_variant,308,2098,1.155
medium_variant,308,2099,1.152
