variant,country,year,totaldeaths
estimates,583,1950,0.484
estimates,583,1951,0.487
estimates,583,1952,0.493
estimates,583,1953,0.498
estimates,583,1954,0.503
estimates,583,1955,0.507
estimates,583,1956,0.511
estimates,583,1957,0.514
estimates,583,1958,0.517
estimates,583,1959,0.52
estimates,583,1960,0.523
estimates,583,1961,0.525
estimates,583,1962,0.528
estimates,583,1963,0.532
estimates,583,1964,0.535
estimates,583,1965,0.539
estimates,583,1966,0.542
estimates,583,1967,0.545
estimates,583,1968,0.547
estimates,583,1969,0.549
estimates,583,1970,0.549
estimates,583,1971,0.547
estimates,583,1972,0.545
estimates,583,1973,0.541
estimates,583,1974,0.537
estimates,583,1975,0.533
estimates,583,1976,0.531
estimates,583,1977,0.531
estimates,583,1978,0.533
estimates,583,1979,0.538
estimates,583,1980,0.545
estimates,583,1981,0.554
estimates,583,1982,0.564
estimates,583,1983,0.573
estimates,583,1984,0.582
estimates,583,1985,0.591
estimates,583,1986,0.599
estimates,583,1987,0.608
estimates,583,1988,0.616
estimates,583,1989,0.625
estimates,583,1990,0.634
estimates,583,1991,0.642
estimates,583,1992,0.65
estimates,583,1993,0.657
estimates,583,1994,0.663
estimates,583,1995,0.668
estimates,583,1996,0.672
estimates,583,1997,0.676
estimates,583,1998,0.678
estimates,583,1999,0.68
estimates,583,2000,0.681
estimates,583,2001,0.681
estimates,583,2002,0.68
estimates,583,2003,0.678
estimates,583,2004,0.675
estimates,583,2005,0.672
estimates,583,2006,0.668
estimates,583,2007,0.664
estimates,583,2008,0.66
estimates,583,2009,0.656
estimates,583,2010,0.653
estimates,583,2011,0.651
estimates,583,2012,0.65
estimates,583,2013,0.649
estimates,583,2014,0.65
estimates,583,2015,0.651
medium_variant,583,2015,0.651
medium_variant,583,2016,0.654
medium_variant,583,2017,0.658
medium_variant,583,2018,0.663
medium_variant,583,2019,0.669
medium_variant,583,2020,0.676
medium_variant,583,2021,0.684
medium_variant,583,2022,0.693
medium_variant,583,2023,0.702
medium_variant,583,2024,0.712
medium_variant,583,2025,0.722
medium_variant,583,2026,0.733
medium_variant,583,2027,0.744
medium_variant,583,2028,0.755
medium_variant,583,2029,0.766
medium_variant,583,2030,0.777
medium_variant,583,2031,0.787
medium_variant,583,2032,0.797
medium_variant,583,2033,0.807
medium_variant,583,2034,0.815
medium_variant,583,2035,0.823
medium_variant,583,2036,0.83
medium_variant,583,2037,0.837
medium_variant,583,2038,0.843
medium_variant,583,2039,0.849
medium_variant,583,2040,0.854
medium_variant,583,2041,0.859
medium_variant,583,2042,0.864
medium_variant,583,2043,0.869
medium_variant,583,2044,0.874
medium_variant,583,2045,0.88
medium_variant,583,2046,0.887
medium_variant,583,2047,0.894
medium_variant,583,2048,0.903
medium_variant,583,2049,0.913
medium_variant,583,2050,0.924
medium_variant,583,2051,0.937
medium_variant,583,2052,0.952
medium_variant,583,2053,0.968
medium_variant,583,2054,0.986
medium_variant,583,2055,1.005
medium_variant,583,2056,1.027
medium_variant,583,2057,1.05
medium_variant,583,2058,1.076
medium_variant,583,2059,1.102
medium_variant,583,2060,1.13
medium_variant,583,2061,1.159
medium_variant,583,2062,1.189
medium_variant,583,2063,1.22
medium_variant,583,2064,1.25
medium_variant,583,2065,1.28
medium_variant,583,2066,1.309
medium_variant,583,2067,1.337
medium_variant,583,2068,1.365
medium_variant,583,2069,1.39
medium_variant,583,2070,1.414
medium_variant,583,2071,1.436
medium_variant,583,2072,1.455
medium_variant,583,2073,1.473
medium_variant,583,2074,1.488
medium_variant,583,2075,1.501
medium_variant,583,2076,1.511
medium_variant,583,2077,1.519
medium_variant,583,2078,1.525
medium_variant,583,2079,1.529
medium_variant,583,2080,1.531
medium_variant,583,2081,1.532
medium_variant,583,2082,1.531
medium_variant,583,2083,1.53
medium_variant,583,2084,1.527
medium_variant,583,2085,1.524
medium_variant,583,2086,1.52
medium_variant,583,2087,1.515
medium_variant,583,2088,1.511
medium_variant,583,2089,1.506
medium_variant,583,2090,1.501
medium_variant,583,2091,1.496
medium_variant,583,2092,1.492
medium_variant,583,2093,1.487
medium_variant,583,2094,1.483
medium_variant,583,2095,1.478
medium_variant,583,2096,1.474
medium_variant,583,2097,1.47
medium_variant,583,2098,1.466
medium_variant,583,2099,1.463
