variant,country,year,totaldeaths
estimates,458,1950,97.267
estimates,458,1951,96.762
estimates,458,1952,95.76
estimates,458,1953,94.773
estimates,458,1954,93.803
estimates,458,1955,92.848
estimates,458,1956,91.902
estimates,458,1957,90.961
estimates,458,1958,90.016
estimates,458,1959,89.046
estimates,458,1960,88.035
estimates,458,1961,86.967
estimates,458,1962,85.835
estimates,458,1963,84.648
estimates,458,1964,83.438
estimates,458,1965,82.258
estimates,458,1966,81.17
estimates,458,1967,80.228
estimates,458,1968,79.471
estimates,458,1969,78.918
estimates,458,1970,78.571
estimates,458,1971,78.409
estimates,458,1972,78.383
estimates,458,1973,78.451
estimates,458,1974,78.592
estimates,458,1975,78.791
estimates,458,1976,79.044
estimates,458,1977,79.358
estimates,458,1978,79.732
estimates,458,1979,80.161
estimates,458,1980,80.627
estimates,458,1981,81.117
estimates,458,1982,81.627
estimates,458,1983,82.166
estimates,458,1984,82.745
estimates,458,1985,83.394
estimates,458,1986,84.147
estimates,458,1987,85.028
estimates,458,1988,86.049
estimates,458,1989,87.206
estimates,458,1990,88.478
estimates,458,1991,89.831
estimates,458,1992,91.228
estimates,458,1993,92.641
estimates,458,1994,94.063
estimates,458,1995,95.478
estimates,458,1996,96.876
estimates,458,1997,98.287
estimates,458,1998,99.758
estimates,458,1999,101.335
estimates,458,2000,103.111
estimates,458,2001,105.188
estimates,458,2002,107.607
estimates,458,2003,110.367
estimates,458,2004,113.432
estimates,458,2005,116.69
estimates,458,2006,119.988
estimates,458,2007,123.2
estimates,458,2008,126.254
estimates,458,2009,129.152
estimates,458,2010,131.968
estimates,458,2011,134.833
estimates,458,2012,137.9
estimates,458,2013,141.278
estimates,458,2014,145.003
estimates,458,2015,149.061
medium_variant,458,2015,149.061
medium_variant,458,2016,153.394
medium_variant,458,2017,157.896
medium_variant,458,2018,162.476
medium_variant,458,2019,167.097
medium_variant,458,2020,171.742
medium_variant,458,2021,176.412
medium_variant,458,2022,181.141
medium_variant,458,2023,185.956
medium_variant,458,2024,190.862
medium_variant,458,2025,195.861
medium_variant,458,2026,200.957
medium_variant,458,2027,206.147
medium_variant,458,2028,211.43
medium_variant,458,2029,216.805
medium_variant,458,2030,222.275
medium_variant,458,2031,227.848
medium_variant,458,2032,233.519
medium_variant,458,2033,239.281
medium_variant,458,2034,245.123
medium_variant,458,2035,251.033
medium_variant,458,2036,257.001
medium_variant,458,2037,263.014
medium_variant,458,2038,269.054
medium_variant,458,2039,275.105
medium_variant,458,2040,281.154
medium_variant,458,2041,287.191
medium_variant,458,2042,293.215
medium_variant,458,2043,299.222
medium_variant,458,2044,305.206
medium_variant,458,2045,311.153
medium_variant,458,2046,317.056
medium_variant,458,2047,322.916
medium_variant,458,2048,328.742
medium_variant,458,2049,334.548
medium_variant,458,2050,340.349
medium_variant,458,2051,346.165
medium_variant,458,2052,352.016
medium_variant,458,2053,357.916
medium_variant,458,2054,363.875
medium_variant,458,2055,369.889
medium_variant,458,2056,375.944
medium_variant,458,2057,382.027
medium_variant,458,2058,388.139
medium_variant,458,2059,394.29
medium_variant,458,2060,400.512
medium_variant,458,2061,406.846
medium_variant,458,2062,413.312
medium_variant,458,2063,419.917
medium_variant,458,2064,426.648
medium_variant,458,2065,433.5
medium_variant,458,2066,440.464
medium_variant,458,2067,447.488
medium_variant,458,2068,454.505
medium_variant,458,2069,461.446
medium_variant,458,2070,468.254
medium_variant,458,2071,474.893
medium_variant,458,2072,481.318
medium_variant,458,2073,487.467
medium_variant,458,2074,493.263
medium_variant,458,2075,498.639
medium_variant,458,2076,503.546
medium_variant,458,2077,507.964
medium_variant,458,2078,511.867
medium_variant,458,2079,515.216
medium_variant,458,2080,517.967
medium_variant,458,2081,520.084
medium_variant,458,2082,521.588
medium_variant,458,2083,522.512
medium_variant,458,2084,522.889
medium_variant,458,2085,522.738
medium_variant,458,2086,522.075
medium_variant,458,2087,520.96
medium_variant,458,2088,519.478
medium_variant,458,2089,517.723
medium_variant,458,2090,515.788
medium_variant,458,2091,513.757
medium_variant,458,2092,511.694
medium_variant,458,2093,509.649
medium_variant,458,2094,507.659
medium_variant,458,2095,505.747
medium_variant,458,2096,503.929
medium_variant,458,2097,502.208
medium_variant,458,2098,500.586
medium_variant,458,2099,499.062
