variant,country,year,totaldeaths
estimates,384,1950,91.712
estimates,384,1951,92.415
estimates,384,1952,93.761
estimates,384,1953,94.986
estimates,384,1954,96.089
estimates,384,1955,97.073
estimates,384,1956,97.949
estimates,384,1957,98.73
estimates,384,1958,99.442
estimates,384,1959,100.13
estimates,384,1960,100.847
estimates,384,1961,101.642
estimates,384,1962,102.566
estimates,384,1963,103.64
estimates,384,1964,104.858
estimates,384,1965,106.158
estimates,384,1966,107.449
estimates,384,1967,108.654
estimates,384,1968,109.732
estimates,384,1969,110.697
estimates,384,1970,111.6
estimates,384,1971,112.528
estimates,384,1972,113.58
estimates,384,1973,114.834
estimates,384,1974,116.324
estimates,384,1975,118.044
estimates,384,1976,119.952
estimates,384,1977,121.988
estimates,384,1978,124.115
estimates,384,1979,126.342
estimates,384,1980,128.653
estimates,384,1981,131.036
estimates,384,1982,133.543
estimates,384,1983,136.258
estimates,384,1984,139.276
estimates,384,1985,142.664
estimates,384,1986,146.47
estimates,384,1987,150.781
estimates,384,1988,155.724
estimates,384,1989,161.446
estimates,384,1990,168.27
estimates,384,1991,176.545
estimates,384,1992,186.321
estimates,384,1993,197.461
estimates,384,1994,209.701
estimates,384,1995,222.711
estimates,384,1996,236.096
estimates,384,1997,249.306
estimates,384,1998,261.765
estimates,384,1999,272.99
estimates,384,2000,282.425
estimates,384,2001,289.64
estimates,384,2002,294.675
estimates,384,2003,297.714
estimates,384,2004,298.933
estimates,384,2005,298.673
estimates,384,2006,297.397
estimates,384,2007,295.657
estimates,384,2008,293.933
estimates,384,2009,292.525
estimates,384,2010,291.59
estimates,384,2011,291.101
estimates,384,2012,290.817
estimates,384,2013,290.567
estimates,384,2014,290.355
estimates,384,2015,290.206
medium_variant,384,2015,290.206
medium_variant,384,2016,290.153
medium_variant,384,2017,290.241
medium_variant,384,2018,290.507
medium_variant,384,2019,290.968
medium_variant,384,2020,291.63
medium_variant,384,2021,292.482
medium_variant,384,2022,293.504
medium_variant,384,2023,294.681
medium_variant,384,2024,296.012
medium_variant,384,2025,297.501
medium_variant,384,2026,299.153
medium_variant,384,2027,300.98
medium_variant,384,2028,302.992
medium_variant,384,2029,305.196
medium_variant,384,2030,307.6
medium_variant,384,2031,310.207
medium_variant,384,2032,313.019
medium_variant,384,2033,316.032
medium_variant,384,2034,319.247
medium_variant,384,2035,322.662
medium_variant,384,2036,326.276
medium_variant,384,2037,330.082
medium_variant,384,2038,334.077
medium_variant,384,2039,338.254
medium_variant,384,2040,342.612
medium_variant,384,2041,347.146
medium_variant,384,2042,351.855
medium_variant,384,2043,356.741
medium_variant,384,2044,361.802
medium_variant,384,2045,367.038
medium_variant,384,2046,372.451
medium_variant,384,2047,378.045
medium_variant,384,2048,383.819
medium_variant,384,2049,389.775
medium_variant,384,2050,395.909
medium_variant,384,2051,402.215
medium_variant,384,2052,408.693
medium_variant,384,2053,415.344
medium_variant,384,2054,422.173
medium_variant,384,2055,429.188
medium_variant,384,2056,436.4
medium_variant,384,2057,443.816
medium_variant,384,2058,451.443
medium_variant,384,2059,459.284
medium_variant,384,2060,467.345
medium_variant,384,2061,475.629
medium_variant,384,2062,484.129
medium_variant,384,2063,492.831
medium_variant,384,2064,501.718
medium_variant,384,2065,510.774
medium_variant,384,2066,519.979
medium_variant,384,2067,529.318
medium_variant,384,2068,538.777
medium_variant,384,2069,548.345
medium_variant,384,2070,558.016
medium_variant,384,2071,567.796
medium_variant,384,2072,577.694
medium_variant,384,2073,587.713
medium_variant,384,2074,597.85
medium_variant,384,2075,608.095
medium_variant,384,2076,618.438
medium_variant,384,2077,628.871
medium_variant,384,2078,639.389
medium_variant,384,2079,649.993
medium_variant,384,2080,660.688
medium_variant,384,2081,671.485
medium_variant,384,2082,682.394
medium_variant,384,2083,693.419
medium_variant,384,2084,704.556
medium_variant,384,2085,715.799
medium_variant,384,2086,727.141
medium_variant,384,2087,738.565
medium_variant,384,2088,750.06
medium_variant,384,2089,761.615
medium_variant,384,2090,773.223
medium_variant,384,2091,784.88
medium_variant,384,2092,796.584
medium_variant,384,2093,808.336
medium_variant,384,2094,820.136
medium_variant,384,2095,831.983
medium_variant,384,2096,843.879
medium_variant,384,2097,855.823
medium_variant,384,2098,867.815
medium_variant,384,2099,879.856
