variant,country,year,totaldeaths
estimates,638,1950,5.519
estimates,638,1951,5.429
estimates,638,1952,5.256
estimates,638,1953,5.095
estimates,638,1954,4.946
estimates,638,1955,4.81
estimates,638,1956,4.686
estimates,638,1957,4.574
estimates,638,1958,4.473
estimates,638,1959,4.382
estimates,638,1960,4.3
estimates,638,1961,4.226
estimates,638,1962,4.157
estimates,638,1963,4.091
estimates,638,1964,4.026
estimates,638,1965,3.959
estimates,638,1966,3.889
estimates,638,1967,3.815
estimates,638,1968,3.738
estimates,638,1969,3.658
estimates,638,1970,3.577
estimates,638,1971,3.496
estimates,638,1972,3.419
estimates,638,1973,3.348
estimates,638,1974,3.286
estimates,638,1975,3.235
estimates,638,1976,3.196
estimates,638,1977,3.17
estimates,638,1978,3.156
estimates,638,1979,3.153
estimates,638,1980,3.16
estimates,638,1981,3.176
estimates,638,1982,3.199
estimates,638,1983,3.225
estimates,638,1984,3.254
estimates,638,1985,3.282
estimates,638,1986,3.309
estimates,638,1987,3.334
estimates,638,1988,3.356
estimates,638,1989,3.377
estimates,638,1990,3.397
estimates,638,1991,3.416
estimates,638,1992,3.437
estimates,638,1993,3.46
estimates,638,1994,3.487
estimates,638,1995,3.517
estimates,638,1996,3.552
estimates,638,1997,3.591
estimates,638,1998,3.633
estimates,638,1999,3.679
estimates,638,2000,3.729
estimates,638,2001,3.781
estimates,638,2002,3.837
estimates,638,2003,3.896
estimates,638,2004,3.959
estimates,638,2005,4.025
estimates,638,2006,4.095
estimates,638,2007,4.169
estimates,638,2008,4.248
estimates,638,2009,4.331
estimates,638,2010,4.419
estimates,638,2011,4.513
estimates,638,2012,4.611
estimates,638,2013,4.714
estimates,638,2014,4.82
estimates,638,2015,4.929
medium_variant,638,2015,4.929
medium_variant,638,2016,5.041
medium_variant,638,2017,5.153
medium_variant,638,2018,5.266
medium_variant,638,2019,5.379
medium_variant,638,2020,5.492
medium_variant,638,2021,5.606
medium_variant,638,2022,5.72
medium_variant,638,2023,5.837
medium_variant,638,2024,5.957
medium_variant,638,2025,6.08
medium_variant,638,2026,6.208
medium_variant,638,2027,6.34
medium_variant,638,2028,6.479
medium_variant,638,2029,6.623
medium_variant,638,2030,6.773
medium_variant,638,2031,6.929
medium_variant,638,2032,7.09
medium_variant,638,2033,7.257
medium_variant,638,2034,7.428
medium_variant,638,2035,7.602
medium_variant,638,2036,7.78
medium_variant,638,2037,7.96
medium_variant,638,2038,8.142
medium_variant,638,2039,8.325
medium_variant,638,2040,8.508
medium_variant,638,2041,8.691
medium_variant,638,2042,8.874
medium_variant,638,2043,9.056
medium_variant,638,2044,9.235
medium_variant,638,2045,9.41
medium_variant,638,2046,9.58
medium_variant,638,2047,9.743
medium_variant,638,2048,9.899
medium_variant,638,2049,10.046
medium_variant,638,2050,10.182
medium_variant,638,2051,10.308
medium_variant,638,2052,10.421
medium_variant,638,2053,10.524
medium_variant,638,2054,10.614
medium_variant,638,2055,10.692
medium_variant,638,2056,10.756
medium_variant,638,2057,10.808
medium_variant,638,2058,10.847
medium_variant,638,2059,10.874
medium_variant,638,2060,10.889
medium_variant,638,2061,10.891
medium_variant,638,2062,10.88
medium_variant,638,2063,10.858
medium_variant,638,2064,10.827
medium_variant,638,2065,10.787
medium_variant,638,2066,10.74
medium_variant,638,2067,10.687
medium_variant,638,2068,10.632
medium_variant,638,2069,10.576
medium_variant,638,2070,10.521
medium_variant,638,2071,10.471
medium_variant,638,2072,10.424
medium_variant,638,2073,10.384
medium_variant,638,2074,10.351
medium_variant,638,2075,10.326
medium_variant,638,2076,10.31
medium_variant,638,2077,10.303
medium_variant,638,2078,10.304
medium_variant,638,2079,10.314
medium_variant,638,2080,10.332
medium_variant,638,2081,10.36
medium_variant,638,2082,10.397
medium_variant,638,2083,10.442
medium_variant,638,2084,10.495
medium_variant,638,2085,10.555
medium_variant,638,2086,10.62
medium_variant,638,2087,10.69
medium_variant,638,2088,10.763
medium_variant,638,2089,10.836
medium_variant,638,2090,10.908
medium_variant,638,2091,10.977
medium_variant,638,2092,11.043
medium_variant,638,2093,11.104
medium_variant,638,2094,11.16
medium_variant,638,2095,11.211
medium_variant,638,2096,11.256
medium_variant,638,2097,11.295
medium_variant,638,2098,11.328
medium_variant,638,2099,11.356
