variant,country,year,totaldeaths
estimates,266,1950,13.652
estimates,266,1951,13.533
estimates,266,1952,13.314
estimates,266,1953,13.135
estimates,266,1954,12.997
estimates,266,1955,12.898
estimates,266,1956,12.837
estimates,266,1957,12.81
estimates,266,1958,12.812
estimates,266,1959,12.831
estimates,266,1960,12.856
estimates,266,1961,12.874
estimates,266,1962,12.87
estimates,266,1963,12.836
estimates,266,1964,12.768
estimates,266,1965,12.667
estimates,266,1966,12.542
estimates,266,1967,12.406
estimates,266,1968,12.271
estimates,266,1969,12.142
estimates,266,1970,12.02
estimates,266,1971,11.907
estimates,266,1972,11.797
estimates,266,1973,11.688
estimates,266,1974,11.578
estimates,266,1975,11.468
estimates,266,1976,11.358
estimates,266,1977,11.246
estimates,266,1978,11.135
estimates,266,1979,11.025
estimates,266,1980,10.912
estimates,266,1981,10.79
estimates,266,1982,10.662
estimates,266,1983,10.532
estimates,266,1984,10.409
estimates,266,1985,10.309
estimates,266,1986,10.246
estimates,266,1987,10.233
estimates,266,1988,10.278
estimates,266,1989,10.383
estimates,266,1990,10.548
estimates,266,1991,10.766
estimates,266,1992,11.025
estimates,266,1993,11.311
estimates,266,1994,11.617
estimates,266,1995,11.944
estimates,266,1996,12.297
estimates,266,1997,12.676
estimates,266,1998,13.075
estimates,266,1999,13.48
estimates,266,2000,13.871
estimates,266,2001,14.227
estimates,266,2002,14.532
estimates,266,2003,14.776
estimates,266,2004,14.954
estimates,266,2005,15.068
estimates,266,2006,15.124
estimates,266,2007,15.142
estimates,266,2008,15.137
estimates,266,2009,15.12
estimates,266,2010,15.099
estimates,266,2011,15.076
estimates,266,2012,15.051
estimates,266,2013,15.026
estimates,266,2014,15.005
estimates,266,2015,14.994
medium_variant,266,2015,14.994
medium_variant,266,2016,14.996
medium_variant,266,2017,15.011
medium_variant,266,2018,15.04
medium_variant,266,2019,15.081
medium_variant,266,2020,15.132
medium_variant,266,2021,15.187
medium_variant,266,2022,15.243
medium_variant,266,2023,15.297
medium_variant,266,2024,15.351
medium_variant,266,2025,15.407
medium_variant,266,2026,15.466
medium_variant,266,2027,15.536
medium_variant,266,2028,15.621
medium_variant,266,2029,15.724
medium_variant,266,2030,15.849
medium_variant,266,2031,15.997
medium_variant,266,2032,16.168
medium_variant,266,2033,16.361
medium_variant,266,2034,16.578
medium_variant,266,2035,16.818
medium_variant,266,2036,17.082
medium_variant,266,2037,17.37
medium_variant,266,2038,17.68
medium_variant,266,2039,18.011
medium_variant,266,2040,18.364
medium_variant,266,2041,18.739
medium_variant,266,2042,19.135
medium_variant,266,2043,19.549
medium_variant,266,2044,19.979
medium_variant,266,2045,20.422
medium_variant,266,2046,20.876
medium_variant,266,2047,21.337
medium_variant,266,2048,21.804
medium_variant,266,2049,22.275
medium_variant,266,2050,22.749
medium_variant,266,2051,23.226
medium_variant,266,2052,23.707
medium_variant,266,2053,24.193
medium_variant,266,2054,24.684
medium_variant,266,2055,25.178
medium_variant,266,2056,25.676
medium_variant,266,2057,26.178
medium_variant,266,2058,26.681
medium_variant,266,2059,27.186
medium_variant,266,2060,27.691
medium_variant,266,2061,28.195
medium_variant,266,2062,28.698
medium_variant,266,2063,29.198
medium_variant,266,2064,29.697
medium_variant,266,2065,30.193
medium_variant,266,2066,30.687
medium_variant,266,2067,31.179
medium_variant,266,2068,31.67
medium_variant,266,2069,32.158
medium_variant,266,2070,32.645
medium_variant,266,2071,33.127
medium_variant,266,2072,33.606
medium_variant,266,2073,34.081
medium_variant,266,2074,34.552
medium_variant,266,2075,35.02
medium_variant,266,2076,35.485
medium_variant,266,2077,35.948
medium_variant,266,2078,36.411
medium_variant,266,2079,36.876
medium_variant,266,2080,37.344
medium_variant,266,2081,37.817
medium_variant,266,2082,38.296
medium_variant,266,2083,38.782
medium_variant,266,2084,39.277
medium_variant,266,2085,39.783
medium_variant,266,2086,40.302
medium_variant,266,2087,40.834
medium_variant,266,2088,41.379
medium_variant,266,2089,41.935
medium_variant,266,2090,42.501
medium_variant,266,2091,43.076
medium_variant,266,2092,43.657
medium_variant,266,2093,44.242
medium_variant,266,2094,44.831
medium_variant,266,2095,45.422
medium_variant,266,2096,46.015
medium_variant,266,2097,46.61
medium_variant,266,2098,47.206
medium_variant,266,2099,47.804
