variant,country,year,populationnaturalchange
estimates,312,1950,5.255
estimates,312,1951,5.397
estimates,312,1952,5.669
estimates,312,1953,5.916
estimates,312,1954,6.137
estimates,312,1955,6.333
estimates,312,1956,6.506
estimates,312,1957,6.655
estimates,312,1958,6.784
estimates,312,1959,6.898
estimates,312,1960,7
estimates,312,1961,7.097
estimates,312,1962,7.192
estimates,312,1963,7.283
estimates,312,1964,7.367
estimates,312,1965,7.433
estimates,312,1966,7.468
estimates,312,1967,7.463
estimates,312,1968,7.411
estimates,312,1969,7.31
estimates,312,1970,7.162
estimates,312,1971,6.974
estimates,312,1972,6.756
estimates,312,1973,6.523
estimates,312,1974,6.281
estimates,312,1975,6.03
estimates,312,1976,5.767
estimates,312,1977,5.492
estimates,312,1978,5.212
estimates,312,1979,4.938
estimates,312,1980,4.698
estimates,312,1981,4.52
estimates,312,1982,4.417
estimates,312,1983,4.391
estimates,312,1984,4.436
estimates,312,1985,4.524
estimates,312,1986,4.626
estimates,312,1987,4.706
estimates,312,1988,4.74
estimates,312,1989,4.722
estimates,312,1990,4.66
estimates,312,1991,4.572
estimates,312,1992,4.489
estimates,312,1993,4.43
estimates,312,1994,4.398
estimates,312,1995,4.389
estimates,312,1996,4.389
estimates,312,1997,4.382
estimates,312,1998,4.352
estimates,312,1999,4.293
estimates,312,2000,4.204
estimates,312,2001,4.087
estimates,312,2002,3.951
estimates,312,2003,3.802
estimates,312,2004,3.645
estimates,312,2005,3.477
estimates,312,2006,3.298
estimates,312,2007,3.104
estimates,312,2008,2.899
estimates,312,2009,2.687
estimates,312,2010,2.47
estimates,312,2011,2.255
estimates,312,2012,2.046
estimates,312,2013,1.849
estimates,312,2014,1.667
estimates,312,2015,1.506
medium_variant,312,2015,1.506
medium_variant,312,2016,1.37
medium_variant,312,2017,1.256
medium_variant,312,2018,1.163
medium_variant,312,2019,1.091
medium_variant,312,2020,1.037
medium_variant,312,2021,1.001
medium_variant,312,2022,0.979
medium_variant,312,2023,0.965
medium_variant,312,2024,0.956
medium_variant,312,2025,0.946
medium_variant,312,2026,0.931
medium_variant,312,2027,0.909
medium_variant,312,2028,0.878
medium_variant,312,2029,0.834
medium_variant,312,2030,0.776
medium_variant,312,2031,0.701
medium_variant,312,2032,0.61
medium_variant,312,2033,0.507
medium_variant,312,2034,0.392
medium_variant,312,2035,0.267
medium_variant,312,2036,0.134
medium_variant,312,2037,-0.006
medium_variant,312,2038,-0.149
medium_variant,312,2039,-0.293
medium_variant,312,2040,-0.435
medium_variant,312,2041,-0.573
medium_variant,312,2042,-0.706
medium_variant,312,2043,-0.833
medium_variant,312,2044,-0.952
medium_variant,312,2045,-1.061
medium_variant,312,2046,-1.157
medium_variant,312,2047,-1.243
medium_variant,312,2048,-1.317
medium_variant,312,2049,-1.379
medium_variant,312,2050,-1.427
medium_variant,312,2051,-1.461
medium_variant,312,2052,-1.482
medium_variant,312,2053,-1.49
medium_variant,312,2054,-1.487
medium_variant,312,2055,-1.475
medium_variant,312,2056,-1.454
medium_variant,312,2057,-1.425
medium_variant,312,2058,-1.391
medium_variant,312,2059,-1.354
medium_variant,312,2060,-1.314
medium_variant,312,2061,-1.271
medium_variant,312,2062,-1.226
medium_variant,312,2063,-1.18
medium_variant,312,2064,-1.131
medium_variant,312,2065,-1.085
medium_variant,312,2066,-1.041
medium_variant,312,2067,-1
medium_variant,312,2068,-0.961
medium_variant,312,2069,-0.927
medium_variant,312,2070,-0.897
medium_variant,312,2071,-0.871
medium_variant,312,2072,-0.847
medium_variant,312,2073,-0.826
medium_variant,312,2074,-0.807
medium_variant,312,2075,-0.794
medium_variant,312,2076,-0.784
medium_variant,312,2077,-0.78
medium_variant,312,2078,-0.783
medium_variant,312,2079,-0.792
medium_variant,312,2080,-0.808
medium_variant,312,2081,-0.83
medium_variant,312,2082,-0.856
medium_variant,312,2083,-0.887
medium_variant,312,2084,-0.92
medium_variant,312,2085,-0.958
medium_variant,312,2086,-0.999
medium_variant,312,2087,-1.044
medium_variant,312,2088,-1.092
medium_variant,312,2089,-1.14
medium_variant,312,2090,-1.189
medium_variant,312,2091,-1.235
medium_variant,312,2092,-1.276
medium_variant,312,2093,-1.312
medium_variant,312,2094,-1.34
medium_variant,312,2095,-1.362
medium_variant,312,2096,-1.374
medium_variant,312,2097,-1.377
medium_variant,312,2098,-1.373
medium_variant,312,2099,-1.36
