variant,country,year,populationnaturalchange
estimates,578,1950,33.64
estimates,578,1951,33.762
estimates,578,1952,33.924
estimates,578,1953,33.926
estimates,578,1954,33.77
estimates,578,1955,33.459
estimates,578,1956,33.007
estimates,578,1957,32.432
estimates,578,1958,31.77
estimates,578,1959,31.083
estimates,578,1960,30.441
estimates,578,1961,29.908
estimates,578,1962,29.543
estimates,578,1963,29.365
estimates,578,1964,29.343
estimates,578,1965,29.403
estimates,578,1966,29.442
estimates,578,1967,29.337
estimates,578,1968,28.982
estimates,578,1969,28.315
estimates,578,1970,27.262
estimates,578,1971,25.771
estimates,578,1972,23.906
estimates,578,1973,21.768
estimates,578,1974,19.454
estimates,578,1975,17.097
estimates,578,1976,14.838
estimates,578,1977,12.799
estimates,578,1978,11.081
estimates,578,1979,9.755
estimates,578,1980,8.863
estimates,578,1981,8.403
estimates,578,1982,8.285
estimates,578,1983,8.419
estimates,578,1984,8.754
estimates,578,1985,9.254
estimates,578,1986,9.892
estimates,578,1987,10.637
estimates,578,1988,11.441
estimates,578,1989,12.25
estimates,578,1990,13.005
estimates,578,1991,13.664
estimates,578,1992,14.208
estimates,578,1993,14.627
estimates,578,1994,14.902
estimates,578,1995,15.006
estimates,578,1996,14.915
estimates,578,1997,14.664
estimates,578,1998,14.308
estimates,578,1999,13.911
estimates,578,2000,13.581
estimates,578,2001,13.44
estimates,578,2002,13.553
estimates,578,2003,13.941
estimates,578,2004,14.588
estimates,578,2005,15.409
estimates,578,2006,16.275
estimates,578,2007,17.054
estimates,578,2008,17.657
estimates,578,2009,18.063
estimates,578,2010,18.311
estimates,578,2011,18.487
estimates,578,2012,18.706
estimates,578,2013,19.048
estimates,578,2014,19.527
estimates,578,2015,20.134
medium_variant,578,2015,20.134
medium_variant,578,2016,20.827
medium_variant,578,2017,21.53
medium_variant,578,2018,22.169
medium_variant,578,2019,22.711
medium_variant,578,2020,23.128
medium_variant,578,2021,23.407
medium_variant,578,2022,23.563
medium_variant,578,2023,23.609
medium_variant,578,2024,23.541
medium_variant,578,2025,23.354
medium_variant,578,2026,23.044
medium_variant,578,2027,22.618
medium_variant,578,2028,22.091
medium_variant,578,2029,21.477
medium_variant,578,2030,20.787
medium_variant,578,2031,20.03
medium_variant,578,2032,19.224
medium_variant,578,2033,18.387
medium_variant,578,2034,17.543
medium_variant,578,2035,16.713
medium_variant,578,2036,15.913
medium_variant,578,2037,15.148
medium_variant,578,2038,14.43
medium_variant,578,2039,13.772
medium_variant,578,2040,13.185
medium_variant,578,2041,12.679
medium_variant,578,2042,12.248
medium_variant,578,2043,11.883
medium_variant,578,2044,11.578
medium_variant,578,2045,11.321
medium_variant,578,2046,11.104
medium_variant,578,2047,10.912
medium_variant,578,2048,10.73
medium_variant,578,2049,10.551
medium_variant,578,2050,10.36
medium_variant,578,2051,10.153
medium_variant,578,2052,9.933
medium_variant,578,2053,9.702
medium_variant,578,2054,9.464
medium_variant,578,2055,9.22
medium_variant,578,2056,8.976
medium_variant,578,2057,8.74
medium_variant,578,2058,8.517
medium_variant,578,2059,8.313
medium_variant,578,2060,8.136
medium_variant,578,2061,7.988
medium_variant,578,2062,7.869
medium_variant,578,2063,7.774
medium_variant,578,2064,7.702
medium_variant,578,2065,7.652
medium_variant,578,2066,7.62
medium_variant,578,2067,7.602
medium_variant,578,2068,7.586
medium_variant,578,2069,7.563
medium_variant,578,2070,7.521
medium_variant,578,2071,7.447
medium_variant,578,2072,7.337
medium_variant,578,2073,7.186
medium_variant,578,2074,6.993
medium_variant,578,2075,6.757
medium_variant,578,2076,6.477
medium_variant,578,2077,6.164
medium_variant,578,2078,5.832
medium_variant,578,2079,5.489
medium_variant,578,2080,5.145
medium_variant,578,2081,4.809
medium_variant,578,2082,4.487
medium_variant,578,2083,4.184
medium_variant,578,2084,3.907
medium_variant,578,2085,3.662
medium_variant,578,2086,3.453
medium_variant,578,2087,3.274
medium_variant,578,2088,3.12
medium_variant,578,2089,2.988
medium_variant,578,2090,2.87
medium_variant,578,2091,2.758
medium_variant,578,2092,2.647
medium_variant,578,2093,2.531
medium_variant,578,2094,2.405
medium_variant,578,2095,2.268
medium_variant,578,2096,2.117
medium_variant,578,2097,1.951
medium_variant,578,2098,1.771
medium_variant,578,2099,1.576
