variant,country,year,populationnaturalchange
estimates,807,1950,27.245
estimates,807,1951,27.349
estimates,807,1952,27.541
estimates,807,1953,27.705
estimates,807,1954,27.839
estimates,807,1955,27.946
estimates,807,1956,28.033
estimates,807,1957,28.106
estimates,807,1958,28.182
estimates,807,1959,28.288
estimates,807,1960,28.452
estimates,807,1961,28.7
estimates,807,1962,29.048
estimates,807,1963,29.489
estimates,807,1964,29.988
estimates,807,1965,30.472
estimates,807,1966,30.848
estimates,807,1967,31.045
estimates,807,1968,31.026
estimates,807,1969,30.784
estimates,807,1970,30.355
estimates,807,1971,29.8
estimates,807,1972,29.21
estimates,807,1973,28.66
estimates,807,1974,28.186
estimates,807,1975,27.812
estimates,807,1976,27.539
estimates,807,1977,27.329
estimates,807,1978,27.143
estimates,807,1979,26.957
estimates,807,1980,26.747
estimates,807,1981,26.49
estimates,807,1982,26.17
estimates,807,1983,25.77
estimates,807,1984,25.276
estimates,807,1985,24.677
estimates,807,1986,23.969
estimates,807,1987,23.165
estimates,807,1988,22.278
estimates,807,1989,21.315
estimates,807,1990,20.277
estimates,807,1991,19.157
estimates,807,1992,17.965
estimates,807,1993,16.723
estimates,807,1994,15.463
estimates,807,1995,14.229
estimates,807,1996,13.073
estimates,807,1997,12.021
estimates,807,1998,11.085
estimates,807,1999,10.263
estimates,807,2000,9.519
estimates,807,2001,8.795
estimates,807,2002,8.041
estimates,807,2003,7.233
estimates,807,2004,6.382
estimates,807,2005,5.534
estimates,807,2006,4.759
estimates,807,2007,4.12
estimates,807,2008,3.658
estimates,807,2009,3.375
estimates,807,2010,3.252
estimates,807,2011,3.245
estimates,807,2012,3.289
estimates,807,2013,3.319
estimates,807,2014,3.306
estimates,807,2015,3.226
medium_variant,807,2015,3.226
medium_variant,807,2016,3.077
medium_variant,807,2017,2.873
medium_variant,807,2018,2.633
medium_variant,807,2019,2.355
medium_variant,807,2020,2.036
medium_variant,807,2021,1.676
medium_variant,807,2022,1.279
medium_variant,807,2023,0.849
medium_variant,807,2024,0.39
medium_variant,807,2025,-0.094
medium_variant,807,2026,-0.602
medium_variant,807,2027,-1.128
medium_variant,807,2028,-1.666
medium_variant,807,2029,-2.207
medium_variant,807,2030,-2.745
medium_variant,807,2031,-3.274
medium_variant,807,2032,-3.791
medium_variant,807,2033,-4.29
medium_variant,807,2034,-4.761
medium_variant,807,2035,-5.2
medium_variant,807,2036,-5.6
medium_variant,807,2037,-5.961
medium_variant,807,2038,-6.282
medium_variant,807,2039,-6.562
medium_variant,807,2040,-6.803
medium_variant,807,2041,-7.001
medium_variant,807,2042,-7.166
medium_variant,807,2043,-7.301
medium_variant,807,2044,-7.413
medium_variant,807,2045,-7.508
medium_variant,807,2046,-7.589
medium_variant,807,2047,-7.662
medium_variant,807,2048,-7.73
medium_variant,807,2049,-7.799
medium_variant,807,2050,-7.877
medium_variant,807,2051,-7.966
medium_variant,807,2052,-8.069
medium_variant,807,2053,-8.184
medium_variant,807,2054,-8.312
medium_variant,807,2055,-8.453
medium_variant,807,2056,-8.608
medium_variant,807,2057,-8.772
medium_variant,807,2058,-8.94
medium_variant,807,2059,-9.109
medium_variant,807,2060,-9.278
medium_variant,807,2061,-9.444
medium_variant,807,2062,-9.605
medium_variant,807,2063,-9.76
medium_variant,807,2064,-9.904
medium_variant,807,2065,-10.032
medium_variant,807,2066,-10.142
medium_variant,807,2067,-10.231
medium_variant,807,2068,-10.297
medium_variant,807,2069,-10.338
medium_variant,807,2070,-10.351
medium_variant,807,2071,-10.334
medium_variant,807,2072,-10.287
medium_variant,807,2073,-10.214
medium_variant,807,2074,-10.115
medium_variant,807,2075,-9.993
medium_variant,807,2076,-9.846
medium_variant,807,2077,-9.68
medium_variant,807,2078,-9.497
medium_variant,807,2079,-9.302
medium_variant,807,2080,-9.097
medium_variant,807,2081,-8.882
medium_variant,807,2082,-8.659
medium_variant,807,2083,-8.431
medium_variant,807,2084,-8.203
medium_variant,807,2085,-7.978
medium_variant,807,2086,-7.759
medium_variant,807,2087,-7.55
medium_variant,807,2088,-7.351
medium_variant,807,2089,-7.166
medium_variant,807,2090,-6.996
medium_variant,807,2091,-6.842
medium_variant,807,2092,-6.702
medium_variant,807,2093,-6.576
medium_variant,807,2094,-6.463
medium_variant,807,2095,-6.362
medium_variant,807,2096,-6.275
medium_variant,807,2097,-6.2
medium_variant,807,2098,-6.138
medium_variant,807,2099,-6.088
