variant,country,year,populationnaturalchange
estimates,788,1950,66.733
estimates,788,1951,67.827
estimates,788,1952,70.082
estimates,788,1953,72.472
estimates,788,1954,74.997
estimates,788,1955,77.659
estimates,788,1956,80.461
estimates,788,1957,83.406
estimates,788,1958,86.501
estimates,788,1959,89.756
estimates,788,1960,93.182
estimates,788,1961,96.783
estimates,788,1962,100.55
estimates,788,1963,104.453
estimates,788,1964,108.442
estimates,788,1965,112.424
estimates,788,1966,116.301
estimates,788,1967,120.01
estimates,788,1968,123.53
estimates,788,1969,126.869
estimates,788,1970,130.097
estimates,788,1971,133.325
estimates,788,1972,136.658
estimates,788,1973,140.165
estimates,788,1974,143.846
estimates,788,1975,147.719
estimates,788,1976,151.77
estimates,788,1977,155.889
estimates,788,1978,159.931
estimates,788,1979,163.762
estimates,788,1980,167.259
estimates,788,1981,170.319
estimates,788,1982,172.853
estimates,788,1983,174.752
estimates,788,1984,175.894
estimates,788,1985,176.108
estimates,788,1986,175.236
estimates,788,1987,173.294
estimates,788,1988,170.366
estimates,788,1989,166.563
estimates,788,1990,162.034
estimates,788,1991,156.958
estimates,788,1992,151.57
estimates,788,1993,146.11
estimates,788,1994,140.77
estimates,788,1995,135.656
estimates,788,1996,130.778
estimates,788,1997,126.11
estimates,788,1998,121.686
estimates,788,1999,117.639
estimates,788,2000,114.114
estimates,788,2001,111.241
estimates,788,2002,109.112
estimates,788,2003,107.812
estimates,788,2004,107.419
estimates,788,2005,108.156
estimates,788,2006,110.252
estimates,788,2007,113.625
estimates,788,2008,118.007
estimates,788,2009,123.04
estimates,788,2010,128.173
estimates,788,2011,132.79
estimates,788,2012,136.397
estimates,788,2013,138.633
estimates,788,2014,139.306
estimates,788,2015,138.398
medium_variant,788,2015,138.398
medium_variant,788,2016,136.098
medium_variant,788,2017,132.877
medium_variant,788,2018,129.154
medium_variant,788,2019,125.132
medium_variant,788,2020,120.936
medium_variant,788,2021,116.593
medium_variant,788,2022,112.054
medium_variant,788,2023,107.327
medium_variant,788,2024,102.511
medium_variant,788,2025,97.692
medium_variant,788,2026,92.94
medium_variant,788,2027,88.307
medium_variant,788,2028,83.859
medium_variant,788,2029,79.675
medium_variant,788,2030,75.832
medium_variant,788,2031,72.385
medium_variant,788,2032,69.326
medium_variant,788,2033,66.633
medium_variant,788,2034,64.296
medium_variant,788,2035,62.308
medium_variant,788,2036,60.653
medium_variant,788,2037,59.27
medium_variant,788,2038,58.077
medium_variant,788,2039,56.999
medium_variant,788,2040,55.963
medium_variant,788,2041,54.916
medium_variant,788,2042,53.815
medium_variant,788,2043,52.608
medium_variant,788,2044,51.236
medium_variant,788,2045,49.64
medium_variant,788,2046,47.783
medium_variant,788,2047,45.673
medium_variant,788,2048,43.328
medium_variant,788,2049,40.752
medium_variant,788,2050,37.949
medium_variant,788,2051,34.926
medium_variant,788,2052,31.724
medium_variant,788,2053,28.402
medium_variant,788,2054,25.013
medium_variant,788,2055,21.606
medium_variant,788,2056,18.221
medium_variant,788,2057,14.891
medium_variant,788,2058,11.657
medium_variant,788,2059,8.565
medium_variant,788,2060,5.658
medium_variant,788,2061,2.959
medium_variant,788,2062,0.464
medium_variant,788,2063,-1.826
medium_variant,788,2064,-3.902
medium_variant,788,2065,-5.757
medium_variant,788,2066,-7.384
medium_variant,788,2067,-8.803
medium_variant,788,2068,-10.034
medium_variant,788,2069,-11.095
medium_variant,788,2070,-12.003
medium_variant,788,2071,-12.772
medium_variant,788,2072,-13.417
medium_variant,788,2073,-13.963
medium_variant,788,2074,-14.431
medium_variant,788,2075,-14.841
medium_variant,788,2076,-15.201
medium_variant,788,2077,-15.518
medium_variant,788,2078,-15.803
medium_variant,788,2079,-16.073
medium_variant,788,2080,-16.343
medium_variant,788,2081,-16.62
medium_variant,788,2082,-16.91
medium_variant,788,2083,-17.222
medium_variant,788,2084,-17.572
medium_variant,788,2085,-17.973
medium_variant,788,2086,-18.439
medium_variant,788,2087,-18.973
medium_variant,788,2088,-19.578
medium_variant,788,2089,-20.254
medium_variant,788,2090,-20.998
medium_variant,788,2091,-21.804
medium_variant,788,2092,-22.665
medium_variant,788,2093,-23.573
medium_variant,788,2094,-24.522
medium_variant,788,2095,-25.508
medium_variant,788,2096,-26.529
medium_variant,788,2097,-27.584
medium_variant,788,2098,-28.671
medium_variant,788,2099,-29.792
