variant,country,year,populationnaturalchange
estimates,426,1950,13.603
estimates,426,1951,13.884
estimates,426,1952,14.459
estimates,426,1953,15.055
estimates,426,1954,15.672
estimates,426,1955,16.31
estimates,426,1956,16.968
estimates,426,1957,17.642
estimates,426,1958,18.328
estimates,426,1959,19.017
estimates,426,1960,19.701
estimates,426,1961,20.37
estimates,426,1962,21.018
estimates,426,1963,21.642
estimates,426,1964,22.247
estimates,426,1965,22.843
estimates,426,1966,23.444
estimates,426,1967,24.068
estimates,426,1968,24.728
estimates,426,1969,25.435
estimates,426,1970,26.198
estimates,426,1971,27.021
estimates,426,1972,27.897
estimates,426,1973,28.815
estimates,426,1974,29.765
estimates,426,1975,30.742
estimates,426,1976,31.746
estimates,426,1977,32.762
estimates,426,1978,33.771
estimates,426,1979,34.748
estimates,426,1980,35.653
estimates,426,1981,36.451
estimates,426,1982,37.124
estimates,426,1983,37.668
estimates,426,1984,38.093
estimates,426,1985,38.439
estimates,426,1986,38.767
estimates,426,1987,39.119
estimates,426,1988,39.507
estimates,426,1989,39.911
estimates,426,1990,40.292
estimates,426,1991,40.598
estimates,426,1992,40.751
estimates,426,1993,40.677
estimates,426,1994,40.325
estimates,426,1995,39.584
estimates,426,1996,38.347
estimates,426,1997,36.632
estimates,426,1998,34.534
estimates,426,1999,32.178
estimates,426,2000,29.777
estimates,426,2001,27.573
estimates,426,2002,25.767
estimates,426,2003,24.507
estimates,426,2004,23.864
estimates,426,2005,23.856
estimates,426,2006,24.425
estimates,426,2007,25.382
estimates,426,2008,26.537
estimates,426,2009,27.778
estimates,426,2010,28.999
estimates,426,2011,30.12
estimates,426,2012,31.122
estimates,426,2013,31.981
estimates,426,2014,32.662
estimates,426,2015,33.138
medium_variant,426,2015,33.138
medium_variant,426,2016,33.414
medium_variant,426,2017,33.534
medium_variant,426,2018,33.546
medium_variant,426,2019,33.474
medium_variant,426,2020,33.345
medium_variant,426,2021,33.176
medium_variant,426,2022,32.985
medium_variant,426,2023,32.792
medium_variant,426,2024,32.617
medium_variant,426,2025,32.482
medium_variant,426,2026,32.396
medium_variant,426,2027,32.358
medium_variant,426,2028,32.363
medium_variant,426,2029,32.413
medium_variant,426,2030,32.509
medium_variant,426,2031,32.648
medium_variant,426,2032,32.82
medium_variant,426,2033,33.014
medium_variant,426,2034,33.219
medium_variant,426,2035,33.428
medium_variant,426,2036,33.637
medium_variant,426,2037,33.84
medium_variant,426,2038,34.028
medium_variant,426,2039,34.193
medium_variant,426,2040,34.324
medium_variant,426,2041,34.417
medium_variant,426,2042,34.466
medium_variant,426,2043,34.469
medium_variant,426,2044,34.422
medium_variant,426,2045,34.32
medium_variant,426,2046,34.164
medium_variant,426,2047,33.954
medium_variant,426,2048,33.694
medium_variant,426,2049,33.383
medium_variant,426,2050,33.021
medium_variant,426,2051,32.607
medium_variant,426,2052,32.141
medium_variant,426,2053,31.626
medium_variant,426,2054,31.067
medium_variant,426,2055,30.468
medium_variant,426,2056,29.831
medium_variant,426,2057,29.163
medium_variant,426,2058,28.469
medium_variant,426,2059,27.756
medium_variant,426,2060,27.033
medium_variant,426,2061,26.303
medium_variant,426,2062,25.57
medium_variant,426,2063,24.836
medium_variant,426,2064,24.106
medium_variant,426,2065,23.383
medium_variant,426,2066,22.666
medium_variant,426,2067,21.955
medium_variant,426,2068,21.248
medium_variant,426,2069,20.546
medium_variant,426,2070,19.848
medium_variant,426,2071,19.155
medium_variant,426,2072,18.468
medium_variant,426,2073,17.786
medium_variant,426,2074,17.108
medium_variant,426,2075,16.438
medium_variant,426,2076,15.773
medium_variant,426,2077,15.116
medium_variant,426,2078,14.464
medium_variant,426,2079,13.82
medium_variant,426,2080,13.183
medium_variant,426,2081,12.553
medium_variant,426,2082,11.929
medium_variant,426,2083,11.31
medium_variant,426,2084,10.698
medium_variant,426,2085,10.091
medium_variant,426,2086,9.49
medium_variant,426,2087,8.896
medium_variant,426,2088,8.307
medium_variant,426,2089,7.725
medium_variant,426,2090,7.148
medium_variant,426,2091,6.576
medium_variant,426,2092,6.009
medium_variant,426,2093,5.446
medium_variant,426,2094,4.888
medium_variant,426,2095,4.333
medium_variant,426,2096,3.783
medium_variant,426,2097,3.235
medium_variant,426,2098,2.692
medium_variant,426,2099,2.153
