variant,country,year,populationnaturalchange
estimates,275,1950,24.516
estimates,275,1951,24.461
estimates,275,1952,24.51
estimates,275,1953,24.874
estimates,275,1954,25.553
estimates,275,1955,26.543
estimates,275,1956,27.829
estimates,275,1957,29.383
estimates,275,1958,31.159
estimates,275,1959,33.076
estimates,275,1960,35.036
estimates,275,1961,36.934
estimates,275,1962,38.664
estimates,275,1963,40.142
estimates,275,1964,41.33
estimates,275,1965,42.209
estimates,275,1966,42.795
estimates,275,1967,43.19
estimates,275,1968,43.504
estimates,275,1969,43.816
estimates,275,1970,44.228
estimates,275,1971,44.834
estimates,275,1972,45.67
estimates,275,1973,46.753
estimates,275,1974,48.084
estimates,275,1975,49.614
estimates,275,1976,51.253
estimates,275,1977,52.912
estimates,275,1978,54.541
estimates,275,1979,56.139
estimates,275,1980,57.743
estimates,275,1981,59.414
estimates,275,1982,61.245
estimates,275,1983,63.313
estimates,275,1984,65.657
estimates,275,1985,68.349
estimates,275,1986,71.45
estimates,275,1987,74.922
estimates,275,1988,78.68
estimates,275,1989,82.627
estimates,275,1990,86.636
estimates,275,1991,90.569
estimates,275,1992,94.293
estimates,275,1993,97.685
estimates,275,1994,100.652
estimates,275,1995,103.09
estimates,275,1996,104.933
estimates,275,1997,106.25
estimates,275,1998,107.149
estimates,275,1999,107.725
estimates,275,2000,108.108
estimates,275,2001,108.44
estimates,275,2002,108.856
estimates,275,2003,109.474
estimates,275,2004,110.377
estimates,275,2005,111.628
estimates,275,2006,113.238
estimates,275,2007,115.129
estimates,275,2008,117.217
estimates,275,2009,119.458
estimates,275,2010,121.806
estimates,275,2011,124.227
estimates,275,2012,126.672
estimates,275,2013,129.092
estimates,275,2014,131.434
estimates,275,2015,133.649
medium_variant,275,2015,133.649
medium_variant,275,2016,135.704
medium_variant,275,2017,137.599
medium_variant,275,2018,139.333
medium_variant,275,2019,140.894
medium_variant,275,2020,142.274
medium_variant,275,2021,143.478
medium_variant,275,2022,144.526
medium_variant,275,2023,145.444
medium_variant,275,2024,146.253
medium_variant,275,2025,146.969
medium_variant,275,2026,147.604
medium_variant,275,2027,148.171
medium_variant,275,2028,148.687
medium_variant,275,2029,149.168
medium_variant,275,2030,149.635
medium_variant,275,2031,150.1
medium_variant,275,2032,150.563
medium_variant,275,2033,151.027
medium_variant,275,2034,151.491
medium_variant,275,2035,151.96
medium_variant,275,2036,152.436
medium_variant,275,2037,152.906
medium_variant,275,2038,153.359
medium_variant,275,2039,153.779
medium_variant,275,2040,154.155
medium_variant,275,2041,154.478
medium_variant,275,2042,154.737
medium_variant,275,2043,154.919
medium_variant,275,2044,155.011
medium_variant,275,2045,155.001
medium_variant,275,2046,154.881
medium_variant,275,2047,154.65
medium_variant,275,2048,154.309
medium_variant,275,2049,153.85
medium_variant,275,2050,153.271
medium_variant,275,2051,152.565
medium_variant,275,2052,151.736
medium_variant,275,2053,150.793
medium_variant,275,2054,149.747
medium_variant,275,2055,148.609
medium_variant,275,2056,147.391
medium_variant,275,2057,146.106
medium_variant,275,2058,144.763
medium_variant,275,2059,143.372
medium_variant,275,2060,141.936
medium_variant,275,2061,140.451
medium_variant,275,2062,138.911
medium_variant,275,2063,137.316
medium_variant,275,2064,135.666
medium_variant,275,2065,133.968
medium_variant,275,2066,132.231
medium_variant,275,2067,130.458
medium_variant,275,2068,128.654
medium_variant,275,2069,126.821
medium_variant,275,2070,124.957
medium_variant,275,2071,123.054
medium_variant,275,2072,121.109
medium_variant,275,2073,119.119
medium_variant,275,2074,117.085
medium_variant,275,2075,115.007
medium_variant,275,2076,112.891
medium_variant,275,2077,110.743
medium_variant,275,2078,108.568
medium_variant,275,2079,106.374
medium_variant,275,2080,104.165
medium_variant,275,2081,101.947
medium_variant,275,2082,99.719
medium_variant,275,2083,97.482
medium_variant,275,2084,95.235
medium_variant,275,2085,92.978
medium_variant,275,2086,90.707
medium_variant,275,2087,88.417
medium_variant,275,2088,86.106
medium_variant,275,2089,83.771
medium_variant,275,2090,81.416
medium_variant,275,2091,79.038
medium_variant,275,2092,76.642
medium_variant,275,2093,74.228
medium_variant,275,2094,71.798
medium_variant,275,2095,69.353
medium_variant,275,2096,66.892
medium_variant,275,2097,64.417
medium_variant,275,2098,61.928
medium_variant,275,2099,59.424
