variant,country,year,populationnaturalchange
estimates,132,1950,4.862
estimates,132,1951,4.912
estimates,132,1952,5.01
estimates,132,1953,5.106
estimates,132,1954,5.2
estimates,132,1955,5.292
estimates,132,1956,5.382
estimates,132,1957,5.473
estimates,132,1958,5.565
estimates,132,1959,5.662
estimates,132,1960,5.767
estimates,132,1961,5.883
estimates,132,1962,6.013
estimates,132,1963,6.158
estimates,132,1964,6.314
estimates,132,1965,6.476
estimates,132,1966,6.634
estimates,132,1967,6.781
estimates,132,1968,6.915
estimates,132,1969,7.036
estimates,132,1970,7.149
estimates,132,1971,7.262
estimates,132,1972,7.386
estimates,132,1973,7.526
estimates,132,1974,7.69
estimates,132,1975,7.877
estimates,132,1976,8.089
estimates,132,1977,8.321
estimates,132,1978,8.566
estimates,132,1979,8.821
estimates,132,1980,9.085
estimates,132,1981,9.36
estimates,132,1982,9.642
estimates,132,1983,9.925
estimates,132,1984,10.198
estimates,132,1985,10.444
estimates,132,1986,10.65
estimates,132,1987,10.806
estimates,132,1988,10.906
estimates,132,1989,10.951
estimates,132,1990,10.943
estimates,132,1991,10.891
estimates,132,1992,10.812
estimates,132,1993,10.719
estimates,132,1994,10.62
estimates,132,1995,10.523
estimates,132,1996,10.434
estimates,132,1997,10.349
estimates,132,1998,10.266
estimates,132,1999,10.184
estimates,132,2000,10.101
estimates,132,2001,10.01
estimates,132,2002,9.906
estimates,132,2003,9.788
estimates,132,2004,9.654
estimates,132,2005,9.504
estimates,132,2006,9.337
estimates,132,2007,9.16
estimates,132,2008,8.979
estimates,132,2009,8.802
estimates,132,2010,8.641
estimates,132,2011,8.507
estimates,132,2012,8.406
estimates,132,2013,8.339
estimates,132,2014,8.306
estimates,132,2015,8.299
medium_variant,132,2015,8.299
medium_variant,132,2016,8.31
medium_variant,132,2017,8.326
medium_variant,132,2018,8.334
medium_variant,132,2019,8.327
medium_variant,132,2020,8.301
medium_variant,132,2021,8.253
medium_variant,132,2022,8.187
medium_variant,132,2023,8.107
medium_variant,132,2024,8.013
medium_variant,132,2025,7.906
medium_variant,132,2026,7.785
medium_variant,132,2027,7.653
medium_variant,132,2028,7.512
medium_variant,132,2029,7.362
medium_variant,132,2030,7.204
medium_variant,132,2031,7.04
medium_variant,132,2032,6.87
medium_variant,132,2033,6.695
medium_variant,132,2034,6.517
medium_variant,132,2035,6.336
medium_variant,132,2036,6.153
medium_variant,132,2037,5.969
medium_variant,132,2038,5.784
medium_variant,132,2039,5.599
medium_variant,132,2040,5.416
medium_variant,132,2041,5.236
medium_variant,132,2042,5.057
medium_variant,132,2043,4.882
medium_variant,132,2044,4.708
medium_variant,132,2045,4.537
medium_variant,132,2046,4.369
medium_variant,132,2047,4.201
medium_variant,132,2048,4.035
medium_variant,132,2049,3.868
medium_variant,132,2050,3.7
medium_variant,132,2051,3.533
medium_variant,132,2052,3.365
medium_variant,132,2053,3.196
medium_variant,132,2054,3.025
medium_variant,132,2055,2.852
medium_variant,132,2056,2.677
medium_variant,132,2057,2.5
medium_variant,132,2058,2.32
medium_variant,132,2059,2.136
medium_variant,132,2060,1.951
medium_variant,132,2061,1.762
medium_variant,132,2062,1.571
medium_variant,132,2063,1.378
medium_variant,132,2064,1.185
medium_variant,132,2065,0.989
medium_variant,132,2066,0.794
medium_variant,132,2067,0.6
medium_variant,132,2068,0.408
medium_variant,132,2069,0.219
medium_variant,132,2070,0.035
medium_variant,132,2071,-0.143
medium_variant,132,2072,-0.315
medium_variant,132,2073,-0.479
medium_variant,132,2074,-0.634
medium_variant,132,2075,-0.78
medium_variant,132,2076,-0.918
medium_variant,132,2077,-1.046
medium_variant,132,2078,-1.167
medium_variant,132,2079,-1.28
medium_variant,132,2080,-1.384
medium_variant,132,2081,-1.481
medium_variant,132,2082,-1.57
medium_variant,132,2083,-1.651
medium_variant,132,2084,-1.725
medium_variant,132,2085,-1.792
medium_variant,132,2086,-1.855
medium_variant,132,2087,-1.911
medium_variant,132,2088,-1.965
medium_variant,132,2089,-2.014
medium_variant,132,2090,-2.062
medium_variant,132,2091,-2.107
medium_variant,132,2092,-2.15
medium_variant,132,2093,-2.191
medium_variant,132,2094,-2.229
medium_variant,132,2095,-2.267
medium_variant,132,2096,-2.301
medium_variant,132,2097,-2.334
medium_variant,132,2098,-2.365
medium_variant,132,2099,-2.394
