variant,country,year,populationnaturalchange
estimates,364,1950,400.481
estimates,364,1951,409.107
estimates,364,1952,426.405
estimates,364,1953,443.791
estimates,364,1954,461.266
estimates,364,1955,478.824
estimates,364,1956,496.438
estimates,364,1957,514.096
estimates,364,1958,531.761
estimates,364,1959,549.354
estimates,364,1960,566.812
estimates,364,1961,584.095
estimates,364,1962,601.217
estimates,364,1963,618.296
estimates,364,1964,635.552
estimates,364,1965,652.907
estimates,364,1966,670.186
estimates,364,1967,687.719
estimates,364,1968,706.206
estimates,364,1969,726.57
estimates,364,1970,750.516
estimates,364,1971,779.911
estimates,364,1972,815.58
estimates,364,1973,857.605
estimates,364,1974,905.46
estimates,364,1975,957.944
estimates,364,1976,1013.319
estimates,364,1977,1069.322
estimates,364,1978,1123.947
estimates,364,1979,1175.941
estimates,364,1980,1225.666
estimates,364,1981,1274.518
estimates,364,1982,1323.225
estimates,364,1983,1371.12
estimates,364,1984,1416.031
estimates,364,1985,1454.087
estimates,364,1986,1480.85
estimates,364,1987,1493.305
estimates,364,1988,1489.791
estimates,364,1989,1470.11
estimates,364,1990,1434.686
estimates,364,1991,1385.12
estimates,364,1992,1325.762
estimates,364,1993,1261.322
estimates,364,1994,1195.425
estimates,364,1995,1131.455
estimates,364,1996,1071.899
estimates,364,1997,1017.829
estimates,364,1998,970.421
estimates,364,1999,931.335
estimates,364,2000,902.045
estimates,364,2001,883.244
estimates,364,2002,873.741
estimates,364,2003,872.093
estimates,364,2004,877.348
estimates,364,2005,889.138
estimates,364,2006,907.26
estimates,364,2007,930.297
estimates,364,2008,956.002
estimates,364,2009,981.742
estimates,364,2010,1004.253
estimates,364,2011,1020.45
estimates,364,2012,1028.572
estimates,364,2013,1027.418
estimates,364,2014,1016.201
estimates,364,2015,994.693
medium_variant,364,2015,994.693
medium_variant,364,2016,963.601
medium_variant,364,2017,925.408
medium_variant,364,2018,882.642
medium_variant,364,2019,836.981
medium_variant,364,2020,789.761
medium_variant,364,2021,741.841
medium_variant,364,2022,693.736
medium_variant,364,2023,646.251
medium_variant,364,2024,600.586
medium_variant,364,2025,557.874
medium_variant,364,2026,518.904
medium_variant,364,2027,483.756
medium_variant,364,2028,452.467
medium_variant,364,2029,425.253
medium_variant,364,2030,402.355
medium_variant,364,2031,383.831
medium_variant,364,2032,369.07
medium_variant,364,2033,357.27
medium_variant,364,2034,347.717
medium_variant,364,2035,339.802
medium_variant,364,2036,333.03
medium_variant,364,2037,326.804
medium_variant,364,2038,320.354
medium_variant,364,2039,312.826
medium_variant,364,2040,303.4
medium_variant,364,2041,291.487
medium_variant,364,2042,276.925
medium_variant,364,2043,259.568
medium_variant,364,2044,239.158
medium_variant,364,2045,215.434
medium_variant,364,2046,188.298
medium_variant,364,2047,158.135
medium_variant,364,2048,125.45
medium_variant,364,2049,90.664
medium_variant,364,2050,54.121
medium_variant,364,2051,16.102
medium_variant,364,2052,-22.973
medium_variant,364,2053,-62.546
medium_variant,364,2054,-102.007
medium_variant,364,2055,-140.829
medium_variant,364,2056,-178.646
medium_variant,364,2057,-215.271
medium_variant,364,2058,-250.445
medium_variant,364,2059,-283.797
medium_variant,364,2060,-315.017
medium_variant,364,2061,-343.934
medium_variant,364,2062,-370.618
medium_variant,364,2063,-395.134
medium_variant,364,2064,-417.443
medium_variant,364,2065,-437.55
medium_variant,364,2066,-455.505
medium_variant,364,2067,-471.443
medium_variant,364,2068,-485.488
medium_variant,364,2069,-497.715
medium_variant,364,2070,-508.185
medium_variant,364,2071,-516.931
medium_variant,364,2072,-523.956
medium_variant,364,2073,-529.266
medium_variant,364,2074,-532.89
medium_variant,364,2075,-534.764
medium_variant,364,2076,-534.784
medium_variant,364,2077,-532.946
medium_variant,364,2078,-529.338
medium_variant,364,2079,-524.131
medium_variant,364,2080,-517.444
medium_variant,364,2081,-509.387
medium_variant,364,2082,-500.198
medium_variant,364,2083,-490.203
medium_variant,364,2084,-479.746
medium_variant,364,2085,-469.125
medium_variant,364,2086,-458.549
medium_variant,364,2087,-448.178
medium_variant,364,2088,-438.224
medium_variant,364,2089,-428.959
medium_variant,364,2090,-420.59
medium_variant,364,2091,-413.25
medium_variant,364,2092,-407.011
medium_variant,364,2093,-401.908
medium_variant,364,2094,-397.949
medium_variant,364,2095,-395.147
medium_variant,364,2096,-393.516
medium_variant,364,2097,-393.046
medium_variant,364,2098,-393.736
medium_variant,364,2099,-395.583
