variant,country,year,populationnaturalchange
estimates,178,1950,16.983
estimates,178,1951,17.359
estimates,178,1952,18.135
estimates,178,1953,18.968
estimates,178,1954,19.855
estimates,178,1955,20.798
estimates,178,1956,21.794
estimates,178,1957,22.844
estimates,178,1958,23.942
estimates,178,1959,25.086
estimates,178,1960,26.267
estimates,178,1961,27.48
estimates,178,1962,28.721
estimates,178,1963,29.984
estimates,178,1964,31.268
estimates,178,1965,32.578
estimates,178,1966,33.925
estimates,178,1967,35.312
estimates,178,1968,36.745
estimates,178,1969,38.22
estimates,178,1970,39.74
estimates,178,1971,41.303
estimates,178,1972,42.903
estimates,178,1973,44.518
estimates,178,1974,46.129
estimates,178,1975,47.709
estimates,178,1976,49.233
estimates,178,1977,50.683
estimates,178,1978,52.051
estimates,178,1979,53.329
estimates,178,1980,54.519
estimates,178,1981,55.63
estimates,178,1982,56.684
estimates,178,1983,57.703
estimates,178,1984,58.703
estimates,178,1985,59.683
estimates,178,1986,60.641
estimates,178,1987,61.578
estimates,178,1988,62.507
estimates,178,1989,63.454
estimates,178,1990,64.437
estimates,178,1991,65.475
estimates,178,1992,66.593
estimates,178,1993,67.82
estimates,178,1994,69.184
estimates,178,1995,70.686
estimates,178,1996,72.313
estimates,178,1997,74.07
estimates,178,1998,75.991
estimates,178,1999,78.139
estimates,178,2000,80.649
estimates,178,2001,83.675
estimates,178,2002,87.274
estimates,178,2003,91.432
estimates,178,2004,96.076
estimates,178,2005,101.091
estimates,178,2006,106.317
estimates,178,2007,111.546
estimates,178,2008,116.576
estimates,178,2009,121.26
estimates,178,2010,125.438
estimates,178,2011,129.002
estimates,178,2012,132.002
estimates,178,2013,134.525
estimates,178,2014,136.645
estimates,178,2015,138.478
medium_variant,178,2015,138.478
medium_variant,178,2016,140.166
medium_variant,178,2017,141.868
medium_variant,178,2018,143.727
medium_variant,178,2019,145.839
medium_variant,178,2020,148.272
medium_variant,178,2021,151.042
medium_variant,178,2022,154.078
medium_variant,178,2023,157.311
medium_variant,178,2024,160.716
medium_variant,178,2025,164.277
medium_variant,178,2026,167.98
medium_variant,178,2027,171.795
medium_variant,178,2028,175.672
medium_variant,178,2029,179.558
medium_variant,178,2030,183.399
medium_variant,178,2031,187.155
medium_variant,178,2032,190.796
medium_variant,178,2033,194.288
medium_variant,178,2034,197.596
medium_variant,178,2035,200.681
medium_variant,178,2036,203.519
medium_variant,178,2037,206.125
medium_variant,178,2038,208.518
medium_variant,178,2039,210.717
medium_variant,178,2040,212.734
medium_variant,178,2041,214.593
medium_variant,178,2042,216.328
medium_variant,178,2043,217.981
medium_variant,178,2044,219.586
medium_variant,178,2045,221.18
medium_variant,178,2046,222.792
medium_variant,178,2047,224.425
medium_variant,178,2048,226.087
medium_variant,178,2049,227.789
medium_variant,178,2050,229.538
medium_variant,178,2051,231.333
medium_variant,178,2052,233.156
medium_variant,178,2053,234.987
medium_variant,178,2054,236.814
medium_variant,178,2055,238.63
medium_variant,178,2056,240.436
medium_variant,178,2057,242.22
medium_variant,178,2058,243.967
medium_variant,178,2059,245.652
medium_variant,178,2060,247.249
medium_variant,178,2061,248.739
medium_variant,178,2062,250.103
medium_variant,178,2063,251.324
medium_variant,178,2064,252.389
medium_variant,178,2065,253.285
medium_variant,178,2066,254.006
medium_variant,178,2067,254.565
medium_variant,178,2068,254.973
medium_variant,178,2069,255.235
medium_variant,178,2070,255.357
medium_variant,178,2071,255.35
medium_variant,178,2072,255.219
medium_variant,178,2073,254.975
medium_variant,178,2074,254.621
medium_variant,178,2075,254.157
medium_variant,178,2076,253.578
medium_variant,178,2077,252.882
medium_variant,178,2078,252.069
medium_variant,178,2079,251.142
medium_variant,178,2080,250.115
medium_variant,178,2081,249.001
medium_variant,178,2082,247.809
medium_variant,178,2083,246.54
medium_variant,178,2084,245.188
medium_variant,178,2085,243.738
medium_variant,178,2086,242.167
medium_variant,178,2087,240.456
medium_variant,178,2088,238.597
medium_variant,178,2089,236.592
medium_variant,178,2090,234.452
medium_variant,178,2091,232.196
medium_variant,178,2092,229.842
medium_variant,178,2093,227.409
medium_variant,178,2094,224.911
medium_variant,178,2095,222.358
medium_variant,178,2096,219.754
medium_variant,178,2097,217.103
medium_variant,178,2098,214.405
medium_variant,178,2099,211.66
