variant,country,year,populationnaturalchange
estimates,296,1950,0.819
estimates,296,1951,0.847
estimates,296,1952,0.901
estimates,296,1953,0.953
estimates,296,1954,1.004
estimates,296,1955,1.052
estimates,296,1956,1.098
estimates,296,1957,1.141
estimates,296,1958,1.181
estimates,296,1959,1.216
estimates,296,1960,1.245
estimates,296,1961,1.266
estimates,296,1962,1.278
estimates,296,1963,1.281
estimates,296,1964,1.275
estimates,296,1965,1.262
estimates,296,1966,1.238
estimates,296,1967,1.209
estimates,296,1968,1.178
estimates,296,1969,1.147
estimates,296,1970,1.124
estimates,296,1971,1.111
estimates,296,1972,1.112
estimates,296,1973,1.127
estimates,296,1974,1.158
estimates,296,1975,1.2
estimates,296,1976,1.25
estimates,296,1977,1.303
estimates,296,1978,1.355
estimates,296,1979,1.403
estimates,296,1980,1.45
estimates,296,1981,1.495
estimates,296,1982,1.542
estimates,296,1983,1.593
estimates,296,1984,1.646
estimates,296,1985,1.7
estimates,296,1986,1.755
estimates,296,1987,1.808
estimates,296,1988,1.856
estimates,296,1989,1.899
estimates,296,1990,1.933
estimates,296,1991,1.956
estimates,296,1992,1.971
estimates,296,1993,1.974
estimates,296,1994,1.972
estimates,296,1995,1.964
estimates,296,1996,1.953
estimates,296,1997,1.944
estimates,296,1998,1.938
estimates,296,1999,1.937
estimates,296,2000,1.944
estimates,296,2001,1.959
estimates,296,2002,1.981
estimates,296,2003,2.007
estimates,296,2004,2.039
estimates,296,2005,2.076
estimates,296,2006,2.116
estimates,296,2007,2.159
estimates,296,2008,2.204
estimates,296,2009,2.248
estimates,296,2010,2.289
estimates,296,2011,2.327
estimates,296,2012,2.359
estimates,296,2013,2.387
estimates,296,2014,2.408
estimates,296,2015,2.423
medium_variant,296,2015,2.423
medium_variant,296,2016,2.431
medium_variant,296,2017,2.435
medium_variant,296,2018,2.435
medium_variant,296,2019,2.432
medium_variant,296,2020,2.425
medium_variant,296,2021,2.415
medium_variant,296,2022,2.401
medium_variant,296,2023,2.383
medium_variant,296,2024,2.363
medium_variant,296,2025,2.341
medium_variant,296,2026,2.317
medium_variant,296,2027,2.291
medium_variant,296,2028,2.267
medium_variant,296,2029,2.243
medium_variant,296,2030,2.221
medium_variant,296,2031,2.205
medium_variant,296,2032,2.192
medium_variant,296,2033,2.185
medium_variant,296,2034,2.183
medium_variant,296,2035,2.187
medium_variant,296,2036,2.197
medium_variant,296,2037,2.211
medium_variant,296,2038,2.227
medium_variant,296,2039,2.246
medium_variant,296,2040,2.264
medium_variant,296,2041,2.282
medium_variant,296,2042,2.297
medium_variant,296,2043,2.309
medium_variant,296,2044,2.316
medium_variant,296,2045,2.319
medium_variant,296,2046,2.316
medium_variant,296,2047,2.309
medium_variant,296,2048,2.298
medium_variant,296,2049,2.282
medium_variant,296,2050,2.262
medium_variant,296,2051,2.238
medium_variant,296,2052,2.212
medium_variant,296,2053,2.183
medium_variant,296,2054,2.152
medium_variant,296,2055,2.119
medium_variant,296,2056,2.085
medium_variant,296,2057,2.05
medium_variant,296,2058,2.015
medium_variant,296,2059,1.98
medium_variant,296,2060,1.946
medium_variant,296,2061,1.914
medium_variant,296,2062,1.884
medium_variant,296,2063,1.856
medium_variant,296,2064,1.831
medium_variant,296,2065,1.809
medium_variant,296,2066,1.79
medium_variant,296,2067,1.774
medium_variant,296,2068,1.76
medium_variant,296,2069,1.748
medium_variant,296,2070,1.739
medium_variant,296,2071,1.729
medium_variant,296,2072,1.72
medium_variant,296,2073,1.712
medium_variant,296,2074,1.701
medium_variant,296,2075,1.689
medium_variant,296,2076,1.675
medium_variant,296,2077,1.658
medium_variant,296,2078,1.639
medium_variant,296,2079,1.615
medium_variant,296,2080,1.589
medium_variant,296,2081,1.559
medium_variant,296,2082,1.526
medium_variant,296,2083,1.49
medium_variant,296,2084,1.451
medium_variant,296,2085,1.411
medium_variant,296,2086,1.369
medium_variant,296,2087,1.327
medium_variant,296,2088,1.284
medium_variant,296,2089,1.242
medium_variant,296,2090,1.202
medium_variant,296,2091,1.162
medium_variant,296,2092,1.123
medium_variant,296,2093,1.087
medium_variant,296,2094,1.053
medium_variant,296,2095,1.019
medium_variant,296,2096,0.988
medium_variant,296,2097,0.958
medium_variant,296,2098,0.93
medium_variant,296,2099,0.905
