variant,country,year,populationnaturalchange
estimates,474,1950,5.873
estimates,474,1951,6
estimates,474,1952,6.241
estimates,474,1953,6.463
estimates,474,1954,6.662
estimates,474,1955,6.841
estimates,474,1956,6.999
estimates,474,1957,7.137
estimates,474,1958,7.255
estimates,474,1959,7.357
estimates,474,1960,7.442
estimates,474,1961,7.512
estimates,474,1962,7.567
estimates,474,1963,7.606
estimates,474,1964,7.621
estimates,474,1965,7.607
estimates,474,1966,7.555
estimates,474,1967,7.457
estimates,474,1968,7.31
estimates,474,1969,7.111
estimates,474,1970,6.849
estimates,474,1971,6.519
estimates,474,1972,6.125
estimates,474,1973,5.684
estimates,474,1974,5.215
estimates,474,1975,4.747
estimates,474,1976,4.307
estimates,474,1977,3.919
estimates,474,1978,3.602
estimates,474,1979,3.366
estimates,474,1980,3.222
estimates,474,1981,3.171
estimates,474,1982,3.192
estimates,474,1983,3.261
estimates,474,1984,3.363
estimates,474,1985,3.474
estimates,474,1986,3.571
estimates,474,1987,3.645
estimates,474,1988,3.683
estimates,474,1989,3.681
estimates,474,1990,3.642
estimates,474,1991,3.573
estimates,474,1992,3.492
estimates,474,1993,3.413
estimates,474,1994,3.341
estimates,474,1995,3.279
estimates,474,1996,3.224
estimates,474,1997,3.17
estimates,474,1998,3.115
estimates,474,1999,3.055
estimates,474,2000,2.992
estimates,474,2001,2.927
estimates,474,2002,2.861
estimates,474,2003,2.793
estimates,474,2004,2.722
estimates,474,2005,2.642
estimates,474,2006,2.546
estimates,474,2007,2.433
estimates,474,2008,2.299
estimates,474,2009,2.15
estimates,474,2010,1.987
estimates,474,2011,1.816
estimates,474,2012,1.645
estimates,474,2013,1.479
estimates,474,2014,1.324
estimates,474,2015,1.181
medium_variant,474,2015,1.181
medium_variant,474,2016,1.052
medium_variant,474,2017,0.933
medium_variant,474,2018,0.824
medium_variant,474,2019,0.722
medium_variant,474,2020,0.631
medium_variant,474,2021,0.547
medium_variant,474,2022,0.472
medium_variant,474,2023,0.404
medium_variant,474,2024,0.344
medium_variant,474,2025,0.288
medium_variant,474,2026,0.237
medium_variant,474,2027,0.19
medium_variant,474,2028,0.146
medium_variant,474,2029,0.103
medium_variant,474,2030,0.06
medium_variant,474,2031,0.014
medium_variant,474,2032,-0.035
medium_variant,474,2033,-0.088
medium_variant,474,2034,-0.147
medium_variant,474,2035,-0.213
medium_variant,474,2036,-0.289
medium_variant,474,2037,-0.373
medium_variant,474,2038,-0.466
medium_variant,474,2039,-0.564
medium_variant,474,2040,-0.669
medium_variant,474,2041,-0.778
medium_variant,474,2042,-0.89
medium_variant,474,2043,-1
medium_variant,474,2044,-1.108
medium_variant,474,2045,-1.209
medium_variant,474,2046,-1.302
medium_variant,474,2047,-1.386
medium_variant,474,2048,-1.46
medium_variant,474,2049,-1.523
medium_variant,474,2050,-1.572
medium_variant,474,2051,-1.609
medium_variant,474,2052,-1.635
medium_variant,474,2053,-1.648
medium_variant,474,2054,-1.651
medium_variant,474,2055,-1.644
medium_variant,474,2056,-1.628
medium_variant,474,2057,-1.603
medium_variant,474,2058,-1.57
medium_variant,474,2059,-1.53
medium_variant,474,2060,-1.486
medium_variant,474,2061,-1.435
medium_variant,474,2062,-1.379
medium_variant,474,2063,-1.32
medium_variant,474,2064,-1.257
medium_variant,474,2065,-1.194
medium_variant,474,2066,-1.13
medium_variant,474,2067,-1.068
medium_variant,474,2068,-1.007
medium_variant,474,2069,-0.95
medium_variant,474,2070,-0.897
medium_variant,474,2071,-0.847
medium_variant,474,2072,-0.803
medium_variant,474,2073,-0.764
medium_variant,474,2074,-0.73
medium_variant,474,2075,-0.701
medium_variant,474,2076,-0.679
medium_variant,474,2077,-0.662
medium_variant,474,2078,-0.651
medium_variant,474,2079,-0.647
medium_variant,474,2080,-0.647
medium_variant,474,2081,-0.652
medium_variant,474,2082,-0.664
medium_variant,474,2083,-0.677
medium_variant,474,2084,-0.695
medium_variant,474,2085,-0.712
medium_variant,474,2086,-0.73
medium_variant,474,2087,-0.745
medium_variant,474,2088,-0.759
medium_variant,474,2089,-0.771
medium_variant,474,2090,-0.782
medium_variant,474,2091,-0.793
medium_variant,474,2092,-0.805
medium_variant,474,2093,-0.819
medium_variant,474,2094,-0.837
medium_variant,474,2095,-0.858
medium_variant,474,2096,-0.883
medium_variant,474,2097,-0.912
medium_variant,474,2098,-0.947
medium_variant,474,2099,-0.985
