variant,country,year,populationnaturalchange
estimates,428,1950,7.247
estimates,428,1951,7.818
estimates,428,1952,8.892
estimates,428,1953,9.828
estimates,428,1954,10.626
estimates,428,1955,11.285
estimates,428,1956,11.803
estimates,428,1957,12.176
estimates,428,1958,12.402
estimates,428,1959,12.47
estimates,428,1960,12.376
estimates,428,1961,12.115
estimates,428,1962,11.697
estimates,428,1963,11.145
estimates,428,1964,10.498
estimates,428,1965,9.827
estimates,428,1966,9.207
estimates,428,1967,8.686
estimates,428,1968,8.282
estimates,428,1969,7.991
estimates,428,1970,7.749
estimates,428,1971,7.457
estimates,428,1972,7.036
estimates,428,1973,6.455
estimates,428,1974,5.74
estimates,428,1975,4.975
estimates,428,1976,4.279
estimates,428,1977,3.771
estimates,428,1978,3.532
estimates,428,1979,3.583
estimates,428,1980,3.969
estimates,428,1981,4.712
estimates,428,1982,5.701
estimates,428,1983,6.777
estimates,428,1984,7.779
estimates,428,1985,8.435
estimates,428,1986,8.456
estimates,428,1987,7.71
estimates,428,1988,6.163
estimates,428,1989,3.872
estimates,428,1990,0.98
estimates,428,1991,-2.278
estimates,428,1992,-5.575
estimates,428,1993,-8.613
estimates,428,1994,-11.203
estimates,428,1995,-13.18
estimates,428,1996,-14.462
estimates,428,1997,-15.145
estimates,428,1998,-15.344
estimates,428,1999,-15.115
estimates,428,2000,-14.55
estimates,428,2001,-13.752
estimates,428,2002,-12.844
estimates,428,2003,-11.938
estimates,428,2004,-11.116
estimates,428,2005,-10.432
estimates,428,2006,-9.895
estimates,428,2007,-9.462
estimates,428,2008,-9.101
estimates,428,2009,-8.82
estimates,428,2010,-8.631
estimates,428,2011,-8.547
estimates,428,2012,-8.564
estimates,428,2013,-8.672
estimates,428,2014,-8.858
estimates,428,2015,-9.104
medium_variant,428,2015,-9.104
medium_variant,428,2016,-9.388
medium_variant,428,2017,-9.687
medium_variant,428,2018,-9.983
medium_variant,428,2019,-10.262
medium_variant,428,2020,-10.519
medium_variant,428,2021,-10.76
medium_variant,428,2022,-10.994
medium_variant,428,2023,-11.23
medium_variant,428,2024,-11.457
medium_variant,428,2025,-11.673
medium_variant,428,2026,-11.867
medium_variant,428,2027,-12.031
medium_variant,428,2028,-12.155
medium_variant,428,2029,-12.232
medium_variant,428,2030,-12.253
medium_variant,428,2031,-12.212
medium_variant,428,2032,-12.112
medium_variant,428,2033,-11.958
medium_variant,428,2034,-11.761
medium_variant,428,2035,-11.527
medium_variant,428,2036,-11.266
medium_variant,428,2037,-10.99
medium_variant,428,2038,-10.713
medium_variant,428,2039,-10.447
medium_variant,428,2040,-10.205
medium_variant,428,2041,-9.994
medium_variant,428,2042,-9.816
medium_variant,428,2043,-9.669
medium_variant,428,2044,-9.556
medium_variant,428,2045,-9.473
medium_variant,428,2046,-9.42
medium_variant,428,2047,-9.388
medium_variant,428,2048,-9.368
medium_variant,428,2049,-9.357
medium_variant,428,2050,-9.352
medium_variant,428,2051,-9.347
medium_variant,428,2052,-9.343
medium_variant,428,2053,-9.339
medium_variant,428,2054,-9.331
medium_variant,428,2055,-9.314
medium_variant,428,2056,-9.29
medium_variant,428,2057,-9.255
medium_variant,428,2058,-9.209
medium_variant,428,2059,-9.15
medium_variant,428,2060,-9.079
medium_variant,428,2061,-8.994
medium_variant,428,2062,-8.896
medium_variant,428,2063,-8.786
medium_variant,428,2064,-8.663
medium_variant,428,2065,-8.527
medium_variant,428,2066,-8.379
medium_variant,428,2067,-8.217
medium_variant,428,2068,-8.043
medium_variant,428,2069,-7.859
medium_variant,428,2070,-7.664
medium_variant,428,2071,-7.462
medium_variant,428,2072,-7.252
medium_variant,428,2073,-7.038
medium_variant,428,2074,-6.821
medium_variant,428,2075,-6.601
medium_variant,428,2076,-6.379
medium_variant,428,2077,-6.158
medium_variant,428,2078,-5.937
medium_variant,428,2079,-5.72
medium_variant,428,2080,-5.508
medium_variant,428,2081,-5.301
medium_variant,428,2082,-5.102
medium_variant,428,2083,-4.915
medium_variant,428,2084,-4.74
medium_variant,428,2085,-4.581
medium_variant,428,2086,-4.441
medium_variant,428,2087,-4.32
medium_variant,428,2088,-4.219
medium_variant,428,2089,-4.14
medium_variant,428,2090,-4.081
medium_variant,428,2091,-4.043
medium_variant,428,2092,-4.025
medium_variant,428,2093,-4.026
medium_variant,428,2094,-4.044
medium_variant,428,2095,-4.081
medium_variant,428,2096,-4.133
medium_variant,428,2097,-4.204
medium_variant,428,2098,-4.29
medium_variant,428,2099,-4.393
