variant,country,year,populationnaturalchange
estimates,882,1950,2.892
estimates,882,1951,2.905
estimates,882,1952,2.94
estimates,882,1953,2.987
estimates,882,1954,3.051
estimates,882,1955,3.128
estimates,882,1956,3.219
estimates,882,1957,3.322
estimates,882,1958,3.436
estimates,882,1959,3.556
estimates,882,1960,3.678
estimates,882,1961,3.796
estimates,882,1962,3.906
estimates,882,1963,4.002
estimates,882,1964,4.081
estimates,882,1965,4.144
estimates,882,1966,4.19
estimates,882,1967,4.224
estimates,882,1968,4.25
estimates,882,1969,4.27
estimates,882,1970,4.284
estimates,882,1971,4.297
estimates,882,1972,4.306
estimates,882,1973,4.314
estimates,882,1974,4.322
estimates,882,1975,4.33
estimates,882,1976,4.338
estimates,882,1977,4.348
estimates,882,1978,4.357
estimates,882,1979,4.367
estimates,882,1980,4.374
estimates,882,1981,4.378
estimates,882,1982,4.377
estimates,882,1983,4.373
estimates,882,1984,4.364
estimates,882,1985,4.348
estimates,882,1986,4.328
estimates,882,1987,4.305
estimates,882,1988,4.279
estimates,882,1989,4.255
estimates,882,1990,4.234
estimates,882,1991,4.223
estimates,882,1992,4.224
estimates,882,1993,4.236
estimates,882,1994,4.256
estimates,882,1995,4.28
estimates,882,1996,4.302
estimates,882,1997,4.313
estimates,882,1998,4.313
estimates,882,1999,4.301
estimates,882,2000,4.282
estimates,882,2001,4.264
estimates,882,2002,4.252
estimates,882,2003,4.252
estimates,882,2004,4.264
estimates,882,2005,4.28
estimates,882,2006,4.295
estimates,882,2007,4.301
estimates,882,2008,4.29
estimates,882,2009,4.263
estimates,882,2010,4.218
estimates,882,2011,4.158
estimates,882,2012,4.091
estimates,882,2013,4.024
estimates,882,2014,3.957
estimates,882,2015,3.896
medium_variant,882,2015,3.896
medium_variant,882,2016,3.843
medium_variant,882,2017,3.796
medium_variant,882,2018,3.757
medium_variant,882,2019,3.726
medium_variant,882,2020,3.703
medium_variant,882,2021,3.687
medium_variant,882,2022,3.679
medium_variant,882,2023,3.675
medium_variant,882,2024,3.678
medium_variant,882,2025,3.684
medium_variant,882,2026,3.695
medium_variant,882,2027,3.709
medium_variant,882,2028,3.727
medium_variant,882,2029,3.746
medium_variant,882,2030,3.764
medium_variant,882,2031,3.781
medium_variant,882,2032,3.797
medium_variant,882,2033,3.806
medium_variant,882,2034,3.812
medium_variant,882,2035,3.809
medium_variant,882,2036,3.798
medium_variant,882,2037,3.778
medium_variant,882,2038,3.749
medium_variant,882,2039,3.713
medium_variant,882,2040,3.668
medium_variant,882,2041,3.615
medium_variant,882,2042,3.554
medium_variant,882,2043,3.488
medium_variant,882,2044,3.419
medium_variant,882,2045,3.348
medium_variant,882,2046,3.276
medium_variant,882,2047,3.204
medium_variant,882,2048,3.133
medium_variant,882,2049,3.065
medium_variant,882,2050,3.003
medium_variant,882,2051,2.947
medium_variant,882,2052,2.897
medium_variant,882,2053,2.853
medium_variant,882,2054,2.815
medium_variant,882,2055,2.784
medium_variant,882,2056,2.759
medium_variant,882,2057,2.739
medium_variant,882,2058,2.722
medium_variant,882,2059,2.708
medium_variant,882,2060,2.693
medium_variant,882,2061,2.68
medium_variant,882,2062,2.667
medium_variant,882,2063,2.652
medium_variant,882,2064,2.635
medium_variant,882,2065,2.613
medium_variant,882,2066,2.588
medium_variant,882,2067,2.556
medium_variant,882,2068,2.521
medium_variant,882,2069,2.479
medium_variant,882,2070,2.431
medium_variant,882,2071,2.378
medium_variant,882,2072,2.32
medium_variant,882,2073,2.257
medium_variant,882,2074,2.191
medium_variant,882,2075,2.121
medium_variant,882,2076,2.049
medium_variant,882,2077,1.974
medium_variant,882,2078,1.897
medium_variant,882,2079,1.821
medium_variant,882,2080,1.745
medium_variant,882,2081,1.669
medium_variant,882,2082,1.594
medium_variant,882,2083,1.522
medium_variant,882,2084,1.451
medium_variant,882,2085,1.383
medium_variant,882,2086,1.317
medium_variant,882,2087,1.252
medium_variant,882,2088,1.191
medium_variant,882,2089,1.13
medium_variant,882,2090,1.072
medium_variant,882,2091,1.016
medium_variant,882,2092,0.961
medium_variant,882,2093,0.909
medium_variant,882,2094,0.859
medium_variant,882,2095,0.809
medium_variant,882,2096,0.762
medium_variant,882,2097,0.718
medium_variant,882,2098,0.675
medium_variant,882,2099,0.634
