variant,country,year,gender,childdependencyratio2569
estimates,112,1950,male,122.887
estimates,112,1951,male,122.478
estimates,112,1952,male,120.592
estimates,112,1953,male,118.376
estimates,112,1954,male,116.597
estimates,112,1955,male,115.491
estimates,112,1956,male,114.435
estimates,112,1957,male,113.954
estimates,112,1958,male,113.731
estimates,112,1959,male,113.269
estimates,112,1960,male,112.327
estimates,112,1961,male,111.349
estimates,112,1962,male,109.687
estimates,112,1963,male,107.853
estimates,112,1964,male,106.579
estimates,112,1965,male,106.195
estimates,112,1966,male,106.059
estimates,112,1967,male,106.74
estimates,112,1968,male,107.854
estimates,112,1969,male,108.877
estimates,112,1970,male,109.527
estimates,112,1971,male,108.976
estimates,112,1972,male,108.335
estimates,112,1973,male,107.414
estimates,112,1974,male,106.072
estimates,112,1975,male,104.313
estimates,112,1976,male,102.938
estimates,112,1977,male,100.796
estimates,112,1978,male,98.103
estimates,112,1979,male,95.151
estimates,112,1980,male,92.159
estimates,112,1981,male,89.648
estimates,112,1982,male,87.167
estimates,112,1983,male,84.778
estimates,112,1984,male,82.497
estimates,112,1985,male,80.386
estimates,112,1986,male,78.818
estimates,112,1987,male,77.276
estimates,112,1988,male,75.854
estimates,112,1989,male,74.686
estimates,112,1990,male,73.827
estimates,112,1991,male,73.833
estimates,112,1992,male,73.955
estimates,112,1993,male,74.088
estimates,112,1994,male,74.073
estimates,112,1995,male,73.808
estimates,112,1996,male,72.867
estimates,112,1997,male,71.868
estimates,112,1998,male,70.8
estimates,112,1999,male,69.65
estimates,112,2000,male,68.432
estimates,112,2001,male,67.557
estimates,112,2002,male,66.616
estimates,112,2003,male,65.551
estimates,112,2004,male,64.308
estimates,112,2005,male,62.878
estimates,112,2006,male,61.732
estimates,112,2007,male,60.375
estimates,112,2008,male,58.934
estimates,112,2009,male,57.516
estimates,112,2010,male,56.173
estimates,112,2011,male,54.869
estimates,112,2012,male,53.597
estimates,112,2013,male,52.453
estimates,112,2014,male,51.511
