variant,country,year,gender,childdependencyratio2569
estimates,104,1950,male,127.56
estimates,104,1951,male,128.671
estimates,104,1952,male,130.086
estimates,104,1953,male,131.122
estimates,104,1954,male,131.728
estimates,104,1955,male,132.182
estimates,104,1956,male,134.268
estimates,104,1957,male,135.626
estimates,104,1958,male,136.826
estimates,104,1959,male,138.312
estimates,104,1960,male,140.207
estimates,104,1961,male,142.565
estimates,104,1962,male,145.349
estimates,104,1963,male,148.373
estimates,104,1964,male,151.356
estimates,104,1965,male,154.209
estimates,104,1966,male,157.804
estimates,104,1967,male,161.202
estimates,104,1968,male,164.365
estimates,104,1969,male,167.271
estimates,104,1970,male,169.872
estimates,104,1971,male,173.123
estimates,104,1972,male,175.792
estimates,104,1973,male,177.83
estimates,104,1974,male,179.122
estimates,104,1975,male,179.613
estimates,104,1976,male,179.897
estimates,104,1977,male,179.359
estimates,104,1978,male,178.249
estimates,104,1979,male,176.894
estimates,104,1980,male,175.503
estimates,104,1981,male,174.707
estimates,104,1982,male,173.812
estimates,104,1983,male,172.749
estimates,104,1984,male,171.373
estimates,104,1985,male,169.607
estimates,104,1986,male,168.3
estimates,104,1987,male,166.42
estimates,104,1988,male,164.12
estimates,104,1989,male,161.572
estimates,104,1990,male,158.85
estimates,104,1991,male,156.021
estimates,104,1992,male,153.193
estimates,104,1993,male,150.335
estimates,104,1994,male,147.419
estimates,104,1995,male,144.487
estimates,104,1996,male,141.637
estimates,104,1997,male,138.83
estimates,104,1998,male,136.049
estimates,104,1999,male,133.285
estimates,104,2000,male,130.542
estimates,104,2001,male,128.023
estimates,104,2002,male,125.56
estimates,104,2003,male,123.149
estimates,104,2004,male,120.713
estimates,104,2005,male,118.208
estimates,104,2006,male,115.312
estimates,104,2007,male,112.329
estimates,104,2008,male,109.519
estimates,104,2009,male,107.125
estimates,104,2010,male,105.225
estimates,104,2011,male,103.239
estimates,104,2012,male,101.536
estimates,104,2013,male,100.012
estimates,104,2014,male,98.532
estimates,104,2015,male,97.045
medium_variant,104,2015,male,97.045
medium_variant,104,2016,male,95.619
medium_variant,104,2017,male,94.169
medium_variant,104,2018,male,92.677
medium_variant,104,2019,male,91.145
medium_variant,104,2020,male,89.571
medium_variant,104,2021,male,88.231
medium_variant,104,2022,male,86.785
medium_variant,104,2023,male,85.262
medium_variant,104,2024,male,83.671
medium_variant,104,2025,male,82.018
medium_variant,104,2026,male,80.424
medium_variant,104,2027,male,78.761
medium_variant,104,2028,male,77.104
medium_variant,104,2029,male,75.541
medium_variant,104,2030,male,74.125
medium_variant,104,2031,male,72.984
medium_variant,104,2032,male,71.952
medium_variant,104,2033,male,71.021
medium_variant,104,2034,male,70.178
medium_variant,104,2035,male,69.41
medium_variant,104,2036,male,68.836
medium_variant,104,2037,male,68.324
medium_variant,104,2038,male,67.851
medium_variant,104,2039,male,67.379
medium_variant,104,2040,male,66.884
medium_variant,104,2041,male,66.498
medium_variant,104,2042,male,66.067
medium_variant,104,2043,male,65.599
medium_variant,104,2044,male,65.106
medium_variant,104,2045,male,64.597
medium_variant,104,2046,male,64.188
medium_variant,104,2047,male,63.747
medium_variant,104,2048,male,63.275
medium_variant,104,2049,male,62.771
medium_variant,104,2050,male,62.24
medium_variant,104,2051,male,61.817
medium_variant,104,2052,male,61.354
medium_variant,104,2053,male,60.87
medium_variant,104,2054,male,60.385
medium_variant,104,2055,male,59.91
medium_variant,104,2056,male,59.576
medium_variant,104,2057,male,59.235
medium_variant,104,2058,male,58.899
medium_variant,104,2059,male,58.576
medium_variant,104,2060,male,58.274
medium_variant,104,2061,male,58.108
medium_variant,104,2062,male,57.943
medium_variant,104,2063,male,57.79
medium_variant,104,2064,male,57.664
medium_variant,104,2065,male,57.572
medium_variant,104,2066,male,57.625
medium_variant,104,2067,male,57.692
medium_variant,104,2068,male,57.76
medium_variant,104,2069,male,57.808
medium_variant,104,2070,male,57.823
medium_variant,104,2071,male,57.914
medium_variant,104,2072,male,57.962
medium_variant,104,2073,male,57.969
medium_variant,104,2074,male,57.936
medium_variant,104,2075,male,57.863
medium_variant,104,2076,male,57.864
medium_variant,104,2077,male,57.81
medium_variant,104,2078,male,57.715
medium_variant,104,2079,male,57.595
medium_variant,104,2080,male,57.462
medium_variant,104,2081,male,57.422
medium_variant,104,2082,male,57.354
medium_variant,104,2083,male,57.266
medium_variant,104,2084,male,57.163
medium_variant,104,2085,male,57.05
medium_variant,104,2086,male,57.038
medium_variant,104,2087,male,57.002
medium_variant,104,2088,male,56.951
medium_variant,104,2089,male,56.893
medium_variant,104,2090,male,56.834
medium_variant,104,2091,male,56.873
medium_variant,104,2092,male,56.896
medium_variant,104,2093,male,56.908
medium_variant,104,2094,male,56.91
medium_variant,104,2095,male,56.904
medium_variant,104,2096,male,56.984
medium_variant,104,2097,male,57.041
medium_variant,104,2098,male,57.08
medium_variant,104,2099,male,57.103
medium_variant,104,2100,male,57.11
estimates,104,1950,female,126.148
estimates,104,1951,female,127.427
estimates,104,1952,female,129.157
estimates,104,1953,female,130.419
estimates,104,1954,female,131.095
estimates,104,1955,female,131.511
estimates,104,1956,female,133.801
estimates,104,1957,female,135.127
estimates,104,1958,female,136.208
estimates,104,1959,female,137.584
estimates,104,1960,female,139.396
estimates,104,1961,female,141.208
estimates,104,1962,female,143.622
estimates,104,1963,female,146.384
estimates,104,1964,female,149.125
estimates,104,1965,female,151.742
estimates,104,1966,female,155.256
estimates,104,1967,female,158.565
estimates,104,1968,female,161.64
estimates,104,1969,female,164.498
estimates,104,1970,female,167.093
estimates,104,1971,female,170.17
estimates,104,1972,female,172.741
estimates,104,1973,female,174.677
estimates,104,1974,female,175.736
estimates,104,1975,female,175.806
estimates,104,1976,female,175.439
estimates,104,1977,female,174.106
estimates,104,1978,female,172.165
estimates,104,1979,female,170.083
estimates,104,1980,female,168.136
estimates,104,1981,female,166.76
estimates,104,1982,female,165.433
estimates,104,1983,female,164.053
estimates,104,1984,female,162.43
estimates,104,1985,female,160.459
estimates,104,1986,female,158.884
estimates,104,1987,female,156.824
estimates,104,1988,female,154.429
estimates,104,1989,female,151.876
estimates,104,1990,female,149.237
estimates,104,1991,female,146.429
estimates,104,1992,female,143.693
estimates,104,1993,female,140.982
estimates,104,1994,female,138.244
estimates,104,1995,female,135.507
estimates,104,1996,female,132.779
estimates,104,1997,female,130.05
