continent,year,variant,age5yearinterval,population
935,1950,estimates,"Region, subregion, country or area *",ASIA
935,1950,estimates,0_4,200480.463
935,1950,estimates,5_9,159985.81
935,1950,estimates,10_14,150768.648
935,1950,estimates,15_19,139364.487
935,1950,estimates,20_24,123614.672
935,1950,estimates,25_29,107804.87
935,1950,estimates,30_34,98071.345
935,1950,estimates,35_39,88383.601
935,1950,estimates,40_44,76942.786
935,1950,estimates,45_49,66110.686
935,1950,estimates,50_54,54784.04
935,1950,estimates,55_59,44819.253
935,1950,estimates,60_64,36322.513
935,1950,estimates,65_69,25730.549
935,1950,estimates,70_74,16577.174
935,1950,estimates,75_79,9192.321
935,1950,estimates,80plus,5108.372
935,1955,estimates,"Region, subregion, country or area *",ASIA
935,1955,estimates,0_4,249926.29
935,1955,estimates,5_9,185009.702
935,1955,estimates,10_14,154909.029
935,1955,estimates,15_19,146920.582
935,1955,estimates,20_24,134852.815
935,1955,estimates,25_29,118911.554
935,1955,estimates,30_34,103183.301
935,1955,estimates,35_39,93269.579
935,1955,estimates,40_44,83136.396
935,1955,estimates,45_49,71140.698
935,1955,estimates,50_54,60013.428
935,1955,estimates,55_59,48278.172
935,1955,estimates,60_64,37083.854
935,1955,estimates,65_69,27429.785
935,1955,estimates,70_74,17296.227
935,1955,estimates,75_79,9289.165
935,1955,estimates,80plus,5492.65
935,1960,estimates,"Region, subregion, country or area *",ASIA
935,1960,estimates,0_4,262761.448
935,1960,estimates,5_9,233144.066
935,1960,estimates,10_14,180160.517
935,1960,estimates,15_19,151338.097
935,1960,estimates,20_24,142806.006
935,1960,estimates,25_29,130715.858
935,1960,estimates,30_34,114677.408
935,1960,estimates,35_39,98781.264
935,1960,estimates,40_44,88331.584
935,1960,estimates,45_49,77656.736
935,1960,estimates,50_54,65069.306
935,1960,estimates,55_59,53029.386
935,1960,estimates,60_64,40182.488
935,1960,estimates,65_69,28248.16
935,1960,estimates,70_74,18518.342
935,1960,estimates,75_79,9535.001
935,1960,estimates,80plus,5507.085
935,1965,estimates,"Region, subregion, country or area *",ASIA
935,1965,estimates,0_4,299943.733
935,1965,estimates,5_9,246051.184
935,1965,estimates,10_14,227285.745
935,1965,estimates,15_19,176653.356
935,1965,estimates,20_24,147317.987
935,1965,estimates,25_29,138847.25
935,1965,estimates,30_34,126428.082
935,1965,estimates,35_39,110221.21
935,1965,estimates,40_44,94056.572
935,1965,estimates,45_49,82845.498
935,1965,estimates,50_54,71404.971
935,1965,estimates,55_59,57908.3
935,1965,estimates,60_64,44617.419
935,1965,estimates,65_69,31179.878
935,1965,estimates,70_74,19430.697
935,1965,estimates,75_79,10849.103
935,1965,estimates,80plus,6187.75
935,1970,estimates,"Region, subregion, country or area *",ASIA
935,1970,estimates,0_4,337683.276
935,1970,estimates,5_9,286004.713
935,1970,estimates,10_14,242527.656
935,1970,estimates,15_19,224418.441
935,1970,estimates,20_24,173300.238
935,1970,estimates,25_29,144298.387
935,1970,estimates,30_34,135689.786
935,1970,estimates,35_39,122961.743
935,1970,estimates,40_44,106465.286
935,1970,estimates,45_49,89760.111
935,1970,estimates,50_54,77770.613
935,1970,estimates,55_59,65484.91
935,1970,estimates,60_64,50864.937
935,1970,estimates,65_69,36700.86
935,1970,estimates,70_74,23407.586
935,1970,estimates,75_79,12625.499
935,1970,estimates,80plus,7864.353
935,1975,estimates,"Region, subregion, country or area *",ASIA
935,1975,estimates,0_4,346985.319
935,1975,estimates,5_9,324994.306
935,1975,estimates,10_14,282168.193
935,1975,estimates,15_19,239093.559
935,1975,estimates,20_24,220734.89
935,1975,estimates,25_29,170752.983
935,1975,estimates,30_34,142042.878
935,1975,estimates,35_39,132984.975
935,1975,estimates,40_44,119801.674
935,1975,estimates,45_49,102746.886
935,1975,estimates,50_54,85377.759
935,1975,estimates,55_59,72169.758
935,1975,estimates,60_64,58393.151
935,1975,estimates,65_69,42652.409
935,1975,estimates,70_74,28203.767
935,1975,estimates,75_79,15582.122
935,1975,estimates,80plus,9653.375
935,1980,estimates,"Region, subregion, country or area *",ASIA
935,1980,estimates,0_4,338501.362
935,1980,estimates,5_9,336234.235
935,1980,estimates,10_14,321544.267
935,1980,estimates,15_19,279491.391
