continent,year,variant,age5yearinterval,population
908,1950,estimates,0_4,51714.815
908,1950,estimates,5_9,41927.602
908,1950,estimates,10_14,50979.727
908,1950,estimates,15_19,46684.056
908,1950,estimates,20_24,49321.309
908,1950,estimates,25_29,43261.547
908,1950,estimates,30_34,31218.08
908,1950,estimates,35_39,40388.214
908,1950,estimates,40_44,39196.61
908,1950,estimates,45_49,35420.221
908,1950,estimates,50_54,29668.368
908,1950,estimates,55_59,24566.617
908,1950,estimates,60_64,21285.357
908,1950,estimates,65_69,17235.441
908,1950,estimates,70_74,12833.909
908,1950,estimates,75_79,8029.962
908,1955,estimates,0_4,55601.261
908,1955,estimates,5_9,50730.439
908,1955,estimates,10_14,41714.948
908,1955,estimates,15_19,50645.299
908,1955,estimates,20_24,46061.858
908,1955,estimates,25_29,48453.836
908,1955,estimates,30_34,42536.548
908,1955,estimates,35_39,30589.06
908,1955,estimates,40_44,39579.251
908,1955,estimates,45_49,38132.99
908,1955,estimates,50_54,34121.07
908,1955,estimates,55_59,28030.513
908,1955,estimates,60_64,22581.851
908,1955,estimates,65_69,18665.909
908,1955,estimates,70_74,13951.806
908,1955,estimates,75_79,9046.169
908,1960,estimates,0_4,57157.23
908,1960,estimates,5_9,55131.527
908,1960,estimates,10_14,51051.927
908,1960,estimates,15_19,41573.745
908,1960,estimates,20_24,49818.269
908,1960,estimates,25_29,45237.038
908,1960,estimates,30_34,47636.262
908,1960,estimates,35_39,41769.073
908,1960,estimates,40_44,29836.178
908,1960,estimates,45_49,38553.893
908,1960,estimates,50_54,36811.702
908,1960,estimates,55_59,32345.015
908,1960,estimates,60_64,25947.423
908,1960,estimates,65_69,19998.541
908,1960,estimates,70_74,15292.893
908,1960,estimates,75_79,9978.474
908,1965,estimates,0_4,56336.361
908,1965,estimates,5_9,57064.764
908,1965,estimates,10_14,54972.667
908,1965,estimates,15_19,50855.062
908,1965,estimates,20_24,41312.092
908,1965,estimates,25_29,49400.639
908,1965,estimates,30_34,44733.205
908,1965,estimates,35_39,47156.788
908,1965,estimates,40_44,41207.225
908,1965,estimates,45_49,29198.661
908,1965,estimates,50_54,37570.754
908,1965,estimates,55_59,35324.62
908,1965,estimates,60_64,30146.22
908,1965,estimates,65_69,23079.774
908,1965,estimates,70_74,16552.582
908,1965,estimates,75_79,11282.768
908,1970,estimates,0_4,52929.332
908,1970,estimates,5_9,56237.687
908,1970,estimates,10_14,57033.673
908,1970,estimates,15_19,54559.085
908,1970,estimates,20_24,50263.255
908,1970,estimates,25_29,40741.116
908,1970,estimates,30_34,48697.519
908,1970,estimates,35_39,43936.753
908,1970,estimates,40_44,46442.932
908,1970,estimates,45_49,40521.323
908,1970,estimates,50_54,28184.571
908,1970,estimates,55_59,36034.126
908,1970,estimates,60_64,33016.377
908,1970,estimates,65_69,26912.734
908,1970,estimates,70_74,19090.211
908,1970,estimates,75_79,12101.32
908,1975,estimates,0_4,51458.51
908,1975,estimates,5_9,52844.19
908,1975,estimates,10_14,56137.731
908,1975,estimates,15_19,56752.206
908,1975,estimates,20_24,54333.019
908,1975,estimates,25_29,50109.634
908,1975,estimates,30_34,40631.144
908,1975,estimates,35_39,48329.335
908,1975,estimates,40_44,43358.066
908,1975,estimates,45_49,45507.131
908,1975,estimates,50_54,39496.617
908,1975,estimates,55_59,27027.862
908,1975,estimates,60_64,33640.37
908,1975,estimates,65_69,29534.619
908,1975,estimates,70_74,22395.723
908,1975,estimates,75_79,14118.372
908,1980,estimates,0_4,49749.158
908,1980,estimates,5_9,51136.285
908,1980,estimates,10_14,52887.482
908,1980,estimates,15_19,56334.276
908,1980,estimates,20_24,56712.988
908,1980,estimates,25_29,54036.766
908,1980,estimates,30_34,49767.543
908,1980,estimates,35_39,40245.751
908,1980,estimates,40_44,47674.766
908,1980,estimates,45_49,42468.179
908,1980,estimates,50_54,44150.8
908,1980,estimates,55_59,37800.437
908,1980,estimates,60_64,25295.442
908,1980,estimates,65_69,30273.003
908,1980,estimates,70_74,24887.483
908,1980,estimates,75_79,16871.409
908,1985,estimates,0_4,49519.083
908,1985,estimates,5_9,49757.786
908,1985,estimates,10_14,51247.169
908,1985,estimates,15_19,53008.925
908,1985,estimates,20_24,56303.673
908,1985,estimates,25_29,56482.246
908,1985,estimates,30_34,53728.944
908,1985,estimates,35_39,49305.242
908,1985,estimates,40_44,39716.409
908,1985,estimates,45_49,46567.945
908,1985,estimates,50_54,41087.75
908,1985,estimates,55_59,42064.198
908,1985,estimates,60_64,35245.885
908,1985,estimates,65_69,22763.629
908,1985,estimates,70_74,25682.628
908,1985,estimates,75_79,18968.902
908,1990,estimates,0_4,48084.015
908,1990,estimates,5_9,49614.469
908,1990,estimates,10_14,49946.788
908,1990,estimates,15_19,51589.281
908,1990,estimates,20_24,53148.043
908,1990,estimates,25_29,56204.1
908,1990,estimates,30_34,56294.149
908,1990,estimates,35_39,53411.343
908,1990,estimates,40_44,48765.549
908,1990,estimates,45_49,38991.816
908,1990,estimates,50_54,45188.267
908,1990,estimates,55_59,39309.185
908,1990,estimates,60_64,39344.944
908,1990,estimates,65_69,31987.279
908,1990,estimates,70_74,19504.228
908,1990,estimates,75_79,20060.799
908,1990,estimates,80_84,12763.222
908,1990,estimates,85_89,5588.459
908,1990,estimates,90_94,1592.471
908,1990,estimates,95_99,281.328
908,1990,estimates,100plus,28.852
908,1995,estimates,0_4,41564.204
908,1995,estimates,5_9,48677.112
908,1995,estimates,10_14,50240.262
908,1995,estimates,15_19,50284.086
908,1995,estimates,20_24,51694.199
908,1995,estimates,25_29,53347.641
908,1995,estimates,30_34,56264.971
908,1995,estimates,35_39,56069.914
908,1995,estimates,40_44,52829.005
908,1995,estimates,45_49,47796.681
908,1995,estimates,50_54,37905.696
908,1995,estimates,55_59,43164.188
908,1995,estimates,60_64,36791.894
908,1995,estimates,65_69,35481.799
908,1995,estimates,70_74,27515.882
