country,variant,gender,freq,year,mortality15to50per1000aliveat15
242,estimates,female,5yearly,1950,178.273219672065
242,estimates,male,5yearly,1950,220.750430991954
242,estimates,female,5yearly,1955,164.408076763234
242,estimates,male,5yearly,1955,203.930916743121
242,estimates,female,5yearly,1960,151.800854757666
242,estimates,male,5yearly,1960,188.574951778338
242,estimates,female,5yearly,1965,140.339290622308
242,estimates,male,5yearly,1965,174.564100822451
242,estimates,female,5yearly,1970,129.918467649
242,estimates,male,5yearly,1970,161.784882836511
242,estimates,female,5yearly,1975,117.870306324457
242,estimates,male,5yearly,1975,148.854161628146
242,estimates,female,5yearly,1980,108.0687914861
242,estimates,male,5yearly,1980,142.799177950844
242,estimates,female,5yearly,1985,99.2880586906479
242,estimates,male,5yearly,1985,137.251030604175
242,estimates,female,5yearly,1990,91.4121276474489
242,estimates,male,5yearly,1990,132.170337221992
242,estimates,female,5yearly,1995,84.3376501538987
242,estimates,male,5yearly,1995,127.520481579554
242,estimates,female,5yearly,2000,77.9728471479168
242,estimates,male,5yearly,2000,123.267472627554
242,estimates,female,5yearly,2005,70.8159055177049
242,estimates,male,5yearly,2005,117.953651869476
242,estimates,female,5yearly,2010,63.3925951112606
242,estimates,male,5yearly,2010,109.200217205404
242,medium_variant,female,5yearly,2015,57.4106178479947
242,medium_variant,male,5yearly,2015,103.447872106031
242,medium_variant,female,5yearly,2020,52.0644058588556
242,medium_variant,male,5yearly,2020,98.1256015546025
242,medium_variant,female,5yearly,2025,49.35454941353
242,medium_variant,male,5yearly,2025,93.1482325564963
242,medium_variant,female,5yearly,2030,46.8439090651995
242,medium_variant,male,5yearly,2030,87.6235552908308
242,medium_variant,female,5yearly,2035,44.4570500572127
242,medium_variant,male,5yearly,2035,84.3799284076256
242,medium_variant,female,5yearly,2040,42.1519033950476
242,medium_variant,male,5yearly,2040,80.8093073935559
242,medium_variant,female,5yearly,2045,40.0116752699944
242,medium_variant,male,5yearly,2045,77.0822046072857
242,medium_variant,female,5yearly,2050,37.9840104021707
242,medium_variant,male,5yearly,2050,73.3139258118478
242,medium_variant,female,5yearly,2055,36.060905809297
242,medium_variant,male,5yearly,2055,69.5278756534644
242,medium_variant,female,5yearly,2060,34.2267514303485
242,medium_variant,male,5yearly,2060,65.5641161323155
242,medium_variant,female,5yearly,2065,32.5083028546804
242,medium_variant,male,5yearly,2065,61.6112677224537
242,medium_variant,female,5yearly,2070,30.8107142146724
242,medium_variant,male,5yearly,2070,57.0703988978414
242,medium_variant,female,5yearly,2075,29.2178642222808
242,medium_variant,male,5yearly,2075,52.8918300141891
242,medium_variant,female,5yearly,2080,27.6306433830774
242,medium_variant,male,5yearly,2080,48.5810700993312
242,medium_variant,female,5yearly,2085,26.1271225694432
242,medium_variant,male,5yearly,2085,44.684841178419
242,medium_variant,female,5yearly,2090,24.6203593687643
242,medium_variant,male,5yearly,2090,40.8279070361874
242,medium_variant,female,5yearly,2095,23.1802576230719
242,medium_variant,male,5yearly,2095,37.2258455987093
