country,variant,gender,freq,year,mortality15to50per1000aliveat15
204,estimates,female,5yearly,1950,375.950009652617
204,estimates,male,5yearly,1950,351.767004196139
204,estimates,female,5yearly,1955,346.39536614297
204,estimates,male,5yearly,1955,332.281991917214
204,estimates,female,5yearly,1960,321.466052755252
204,estimates,male,5yearly,1960,314.788796376265
204,estimates,female,5yearly,1965,284.020570932678
204,estimates,male,5yearly,1965,302.226702852667
204,estimates,female,5yearly,1970,243.097435061159
204,estimates,male,5yearly,1970,290.226451866258
204,estimates,female,5yearly,1975,212.312985651875
204,estimates,male,5yearly,1975,279.311949188755
204,estimates,female,5yearly,1980,194.91941043159
204,estimates,male,5yearly,1980,268.962260100702
204,estimates,female,5yearly,1985,163.637231783719
204,estimates,male,5yearly,1985,221.284123713642
204,estimates,female,5yearly,1990,146.163857901035
204,estimates,male,5yearly,1990,182.666181897151
204,estimates,female,5yearly,1995,162.17136451236
204,estimates,male,5yearly,1995,202.240253774787
204,estimates,female,5yearly,2000,163.049338962158
204,estimates,male,5yearly,2000,196.932989864264
204,estimates,female,5yearly,2005,147.697542730258
204,estimates,male,5yearly,2005,176.852376703812
204,estimates,female,5yearly,2010,140.133847043515
204,estimates,male,5yearly,2010,169.101550392196
204,medium_variant,female,5yearly,2015,129.962381864938
204,medium_variant,male,5yearly,2015,157.928960363264
204,medium_variant,female,5yearly,2020,121.431458252769
204,medium_variant,male,5yearly,2020,149.398558935465
204,medium_variant,female,5yearly,2025,113.34925236525
204,medium_variant,male,5yearly,2025,142.238350207989
204,medium_variant,female,5yearly,2030,105.895453326694
204,medium_variant,male,5yearly,2030,135.905131463902
204,medium_variant,female,5yearly,2035,99.3602706921681
204,medium_variant,male,5yearly,2035,130.353216770575
204,medium_variant,female,5yearly,2040,93.5434458131405
204,medium_variant,male,5yearly,2040,125.628500366419
204,medium_variant,female,5yearly,2045,87.9178724577115
204,medium_variant,male,5yearly,2045,121.299891949171
204,medium_variant,female,5yearly,2050,82.8035463436375
204,medium_variant,male,5yearly,2050,118.262006560785
204,medium_variant,female,5yearly,2055,78.3794901139833
204,medium_variant,male,5yearly,2055,115.579041283076
204,medium_variant,female,5yearly,2060,74.1360674936358
204,medium_variant,male,5yearly,2060,112.841817293659
204,medium_variant,female,5yearly,2065,69.9911060020469
204,medium_variant,male,5yearly,2065,110.287857643701
204,medium_variant,female,5yearly,2070,66.2409485803268
204,medium_variant,male,5yearly,2070,107.596878758884
204,medium_variant,female,5yearly,2075,62.6015872599646
204,medium_variant,male,5yearly,2075,105.147265327546
204,medium_variant,female,5yearly,2080,59.1518023449671
204,medium_variant,male,5yearly,2080,102.588684341305
204,medium_variant,female,5yearly,2085,55.7855236863349
204,medium_variant,male,5yearly,2085,99.6849181292518
204,medium_variant,female,5yearly,2090,52.485595456456
204,medium_variant,male,5yearly,2090,96.9682702224066
204,medium_variant,female,5yearly,2095,50.3798911685053
204,medium_variant,male,5yearly,2095,93.7631852638994
204,estimates,female,5yearly,Regi,Benin
204,estimates,male,5yearly,Regi,Benin
204,medium_variant,female,5yearly,Regi,Benin
204,medium_variant,male,5yearly,Regi,Benin
