country,variant,gender,freq,year,mortality15to50per1000aliveat15
642,estimates,female,5yearly,1950,94.2640015813079
642,estimates,male,5yearly,1950,115.037864667144
642,estimates,female,5yearly,1955,79.5770728992766
642,estimates,male,5yearly,1955,100.372586654623
642,estimates,female,5yearly,1960,58.9510349607243
642,estimates,male,5yearly,1960,87.2728685863597
642,estimates,female,5yearly,1965,56.9420923274245
642,estimates,male,5yearly,1965,89.913388646932
642,estimates,female,5yearly,1970,52.7475319563381
642,estimates,male,5yearly,1970,87.0693020742236
642,estimates,female,5yearly,1975,51.7412234168599
642,estimates,male,5yearly,1975,94.1109911663697
642,estimates,female,5yearly,1980,52.1327897578088
642,estimates,male,5yearly,1980,105.289227652453
642,estimates,female,5yearly,1985,53.6704050584885
642,estimates,male,5yearly,1985,111.211879396368
642,estimates,female,5yearly,1990,51.764125214706
642,estimates,male,5yearly,1990,123.133071867338
642,estimates,female,5yearly,1995,51.7333464786198
642,estimates,male,5yearly,1995,128.135732708161
642,estimates,female,5yearly,2000,43.84608501996
642,estimates,male,5yearly,2000,107.733772295177
642,estimates,female,5yearly,2005,37.3755734010727
642,estimates,male,5yearly,2005,92.0150005440528
642,estimates,female,5yearly,2010,31.7461751380731
642,estimates,male,5yearly,2010,74.4882339273994
642,medium_variant,female,5yearly,2015,29.8385200209824
642,medium_variant,male,5yearly,2015,70.7947364686298
642,medium_variant,female,5yearly,2020,28.0023670053723
642,medium_variant,male,5yearly,2020,66.395949551772
642,medium_variant,female,5yearly,2025,26.324593838676
642,medium_variant,male,5yearly,2025,61.9159305517862
642,medium_variant,female,5yearly,2030,24.7425032935743
642,medium_variant,male,5yearly,2030,57.2873153936095
642,medium_variant,female,5yearly,2035,23.2350587890612
642,medium_variant,male,5yearly,2035,52.0058792164794
642,medium_variant,female,5yearly,2040,21.819660035681
642,medium_variant,male,5yearly,2040,46.9523393685599
642,medium_variant,female,5yearly,2045,20.4643394452182
642,medium_variant,male,5yearly,2045,42.0502991160188
642,medium_variant,female,5yearly,2050,19.166487402925
642,medium_variant,male,5yearly,2050,37.5738549903201
642,medium_variant,female,5yearly,2055,17.9190313865309
642,medium_variant,male,5yearly,2055,33.3772990721167
642,medium_variant,female,5yearly,2060,16.7626100929542
642,medium_variant,male,5yearly,2060,29.804268429245
642,medium_variant,female,5yearly,2065,15.6941302778877
642,medium_variant,male,5yearly,2065,26.6606857791736
642,medium_variant,female,5yearly,2070,14.6935832849736
642,medium_variant,male,5yearly,2070,23.9346511741061
642,medium_variant,female,5yearly,2075,13.7293594407478
642,medium_variant,male,5yearly,2075,21.6589591281042
642,medium_variant,female,5yearly,2080,12.7783050972602
642,medium_variant,male,5yearly,2080,19.6750766683127
642,medium_variant,female,5yearly,2085,11.8830555564834
642,medium_variant,male,5yearly,2085,17.9232860612319
642,medium_variant,female,5yearly,2090,11.0482098313658
642,medium_variant,male,5yearly,2090,16.3148943382889
642,medium_variant,female,5yearly,2095,10.1234636982993
642,medium_variant,male,5yearly,2095,14.6310911223019
642,estimates,female,5yearly,Regi,Romania
642,estimates,male,5yearly,Regi,Romania
642,medium_variant,female,5yearly,Regi,Romania
642,medium_variant,male,5yearly,Regi,Romania
