country,variant,gender,freq,year,mortality15to50per1000aliveat15
716,estimates,female,5yearly,1950,225.522311869218
716,estimates,male,5yearly,1950,260.318142548897
716,estimates,female,5yearly,1955,209.7056340913
716,estimates,male,5yearly,1955,244.708491270222
716,estimates,female,5yearly,1960,195.48649989759
716,estimates,male,5yearly,1960,229.846069970618
716,estimates,female,5yearly,1965,182.872204676699
716,estimates,male,5yearly,1965,217.3967648196
716,estimates,female,5yearly,1970,170.37719204712
716,estimates,male,5yearly,1970,205.024357542289
716,estimates,female,5yearly,1975,155.137650960191
716,estimates,male,5yearly,1975,189.728200093098
716,estimates,female,5yearly,1980,136.206095880006
716,estimates,male,5yearly,1980,178.597115564605
716,estimates,female,5yearly,1985,157.061070915871
716,estimates,male,5yearly,1985,239.860419538085
716,estimates,female,5yearly,1990,285.569936829428
716,estimates,male,5yearly,1990,406.096059795004
716,estimates,female,5yearly,1995,473.067540359942
716,estimates,male,5yearly,1995,571.446973140263
716,estimates,female,5yearly,2000,571.74469784883
716,estimates,male,5yearly,2000,626.989329709111
716,estimates,female,5yearly,2005,499.063153017293
716,estimates,male,5yearly,2005,522.833048556201
716,estimates,female,5yearly,2010,292.997792650885
716,estimates,male,5yearly,2010,314.924398034505
716,medium_variant,female,5yearly,2015,199.408914754706
716,medium_variant,male,5yearly,2015,233.207123733915
716,medium_variant,female,5yearly,2020,188.818507280746
716,medium_variant,male,5yearly,2020,215.917290512523
716,medium_variant,female,5yearly,2025,160.919898204808
716,medium_variant,male,5yearly,2025,185.705145463862
716,medium_variant,female,5yearly,2030,134.370359965029
716,medium_variant,male,5yearly,2030,159.082920911489
716,medium_variant,female,5yearly,2035,112.881317890798
716,medium_variant,male,5yearly,2035,138.872022560348
716,medium_variant,female,5yearly,2040,95.6784526331545
716,medium_variant,male,5yearly,2040,122.527341969297
716,medium_variant,female,5yearly,2045,80.7739773483432
716,medium_variant,male,5yearly,2045,108.702575329967
716,medium_variant,female,5yearly,2050,70.5675690248883
716,medium_variant,male,5yearly,2050,97.225554203359
716,medium_variant,female,5yearly,2055,63.3910217262138
716,medium_variant,male,5yearly,2055,88.1245242301064
716,medium_variant,female,5yearly,2060,57.2994371991643
716,medium_variant,male,5yearly,2060,80.1787351579795
716,medium_variant,female,5yearly,2065,52.1302846984872
716,medium_variant,male,5yearly,2065,73.000142220043
716,medium_variant,female,5yearly,2070,47.5336269135627
716,medium_variant,male,5yearly,2070,66.6951437034687
716,medium_variant,female,5yearly,2075,43.6514919313409
716,medium_variant,male,5yearly,2075,62.409820963223
716,medium_variant,female,5yearly,2080,40.5567324239661
716,medium_variant,male,5yearly,2080,58.664968390353
716,medium_variant,female,5yearly,2085,37.7333685326587
716,medium_variant,male,5yearly,2085,55.2167734836782
716,medium_variant,female,5yearly,2090,35.1270579911679
716,medium_variant,male,5yearly,2090,51.9800956786112
716,medium_variant,female,5yearly,2095,32.7210324339753
716,medium_variant,male,5yearly,2095,48.9228823185246
