country,variant,gender,freq,year,mortality15to50per1000aliveat15
450,estimates,female,5yearly,1950,336.19420704011
450,estimates,male,5yearly,1950,361.257323029208
450,estimates,female,5yearly,1955,311.928606691738
450,estimates,male,5yearly,1955,335.793879162082
450,estimates,female,5yearly,1960,286.675246264263
450,estimates,male,5yearly,1960,309.187781153158
450,estimates,female,5yearly,1965,263.172223567026
450,estimates,male,5yearly,1965,284.317573085555
450,estimates,female,5yearly,1970,239.344926297348
450,estimates,male,5yearly,1970,258.905154081137
450,estimates,female,5yearly,1975,215.478820726194
450,estimates,male,5yearly,1975,236.086989504194
450,estimates,female,5yearly,1980,223.769968426061
450,estimates,male,5yearly,1980,250.837331047814
450,estimates,female,5yearly,1985,221.498554363713
450,estimates,male,5yearly,1985,249.264762537962
450,estimates,female,5yearly,1990,196.084008838675
450,estimates,male,5yearly,1990,225.851800540947
450,estimates,female,5yearly,1995,169.731254798697
450,estimates,male,5yearly,1995,188.318790704001
450,estimates,female,5yearly,2000,157.368289416479
450,estimates,male,5yearly,2000,174.874968734231
450,estimates,female,5yearly,2005,146.123655312332
450,estimates,male,5yearly,2005,169.392989099758
450,estimates,female,5yearly,2010,124.079212742378
450,estimates,male,5yearly,2010,147.931422484618
450,medium_variant,female,5yearly,2015,104.692662801063
450,medium_variant,male,5yearly,2015,129.839776570574
450,medium_variant,female,5yearly,2020,87.7289612475974
450,medium_variant,male,5yearly,2020,117.965257027471
450,medium_variant,female,5yearly,2025,75.1436376518547
450,medium_variant,male,5yearly,2025,107.295674136176
450,medium_variant,female,5yearly,2030,64.4802305163053
450,medium_variant,male,5yearly,2030,97.8127291906132
450,medium_variant,female,5yearly,2035,55.7269165731471
450,medium_variant,male,5yearly,2035,89.1854435331674
450,medium_variant,female,5yearly,2040,50.938374194575
450,medium_variant,male,5yearly,2040,83.8013124506957
450,medium_variant,female,5yearly,2045,46.7347982565237
450,medium_variant,male,5yearly,2045,78.2207759873635
450,medium_variant,female,5yearly,2050,43.1260534061442
450,medium_variant,male,5yearly,2050,72.6063110866344
450,medium_variant,female,5yearly,2055,39.7486853044509
450,medium_variant,male,5yearly,2055,67.2421173325625
450,medium_variant,female,5yearly,2060,36.6872334314747
450,medium_variant,male,5yearly,2060,61.8615898736886
450,medium_variant,female,5yearly,2065,33.9839163835247
450,medium_variant,male,5yearly,2065,56.488125875419
450,medium_variant,female,5yearly,2070,31.4204848886264
450,medium_variant,male,5yearly,2070,50.9360719048161
450,medium_variant,female,5yearly,2075,29.1113653785993
450,medium_variant,male,5yearly,2075,45.5308195797928
450,medium_variant,female,5yearly,2080,26.9323922539295
450,medium_variant,male,5yearly,2080,40.5363837446735
450,medium_variant,female,5yearly,2085,24.9388382486752
450,medium_variant,male,5yearly,2085,36.0943778865619
450,medium_variant,female,5yearly,2090,23.0298568675313
450,medium_variant,male,5yearly,2090,32.0842438354577
450,medium_variant,female,5yearly,2095,21.1897680262487
450,medium_variant,male,5yearly,2095,28.3289411639667
450,estimates,female,5yearly,Regi,Madagascar
450,estimates,male,5yearly,Regi,Madagascar
450,medium_variant,female,5yearly,Regi,Madagascar
450,medium_variant,male,5yearly,Regi,Madagascar
