country,variant,gender,freq,year,mortality15to50per1000aliveat15
710,estimates,female,5yearly,1950,228.650740798018
710,estimates,male,5yearly,1950,273.852850021862
710,estimates,female,5yearly,1955,207.793681609041
710,estimates,male,5yearly,1955,247.574898842519
710,estimates,female,5yearly,1960,193.23169058271
710,estimates,male,5yearly,1960,230.862854180468
710,estimates,female,5yearly,1965,178.18068387391
710,estimates,male,5yearly,1965,213.677574342593
710,estimates,female,5yearly,1970,150.613553879062
710,estimates,male,5yearly,1970,216.853350675526
710,estimates,female,5yearly,1975,150.613553050378
710,estimates,male,5yearly,1975,216.872112351352
710,estimates,female,5yearly,1980,150.613531015845
710,estimates,male,5yearly,1980,216.872093946981
710,estimates,female,5yearly,1985,121.933110532845
710,estimates,male,5yearly,1985,187.995524503808
710,estimates,female,5yearly,1990,114.231519912095
710,estimates,male,5yearly,1990,179.680523272276
710,estimates,female,5yearly,1995,184.102941330858
710,estimates,male,5yearly,1995,256.18810682127
710,estimates,female,5yearly,2000,320.862577187681
710,estimates,male,5yearly,2000,384.385789716028
710,estimates,female,5yearly,2005,364.699062065438
710,estimates,male,5yearly,2005,417.980089083236
710,estimates,female,5yearly,2010,238.779226486249
710,estimates,male,5yearly,2010,307.123280860225
710,medium_variant,female,5yearly,2015,167.060429118126
710,medium_variant,male,5yearly,2015,220.66494776624
710,medium_variant,female,5yearly,2020,158.842103956339
710,medium_variant,male,5yearly,2020,201.967537269806
710,medium_variant,female,5yearly,2025,145.144011788013
710,medium_variant,male,5yearly,2025,180.905487646419
710,medium_variant,female,5yearly,2030,129.50425521094
710,medium_variant,male,5yearly,2030,160.634010718206
710,medium_variant,female,5yearly,2035,115.351901216392
710,medium_variant,male,5yearly,2035,142.395306135951
710,medium_variant,female,5yearly,2040,102.914267455081
710,medium_variant,male,5yearly,2040,127.229287478624
710,medium_variant,female,5yearly,2045,91.5654063247302
710,medium_variant,male,5yearly,2045,113.478111000444
710,medium_variant,female,5yearly,2050,81.2165578894306
710,medium_variant,male,5yearly,2050,100.542176354047
710,medium_variant,female,5yearly,2055,72.4268387882205
710,medium_variant,male,5yearly,2055,89.3074031906771
710,medium_variant,female,5yearly,2060,64.9242341931899
710,medium_variant,male,5yearly,2060,79.3465478760842
710,medium_variant,female,5yearly,2065,58.9196956571546
710,medium_variant,male,5yearly,2065,70.3255979173628
710,medium_variant,female,5yearly,2070,53.5547416761143
710,medium_variant,male,5yearly,2070,63.3161329552382
710,medium_variant,female,5yearly,2075,48.6516613508051
710,medium_variant,male,5yearly,2075,57.372328940961
710,medium_variant,female,5yearly,2080,44.1635445671653
710,medium_variant,male,5yearly,2080,51.9488243179612
710,medium_variant,female,5yearly,2085,40.0642163808352
710,medium_variant,male,5yearly,2085,46.9882244029726
710,medium_variant,female,5yearly,2090,36.2943364722436
710,medium_variant,male,5yearly,2090,42.4542689596525
710,medium_variant,female,5yearly,2095,32.8452705795854
710,medium_variant,male,5yearly,2095,38.3209100231477
710,estimates,female,5yearly,Regi,South Africa
710,estimates,male,5yearly,Regi,South Africa
710,medium_variant,female,5yearly,Regi,South Africa
710,medium_variant,male,5yearly,Regi,South Africa
