country,variant,gender,freq,year,mortality15to50per1000aliveat15
756,estimates,female,5yearly,1950,57.4569201938789
756,estimates,male,5yearly,1950,90.405786809762
756,estimates,female,5yearly,1955,47.4553745121237
756,estimates,male,5yearly,1955,83.413399209692
756,estimates,female,5yearly,1960,41.6226007498849
756,estimates,male,5yearly,1960,79.2295199229058
756,estimates,female,5yearly,1965,37.3948797403174
756,estimates,male,5yearly,1965,72.107365849291
756,estimates,female,5yearly,1970,35.4663888387349
756,estimates,male,5yearly,1970,69.9193090561849
756,estimates,female,5yearly,1975,32.0821752680059
756,estimates,male,5yearly,1975,66.0013119969668
756,estimates,female,5yearly,1980,31.0157912313603
756,estimates,male,5yearly,1980,63.3302844841174
756,estimates,female,5yearly,1985,29.2685892368538
756,estimates,male,5yearly,1985,59.6173283629187
756,estimates,female,5yearly,1990,28.5400851638312
756,estimates,male,5yearly,1990,62.7612321221699
756,estimates,female,5yearly,1995,25.3281644131556
756,estimates,male,5yearly,1995,51.1588429614484
756,estimates,female,5yearly,2000,21.469809454547
756,estimates,male,5yearly,2000,42.0512365390113
756,estimates,female,5yearly,2005,18.2837098549065
756,estimates,male,5yearly,2005,34.0159189573036
756,estimates,female,5yearly,2010,15.2239595958312
756,estimates,male,5yearly,2010,27.2713190795085
756,medium_variant,female,5yearly,2015,13.8170562661654
756,medium_variant,male,5yearly,2015,23.907243419212
756,medium_variant,female,5yearly,2020,12.5419913837572
756,medium_variant,male,5yearly,2020,21.506531716871
756,medium_variant,female,5yearly,2025,11.3552333660252
756,medium_variant,male,5yearly,2025,19.6797283286243
756,medium_variant,female,5yearly,2030,10.2534725752641
756,medium_variant,male,5yearly,2030,18.0990148795338
756,medium_variant,female,5yearly,2035,9.24183450635518
756,medium_variant,male,5yearly,2035,16.6209527551098
756,medium_variant,female,5yearly,2040,8.27716533652634
756,medium_variant,male,5yearly,2040,15.2483004317878
756,medium_variant,female,5yearly,2045,7.39663378658184
756,medium_variant,male,5yearly,2045,13.9288194616572
756,medium_variant,female,5yearly,2050,6.58922924579664
756,medium_variant,male,5yearly,2050,12.7535281565019
756,medium_variant,female,5yearly,2055,5.81797005750939
756,medium_variant,male,5yearly,2055,11.668279316899
756,medium_variant,female,5yearly,2060,5.12562028985686
756,medium_variant,male,5yearly,2060,10.575755947278
756,medium_variant,female,5yearly,2065,4.46258273144451
756,medium_variant,male,5yearly,2065,9.57574217170509
756,medium_variant,female,5yearly,2070,3.87188658581061
756,medium_variant,male,5yearly,2070,8.66779110994087
756,medium_variant,female,5yearly,2075,3.31736647374248
756,medium_variant,male,5yearly,2075,7.79327070211067
756,medium_variant,female,5yearly,2080,2.81327645121598
756,medium_variant,male,5yearly,2080,6.97656287022053
756,medium_variant,female,5yearly,2085,2.35462746730963
756,medium_variant,male,5yearly,2085,6.20108794265717
756,medium_variant,female,5yearly,2090,1.95236599562654
756,medium_variant,male,5yearly,2090,5.478962729214
756,medium_variant,female,5yearly,2095,1.58450582519287
756,medium_variant,male,5yearly,2095,4.81872960080842
