country,variant,gender,freq,year,mortality15to50per1000aliveat15
562,estimates,female,5yearly,1950,360.718560089547
562,estimates,male,5yearly,1950,385.740362522778
562,estimates,female,5yearly,1955,353.394645886123
562,estimates,male,5yearly,1955,378.111324082449
562,estimates,female,5yearly,1960,344.254516388832
562,estimates,male,5yearly,1960,368.857698493165
562,estimates,female,5yearly,1965,336.680735872386
562,estimates,male,5yearly,1965,356.788420866505
562,estimates,female,5yearly,1970,319.142970804536
562,estimates,male,5yearly,1970,343.533210697674
562,estimates,female,5yearly,1975,290.085020694661
562,estimates,male,5yearly,1975,313.004967674091
562,estimates,female,5yearly,1980,250.91478721847
562,estimates,male,5yearly,1980,269.445306672612
562,estimates,female,5yearly,1985,204.57845961559
562,estimates,male,5yearly,1985,219.36063935694
562,estimates,female,5yearly,1990,183.164776931738
562,estimates,male,5yearly,1990,196.251946957982
562,estimates,female,5yearly,1995,181.694938970667
562,estimates,male,5yearly,1995,191.851226443023
562,estimates,female,5yearly,2000,178.336139585209
562,estimates,male,5yearly,2000,186.169778458787
562,estimates,female,5yearly,2005,166.995854727534
562,estimates,male,5yearly,2005,175.888118990192
562,estimates,female,5yearly,2010,149.99941806508
562,estimates,male,5yearly,2010,158.230441179752
562,medium_variant,female,5yearly,2015,134.869861565528
562,medium_variant,male,5yearly,2015,142.754360749238
562,medium_variant,female,5yearly,2020,121.066118393252
562,medium_variant,male,5yearly,2020,129.993037401952
562,medium_variant,female,5yearly,2025,107.347936243233
562,medium_variant,male,5yearly,2025,118.835482451221
562,medium_variant,female,5yearly,2030,95.3859506697072
562,medium_variant,male,5yearly,2030,109.281146409865
562,medium_variant,female,5yearly,2035,84.9190410958438
562,medium_variant,male,5yearly,2035,103.775577218431
562,medium_variant,female,5yearly,2040,75.9665818753674
562,medium_variant,male,5yearly,2040,98.7104941124439
562,medium_variant,female,5yearly,2045,68.8426137849198
562,medium_variant,male,5yearly,2045,94.2775124067102
562,medium_variant,female,5yearly,2050,62.4397407198357
562,medium_variant,male,5yearly,2050,90.0426227957881
562,medium_variant,female,5yearly,2055,56.9232216062536
562,medium_variant,male,5yearly,2055,86.3312744786437
562,medium_variant,female,5yearly,2060,52.0778086538024
562,medium_variant,male,5yearly,2060,82.9026498419585
562,medium_variant,female,5yearly,2065,47.7721522623243
562,medium_variant,male,5yearly,2065,79.5378371392844
562,medium_variant,female,5yearly,2070,45.3632334085105
562,medium_variant,male,5yearly,2070,77.160067025717
562,medium_variant,female,5yearly,2075,43.2082381928669
562,medium_variant,male,5yearly,2075,74.5868192267671
562,medium_variant,female,5yearly,2080,41.1259467886458
562,medium_variant,male,5yearly,2080,71.882245687619
562,medium_variant,female,5yearly,2085,39.1317723948497
562,medium_variant,male,5yearly,2085,69.1262265451341
562,medium_variant,female,5yearly,2090,37.3663625415369
562,medium_variant,male,5yearly,2090,66.2699501404465
562,medium_variant,female,5yearly,2095,35.754418944797
562,medium_variant,male,5yearly,2095,63.2581056696994
562,estimates,female,5yearly,Regi,Niger
562,estimates,male,5yearly,Regi,Niger
562,medium_variant,female,5yearly,Regi,Niger
562,medium_variant,male,5yearly,Regi,Niger
