country,variant,gender,freq,year,mortality15to50per1000aliveat15
124,estimates,female,5yearly,1950,61.5450107698763
124,estimates,male,5yearly,1950,91.7107912026252
124,estimates,female,5yearly,1955,49.9450959402269
124,estimates,male,5yearly,1955,86.0538070266202
124,estimates,female,5yearly,1960,45.7444046840603
124,estimates,male,5yearly,1960,83.9244206122506
124,estimates,female,5yearly,1965,45.0105178034527
124,estimates,male,5yearly,1965,84.6800533403886
124,estimates,female,5yearly,1970,43.8301359583531
124,estimates,male,5yearly,1970,85.174626728306
124,estimates,female,5yearly,1975,39.1943495240835
124,estimates,male,5yearly,1975,78.6357029020845
124,estimates,female,5yearly,1980,33.3321700343027
124,estimates,male,5yearly,1980,65.3571551457529
124,estimates,female,5yearly,1985,30.1685189005246
124,estimates,male,5yearly,1985,58.872042689406
124,estimates,female,5yearly,1990,28.0066408336734
124,estimates,male,5yearly,1990,56.8010697610849
124,estimates,female,5yearly,1995,26.1862730482024
124,estimates,male,5yearly,1995,49.8333874967399
124,estimates,female,5yearly,2000,24.4359925065309
124,estimates,male,5yearly,2000,44.0050088783955
124,estimates,female,5yearly,2005,23.3228731774188
124,estimates,male,5yearly,2005,40.7560063795462
124,estimates,female,5yearly,2010,21.3574763940597
124,estimates,male,5yearly,2010,36.038075342359
124,medium_variant,female,5yearly,2015,19.4396385795179
124,medium_variant,male,5yearly,2015,31.7173754788975
124,medium_variant,female,5yearly,2020,17.8975335935231
124,medium_variant,male,5yearly,2020,28.2233738306411
124,medium_variant,female,5yearly,2025,16.4870785099555
124,medium_variant,male,5yearly,2025,25.3469470147478
124,medium_variant,female,5yearly,2030,15.1208076003191
124,medium_variant,male,5yearly,2030,23.1491098657649
124,medium_variant,female,5yearly,2035,13.8403181406075
124,medium_variant,male,5yearly,2035,21.3057012670294
124,medium_variant,female,5yearly,2040,12.6279798675732
124,medium_variant,male,5yearly,2040,19.6467203288572
124,medium_variant,female,5yearly,2045,11.4925830321485
124,medium_variant,male,5yearly,2045,18.1186849981557
124,medium_variant,female,5yearly,2050,10.4614023750357
124,medium_variant,male,5yearly,2050,16.676625144159
124,medium_variant,female,5yearly,2055,9.46097571256566
124,medium_variant,male,5yearly,2055,15.2915788798
124,medium_variant,female,5yearly,2060,8.51560679746422
124,medium_variant,male,5yearly,2060,14.0650431382039
124,medium_variant,female,5yearly,2065,7.62613981939508
124,medium_variant,male,5yearly,2065,12.8109916621362
124,medium_variant,female,5yearly,2070,6.8136109890794
124,medium_variant,male,5yearly,2070,11.6752344010312
124,medium_variant,female,5yearly,2075,5.99161164756423
124,medium_variant,male,5yearly,2075,10.557684832209
124,medium_variant,female,5yearly,2080,5.28888346200729
124,medium_variant,male,5yearly,2080,9.51300891926077
124,medium_variant,female,5yearly,2085,4.60642387143939
124,medium_variant,male,5yearly,2085,8.55026403483561
124,medium_variant,female,5yearly,2090,3.99467536761777
124,medium_variant,male,5yearly,2090,7.65529947654797
124,medium_variant,female,5yearly,2095,3.41466960790038
124,medium_variant,male,5yearly,2095,6.83193379199531
