variant,country,year,gender,oldagedependencyratio2064
estimates,90,1950,male,5.957
estimates,90,1951,male,5.932
estimates,90,1952,male,5.862
estimates,90,1953,male,5.785
estimates,90,1954,male,5.804
estimates,90,1955,male,5.933
estimates,90,1956,male,6.2
estimates,90,1957,male,6.527
estimates,90,1958,male,6.924
estimates,90,1959,male,7.44
estimates,90,1960,male,8.06
estimates,90,1961,male,8.792
estimates,90,1962,male,9.584
estimates,90,1963,male,10.297
estimates,90,1964,male,10.807
estimates,90,1965,male,11.04
estimates,90,1966,male,11.103
estimates,90,1967,male,10.954
estimates,90,1968,male,10.675
estimates,90,1969,male,10.377
estimates,90,1970,male,10.098
estimates,90,1971,male,10.02
estimates,90,1972,male,9.989
estimates,90,1973,male,9.997
estimates,90,1974,male,10.019
estimates,90,1975,male,10.046
estimates,90,1976,male,9.948
estimates,90,1977,male,9.839
estimates,90,1978,male,9.736
estimates,90,1979,male,9.646
estimates,90,1980,male,9.571
estimates,90,1981,male,9.384
estimates,90,1982,male,9.161
estimates,90,1983,male,8.922
estimates,90,1984,male,8.68
estimates,90,1985,male,8.429
estimates,90,1986,male,8.271
estimates,90,1987,male,8.114
estimates,90,1988,male,7.93
estimates,90,1989,male,7.7
estimates,90,1990,male,7.423
estimates,90,1991,male,7.255
estimates,90,1992,male,7.052
estimates,90,1993,male,6.826
estimates,90,1994,male,6.628
estimates,90,1995,male,6.472
estimates,90,1996,male,6.432
estimates,90,1997,male,6.417
estimates,90,1998,male,6.406
estimates,90,1999,male,6.376
estimates,90,2000,male,6.32
estimates,90,2001,male,6.436
estimates,90,2002,male,6.529
estimates,90,2003,male,6.608
estimates,90,2004,male,6.713
estimates,90,2005,male,6.83
estimates,90,2006,male,6.974
estimates,90,2007,male,7.134
estimates,90,2008,male,7.3
estimates,90,2009,male,7.453
estimates,90,2010,male,7.574
estimates,90,2011,male,7.587
estimates,90,2012,male,7.575
estimates,90,2013,male,7.54
estimates,90,2014,male,7.49
estimates,90,2015,male,7.432
medium_variant,90,2015,male,7.432
medium_variant,90,2016,male,7.422
medium_variant,90,2017,male,7.392
medium_variant,90,2018,male,7.362
medium_variant,90,2019,male,7.345
medium_variant,90,2020,male,7.342
medium_variant,90,2021,male,7.395
medium_variant,90,2022,male,7.457
medium_variant,90,2023,male,7.527
medium_variant,90,2024,male,7.599
medium_variant,90,2025,male,7.674
medium_variant,90,2026,male,7.786
medium_variant,90,2027,male,7.902
medium_variant,90,2028,male,8.018
medium_variant,90,2029,male,8.135
medium_variant,90,2030,male,8.253
medium_variant,90,2031,male,8.394
medium_variant,90,2032,male,8.527
medium_variant,90,2033,male,8.676
medium_variant,90,2034,male,8.862
medium_variant,90,2035,male,9.1
medium_variant,90,2036,male,9.397
medium_variant,90,2037,male,9.723
medium_variant,90,2038,male,10.072
medium_variant,90,2039,male,10.419
medium_variant,90,2040,male,10.757
medium_variant,90,2041,male,11.087
medium_variant,90,2042,male,11.402
medium_variant,90,2043,male,11.697
medium_variant,90,2044,male,11.966
medium_variant,90,2045,male,12.207
medium_variant,90,2046,male,12.412
medium_variant,90,2047,male,12.587
medium_variant,90,2048,male,12.74
medium_variant,90,2049,male,12.878
medium_variant,90,2050,male,13.003
medium_variant,90,2051,male,13.117
medium_variant,90,2052,male,13.219
medium_variant,90,2053,male,13.326
medium_variant,90,2054,male,13.459
medium_variant,90,2055,male,13.637
medium_variant,90,2056,male,13.853
medium_variant,90,2057,male,14.099
medium_variant,90,2058,male,14.379
medium_variant,90,2059,male,14.696
medium_variant,90,2060,male,15.051
medium_variant,90,2061,male,15.447
medium_variant,90,2062,male,15.874
medium_variant,90,2063,male,16.327
medium_variant,90,2064,male,16.798
medium_variant,90,2065,male,17.283
medium_variant,90,2066,male,17.787
medium_variant,90,2067,male,18.29
medium_variant,90,2068,male,18.808
medium_variant,90,2069,male,19.351
medium_variant,90,2070,male,19.93
medium_variant,90,2071,male,20.524
medium_variant,90,2072,male,21.136
medium_variant,90,2073,male,21.762
medium_variant,90,2074,male,22.398
medium_variant,90,2075,male,23.037
medium_variant,90,2076,male,23.636
medium_variant,90,2077,male,24.228
medium_variant,90,2078,male,24.813
medium_variant,90,2079,male,25.39
medium_variant,90,2080,male,25.959
medium_variant,90,2081,male,26.456
medium_variant,90,2082,male,26.93
medium_variant,90,2083,male,27.397
medium_variant,90,2084,male,27.866
medium_variant,90,2085,male,28.345
medium_variant,90,2086,male,28.771
medium_variant,90,2087,male,29.195
medium_variant,90,2088,male,29.626
medium_variant,90,2089,male,30.071
medium_variant,90,2090,male,30.541
medium_variant,90,2091,male,30.971
medium_variant,90,2092,male,31.409
medium_variant,90,2093,male,31.864
medium_variant,90,2094,male,32.343
medium_variant,90,2095,male,32.857
medium_variant,90,2096,male,33.326
medium_variant,90,2097,male,33.806
medium_variant,90,2098,male,34.308
medium_variant,90,2099,male,34.838
medium_variant,90,2100,male,35.406
estimates,90,1950,female,2.423
estimates,90,1951,female,2.536
estimates,90,1952,female,2.621
estimates,90,1953,female,2.704
estimates,90,1954,female,2.809
estimates,90,1955,female,2.973
estimates,90,1956,female,3.048
estimates,90,1957,female,3.138
estimates,90,1958,female,3.247
estimates,90,1959,female,3.446
estimates,90,1960,female,3.66
estimates,90,1961,female,4.041
estimates,90,1962,female,4.441
estimates,90,1963,female,4.813
estimates,90,1964,female,5.127
estimates,90,1965,female,5.342
estimates,90,1966,female,5.559
estimates,90,1967,female,5.711
estimates,90,1968,female,5.823
estimates,90,1969,female,5.958
estimates,90,1970,female,6.122
estimates,90,1971,female,6.146
estimates,90,1972,female,6.175
estimates,90,1973,female,6.182
estimates,90,1974,female,6.184
estimates,90,1975,female,6.189
estimates,90,1976,female,6.272
estimates,90,1977,female,6.334
estimates,90,1978,female,6.367
estimates,90,1979,female,6.357
estimates,90,1980,female,6.309
estimates,90,1981,female,6.288
estimates,90,1982,female,6.23
estimates,90,1983,female,6.164
estimates,90,1984,female,6.142
estimates,90,1985,female,6.151
estimates,90,1986,female,6.218
estimates,90,1987,female,6.31
estimates,90,1988,female,6.388
estimates,90,1989,female,6.427
estimates,90,1990,female,6.411
estimates,90,1991,female,6.393
estimates,90,1992,female,6.327
estimates,90,1993,female,6.237
estimates,90,1994,female,6.177
estimates,90,1995,female,6.162
estimates,90,1996,female,6.21
estimates,90,1997,female,6.293
estimates,90,1998,female,6.367
estimates,90,1999,female,6.415
estimates,90,2000,female,6.416
estimates,90,2001,female,6.441
estimates,90,2002,female,6.419
estimates,90,2003,female,6.387
estimates,90,2004,female,6.381
estimates,90,2005,female,6.413
estimates,90,2006,female,6.51
estimates,90,2007,female,6.629
estimates,90,2008,female,6.753
estimates,90,2009,female,6.867
estimates,90,2010,female,6.952
estimates,90,2011,female,7.075
estimates,90,2012,female,7.192
estimates,90,2013,female,7.295
estimates,90,2014,female,7.383
estimates,90,2015,female,7.454
medium_variant,90,2015,female,7.454
