variant,country,year,gender,oldagedependencyratio2064
estimates,458,1950,male,11.274
estimates,458,1951,male,11.127
estimates,458,1952,male,10.944
estimates,458,1953,male,10.688
estimates,458,1954,male,10.321
estimates,458,1955,male,9.846
estimates,458,1956,male,9.544
estimates,458,1957,male,9.171
estimates,458,1958,male,8.776
estimates,458,1959,male,8.415
estimates,458,1960,male,8.12
estimates,458,1961,male,8.054
estimates,458,1962,male,8.028
estimates,458,1963,male,8.012
estimates,458,1964,male,7.972
estimates,458,1965,male,7.89
estimates,458,1966,male,7.988
estimates,458,1967,male,8.039
estimates,458,1968,male,8.061
estimates,458,1969,male,8.086
estimates,458,1970,male,8.129
estimates,458,1971,male,8.209
estimates,458,1972,male,8.283
estimates,458,1973,male,8.334
estimates,458,1974,male,8.339
estimates,458,1975,male,8.292
estimates,458,1976,male,8.286
estimates,458,1977,male,8.243
estimates,458,1978,male,8.174
estimates,458,1979,male,8.093
estimates,458,1980,male,8.008
estimates,458,1981,male,7.979
estimates,458,1982,male,7.93
estimates,458,1983,male,7.864
estimates,458,1984,male,7.778
estimates,458,1985,male,7.679
estimates,458,1986,male,7.566
estimates,458,1987,male,7.439
estimates,458,1988,male,7.31
estimates,458,1989,male,7.197
estimates,458,1990,male,7.111
estimates,458,1991,male,7.112
estimates,458,1992,male,7.125
estimates,458,1993,male,7.135
estimates,458,1994,male,7.127
estimates,458,1995,male,7.098
estimates,458,1996,male,7.076
estimates,458,1997,male,7.026
estimates,458,1998,male,6.971
estimates,458,1999,male,6.941
estimates,458,2000,male,6.952
estimates,458,2001,male,7.121
estimates,458,2002,male,7.268
estimates,458,2003,male,7.366
estimates,458,2004,male,7.424
estimates,458,2005,male,7.483
estimates,458,2006,male,7.694
estimates,458,2007,male,7.87
estimates,458,2008,male,7.988
estimates,458,2009,male,8.055
estimates,458,2010,male,8.107
estimates,458,2011,male,8.293
estimates,458,2012,male,8.495
estimates,458,2013,male,8.704
estimates,458,2014,male,8.91
estimates,458,2015,male,9.111
medium_variant,458,2015,male,9.111
medium_variant,458,2016,male,9.382
medium_variant,458,2017,male,9.661
medium_variant,458,2018,male,9.952
medium_variant,458,2019,male,10.261
medium_variant,458,2020,male,10.592
medium_variant,458,2021,male,10.949
medium_variant,458,2022,male,11.315
medium_variant,458,2023,male,11.696
medium_variant,458,2024,male,12.095
medium_variant,458,2025,male,12.515
medium_variant,458,2026,male,12.96
medium_variant,458,2027,male,13.417
medium_variant,458,2028,male,13.877
medium_variant,458,2029,male,14.319
medium_variant,458,2030,male,14.736
medium_variant,458,2031,male,15.129
medium_variant,458,2032,male,15.491
medium_variant,458,2033,male,15.837
medium_variant,458,2034,male,16.187
medium_variant,458,2035,male,16.553
medium_variant,458,2036,male,16.935
medium_variant,458,2037,male,17.329
medium_variant,458,2038,male,17.735
medium_variant,458,2039,male,18.144
medium_variant,458,2040,male,18.557
medium_variant,458,2041,male,18.979
medium_variant,458,2042,male,19.401
medium_variant,458,2043,male,19.851
medium_variant,458,2044,male,20.368
medium_variant,458,2045,male,20.977
medium_variant,458,2046,male,21.677
medium_variant,458,2047,male,22.451
medium_variant,458,2048,male,23.303
medium_variant,458,2049,male,24.232
medium_variant,458,2050,male,25.239
medium_variant,458,2051,male,26.322
medium_variant,458,2052,male,27.466
medium_variant,458,2053,male,28.661
medium_variant,458,2054,male,29.891
medium_variant,458,2055,male,31.144
medium_variant,458,2056,male,32.397
medium_variant,458,2057,male,33.647
medium_variant,458,2058,male,34.881
medium_variant,458,2059,male,36.076
medium_variant,458,2060,male,37.219
medium_variant,458,2061,male,38.258
medium_variant,458,2062,male,39.213
medium_variant,458,2063,male,40.093
medium_variant,458,2064,male,40.907
medium_variant,458,2065,male,41.661
medium_variant,458,2066,male,42.275
medium_variant,458,2067,male,42.808
medium_variant,458,2068,male,43.272
medium_variant,458,2069,male,43.686
medium_variant,458,2070,male,44.068
medium_variant,458,2071,male,44.324
medium_variant,458,2072,male,44.529
medium_variant,458,2073,male,44.714
medium_variant,458,2074,male,44.916
medium_variant,458,2075,male,45.163
medium_variant,458,2076,male,45.37
medium_variant,458,2077,male,45.595
medium_variant,458,2078,male,45.849
medium_variant,458,2079,male,46.143
medium_variant,458,2080,male,46.496
medium_variant,458,2081,male,46.84
medium_variant,458,2082,male,47.2
medium_variant,458,2083,male,47.591
medium_variant,458,2084,male,48.032
medium_variant,458,2085,male,48.544
medium_variant,458,2086,male,49.047
medium_variant,458,2087,male,49.562
medium_variant,458,2088,male,50.101
medium_variant,458,2089,male,50.675
medium_variant,458,2090,male,51.296
medium_variant,458,2091,male,51.836
medium_variant,458,2092,male,52.359
medium_variant,458,2093,male,52.884
medium_variant,458,2094,male,53.423
medium_variant,458,2095,male,53.991
medium_variant,458,2096,male,54.399
medium_variant,458,2097,male,54.776
medium_variant,458,2098,male,55.144
medium_variant,458,2099,male,55.522
medium_variant,458,2100,male,55.93
estimates,458,1950,female,11.426
estimates,458,1951,female,11.236
estimates,458,1952,female,11.047
estimates,458,1953,female,10.814
estimates,458,1954,female,10.486
estimates,458,1955,female,10.053
estimates,458,1956,female,9.688
estimates,458,1957,female,9.253
estimates,458,1958,female,8.809
estimates,458,1959,female,8.418
estimates,458,1960,female,8.101
estimates,458,1961,female,8.058
estimates,458,1962,female,8.059
estimates,458,1963,female,8.064
estimates,458,1964,female,8.017
estimates,458,1965,female,7.893
estimates,458,1966,female,7.918
estimates,458,1967,female,7.877
estimates,458,1968,female,7.815
estimates,458,1969,female,7.795
estimates,458,1970,female,7.845
estimates,458,1971,female,7.9
estimates,458,1972,female,7.991
estimates,458,1973,female,8.083
estimates,458,1974,female,8.135
estimates,458,1975,female,8.133
estimates,458,1976,female,8.098
estimates,458,1977,female,8.03
estimates,458,1978,female,7.951
estimates,458,1979,female,7.885
estimates,458,1980,female,7.844
estimates,458,1981,female,7.867
estimates,458,1982,female,7.891
estimates,458,1983,female,7.914
estimates,458,1984,female,7.93
estimates,458,1985,female,7.94
estimates,458,1986,female,7.948
estimates,458,1987,female,7.941
estimates,458,1988,female,7.923
estimates,458,1989,female,7.904
estimates,458,1990,female,7.891
estimates,458,1991,female,7.892
estimates,458,1992,female,7.896
estimates,458,1993,female,7.897
estimates,458,1994,female,7.892
estimates,458,1995,female,7.879
estimates,458,1996,female,7.875
estimates,458,1997,female,7.852
estimates,458,1998,female,7.827
estimates,458,1999,female,7.821
estimates,458,2000,female,7.844
estimates,458,2001,female,8.033
estimates,458,2002,female,8.201
estimates,458,2003,female,8.324
estimates,458,2004,female,8.414
estimates,458,2005,female,8.521
estimates,458,2006,female,8.75
