variant,country,year,gender,oldagedependencyratio2064
estimates,178,1950,male,6.491
estimates,178,1951,male,6.592
estimates,178,1952,male,6.673
estimates,178,1953,male,6.73
estimates,178,1954,male,6.761
estimates,178,1955,male,6.77
estimates,178,1956,male,6.867
estimates,178,1957,male,6.937
estimates,178,1958,male,6.995
estimates,178,1959,male,7.057
estimates,178,1960,male,7.132
estimates,178,1961,male,7.3
estimates,178,1962,male,7.468
estimates,178,1963,male,7.623
estimates,178,1964,male,7.756
estimates,178,1965,male,7.863
estimates,178,1966,male,8.015
estimates,178,1967,male,8.134
estimates,178,1968,male,8.228
estimates,178,1969,male,8.298
estimates,178,1970,male,8.348
estimates,178,1971,male,8.431
estimates,178,1972,male,8.487
estimates,178,1973,male,8.518
estimates,178,1974,male,8.53
estimates,178,1975,male,8.528
estimates,178,1976,male,8.591
estimates,178,1977,male,8.63
estimates,178,1978,male,8.649
estimates,178,1979,male,8.65
estimates,178,1980,male,8.635
estimates,178,1981,male,8.658
estimates,178,1982,male,8.657
estimates,178,1983,male,8.638
estimates,178,1984,male,8.601
estimates,178,1985,male,8.553
estimates,178,1986,male,8.555
estimates,178,1987,male,8.536
estimates,178,1988,male,8.497
estimates,178,1989,male,8.442
estimates,178,1990,male,8.374
estimates,178,1991,male,8.333
estimates,178,1992,male,8.269
estimates,178,1993,male,8.186
estimates,178,1994,male,8.091
estimates,178,1995,male,7.985
estimates,178,1996,male,7.909
estimates,178,1997,male,7.814
estimates,178,1998,male,7.704
estimates,178,1999,male,7.585
estimates,178,2000,male,7.462
estimates,178,2001,male,7.403
estimates,178,2002,male,7.328
estimates,178,2003,male,7.241
estimates,178,2004,male,7.145
estimates,178,2005,male,7.043
estimates,178,2006,male,7.001
estimates,178,2007,male,6.95
estimates,178,2008,male,6.894
estimates,178,2009,male,6.832
estimates,178,2010,male,6.768
estimates,178,2011,male,6.822
estimates,178,2012,male,6.867
estimates,178,2013,male,6.908
estimates,178,2014,male,6.944
estimates,178,2015,male,6.979
medium_variant,178,2015,male,6.979
medium_variant,178,2016,male,7.033
medium_variant,178,2017,male,7.081
medium_variant,178,2018,male,7.127
medium_variant,178,2019,male,7.17
medium_variant,178,2020,male,7.213
medium_variant,178,2021,male,7.273
medium_variant,178,2022,male,7.33
medium_variant,178,2023,male,7.386
medium_variant,178,2024,male,7.447
medium_variant,178,2025,male,7.516
medium_variant,178,2026,male,7.605
medium_variant,178,2027,male,7.695
medium_variant,178,2028,male,7.79
medium_variant,178,2029,male,7.892
medium_variant,178,2030,male,8.003
medium_variant,178,2031,male,8.132
medium_variant,178,2032,male,8.262
medium_variant,178,2033,male,8.399
medium_variant,178,2034,male,8.549
medium_variant,178,2035,male,8.716
medium_variant,178,2036,male,8.899
medium_variant,178,2037,male,9.088
medium_variant,178,2038,male,9.283
medium_variant,178,2039,male,9.487
medium_variant,178,2040,male,9.7
medium_variant,178,2041,male,9.914
medium_variant,178,2042,male,10.126
medium_variant,178,2043,male,10.333
medium_variant,178,2044,male,10.531
medium_variant,178,2045,male,10.717
medium_variant,178,2046,male,10.882
medium_variant,178,2047,male,11.03
medium_variant,178,2048,male,11.161
medium_variant,178,2049,male,11.274
medium_variant,178,2050,male,11.369
medium_variant,178,2051,male,11.442
medium_variant,178,2052,male,11.496
medium_variant,178,2053,male,11.537
medium_variant,178,2054,male,11.569
medium_variant,178,2055,male,11.599
medium_variant,178,2056,male,11.626
medium_variant,178,2057,male,11.647
medium_variant,178,2058,male,11.672
medium_variant,178,2059,male,11.712
medium_variant,178,2060,male,11.776
medium_variant,178,2061,male,11.864
medium_variant,178,2062,male,11.968
medium_variant,178,2063,male,12.09
medium_variant,178,2064,male,12.233
medium_variant,178,2065,male,12.398
medium_variant,178,2066,male,12.589
medium_variant,178,2067,male,12.792
medium_variant,178,2068,male,13.015
medium_variant,178,2069,male,13.264
medium_variant,178,2070,male,13.545
medium_variant,178,2071,male,13.853
medium_variant,178,2072,male,14.178
medium_variant,178,2073,male,14.518
medium_variant,178,2074,male,14.873
medium_variant,178,2075,male,15.241
medium_variant,178,2076,male,15.606
medium_variant,178,2077,male,15.974
medium_variant,178,2078,male,16.341
medium_variant,178,2079,male,16.699
medium_variant,178,2080,male,17.047
medium_variant,178,2081,male,17.355
medium_variant,178,2082,male,17.645
medium_variant,178,2083,male,17.926
medium_variant,178,2084,male,18.209
medium_variant,178,2085,male,18.501
medium_variant,178,2086,male,18.764
medium_variant,178,2087,male,19.027
medium_variant,178,2088,male,19.296
medium_variant,178,2089,male,19.579
medium_variant,178,2090,male,19.881
medium_variant,178,2091,male,20.161
medium_variant,178,2092,male,20.45
medium_variant,178,2093,male,20.753
medium_variant,178,2094,male,21.073
medium_variant,178,2095,male,21.417
medium_variant,178,2096,male,21.743
medium_variant,178,2097,male,22.079
medium_variant,178,2098,male,22.427
medium_variant,178,2099,male,22.789
medium_variant,178,2100,male,23.171
estimates,178,1950,female,7.99
estimates,178,1951,female,8.088
estimates,178,1952,female,8.158
estimates,178,1953,female,8.209
estimates,178,1954,female,8.238
estimates,178,1955,female,8.247
estimates,178,1956,female,8.357
estimates,178,1957,female,8.442
estimates,178,1958,female,8.51
