variant,country,year,gender,oldagedependencyratio2064
estimates,764,1950,male,6.495
estimates,764,1951,male,6.51
estimates,764,1952,male,6.494
estimates,764,1953,male,6.462
estimates,764,1954,male,6.424
estimates,764,1955,male,6.389
estimates,764,1956,male,6.404
estimates,764,1957,male,6.408
estimates,764,1958,male,6.412
estimates,764,1959,male,6.427
estimates,764,1960,male,6.458
estimates,764,1961,male,6.564
estimates,764,1962,male,6.672
estimates,764,1963,male,6.774
estimates,764,1964,male,6.861
estimates,764,1965,male,6.927
estimates,764,1966,male,7.03
estimates,764,1967,male,7.106
estimates,764,1968,male,7.161
estimates,764,1969,male,7.197
estimates,764,1970,male,7.218
estimates,764,1971,male,7.271
estimates,764,1972,male,7.295
estimates,764,1973,male,7.295
estimates,764,1974,male,7.275
estimates,764,1975,male,7.239
estimates,764,1976,male,7.287
estimates,764,1977,male,7.318
estimates,764,1978,male,7.331
estimates,764,1979,male,7.324
estimates,764,1980,male,7.299
estimates,764,1981,male,7.3
estimates,764,1982,male,7.289
estimates,764,1983,male,7.271
estimates,764,1984,male,7.252
estimates,764,1985,male,7.237
estimates,764,1986,male,7.267
estimates,764,1987,male,7.306
estimates,764,1988,male,7.369
estimates,764,1989,male,7.471
estimates,764,1990,male,7.622
estimates,764,1991,male,7.823
estimates,764,1992,male,8.048
estimates,764,1993,male,8.289
estimates,764,1994,male,8.532
estimates,764,1995,male,8.772
estimates,764,1996,male,8.986
estimates,764,1997,male,9.2
estimates,764,1998,male,9.424
estimates,764,1999,male,9.665
estimates,764,2000,male,9.927
estimates,764,2001,male,10.197
estimates,764,2002,male,10.473
estimates,764,2003,male,10.748
estimates,764,2004,male,11.008
estimates,764,2005,male,11.251
estimates,764,2006,male,11.489
estimates,764,2007,male,11.724
estimates,764,2008,male,11.969
estimates,764,2009,male,12.238
estimates,764,2010,male,12.535
estimates,764,2011,male,12.923
estimates,764,2012,male,13.328
estimates,764,2013,male,13.759
estimates,764,2014,male,14.232
estimates,764,2015,male,14.751
medium_variant,764,2015,male,14.751
medium_variant,764,2016,male,15.272
medium_variant,764,2017,male,15.833
medium_variant,764,2018,male,16.447
medium_variant,764,2019,male,17.129
medium_variant,764,2020,male,17.889
medium_variant,764,2021,male,18.73
medium_variant,764,2022,male,19.639
medium_variant,764,2023,male,20.608
medium_variant,764,2024,male,21.619
medium_variant,764,2025,male,22.663
medium_variant,764,2026,male,23.728
medium_variant,764,2027,male,24.808
medium_variant,764,2028,male,25.914
medium_variant,764,2029,male,27.056
medium_variant,764,2030,male,28.241
medium_variant,764,2031,male,29.427
medium_variant,764,2032,male,30.63
medium_variant,764,2033,male,31.847
medium_variant,764,2034,male,33.071
medium_variant,764,2035,male,34.297
medium_variant,764,2036,male,35.469
medium_variant,764,2037,male,36.617
medium_variant,764,2038,male,37.744
medium_variant,764,2039,male,38.852
medium_variant,764,2040,male,39.939
medium_variant,764,2041,male,40.94
medium_variant,764,2042,male,41.892
medium_variant,764,2043,male,42.787
medium_variant,764,2044,male,43.61
medium_variant,764,2045,male,44.354
medium_variant,764,2046,male,44.983
medium_variant,764,2047,male,45.512
medium_variant,764,2048,male,45.954
medium_variant,764,2049,male,46.324
medium_variant,764,2050,male,46.642
medium_variant,764,2051,male,46.9
medium_variant,764,2052,male,47.073
medium_variant,764,2053,male,47.218
medium_variant,764,2054,male,47.417
medium_variant,764,2055,male,47.729
medium_variant,764,2056,male,48.158
medium_variant,764,2057,male,48.661
medium_variant,764,2058,male,49.238
medium_variant,764,2059,male,49.875
medium_variant,764,2060,male,50.566
medium_variant,764,2061,male,51.314
medium_variant,764,2062,male,52.08
medium_variant,764,2063,male,52.855
medium_variant,764,2064,male,53.614
medium_variant,764,2065,male,54.35
medium_variant,764,2066,male,55.024
medium_variant,764,2067,male,55.613
medium_variant,764,2068,male,56.155
medium_variant,764,2069,male,56.703
medium_variant,764,2070,male,57.293
medium_variant,764,2071,male,57.837
medium_variant,764,2072,male,58.359
medium_variant,764,2073,male,58.876
medium_variant,764,2074,male,59.404
medium_variant,764,2075,male,59.961
medium_variant,764,2076,male,60.403
medium_variant,764,2077,male,60.822
medium_variant,764,2078,male,61.221
medium_variant,764,2079,male,61.589
medium_variant,764,2080,male,61.922
medium_variant,764,2081,male,62.03
medium_variant,764,2082,male,62.057
medium_variant,764,2083,male,62.038
medium_variant,764,2084,male,62.017
medium_variant,764,2085,male,62.022
medium_variant,764,2086,male,61.883
medium_variant,764,2087,male,61.719
medium_variant,764,2088,male,61.552
medium_variant,764,2089,male,61.419
medium_variant,764,2090,male,61.361
medium_variant,764,2091,male,61.226
medium_variant,764,2092,male,61.102
medium_variant,764,2093,male,61.015
medium_variant,764,2094,male,60.993
medium_variant,764,2095,male,61.059
medium_variant,764,2096,male,61.03
medium_variant,764,2097,male,61.011
medium_variant,764,2098,male,61.027
medium_variant,764,2099,male,61.104
medium_variant,764,2100,male,61.265
estimates,764,1950,female,8.344
estimates,764,1951,female,8.473
estimates,764,1952,female,8.578
estimates,764,1953,female,8.658
estimates,764,1954,female,8.708
estimates,764,1955,female,8.73
estimates,764,1956,female,8.678
estimates,764,1957,female,8.598
estimates,764,1958,female,8.518
estimates,764,1959,female,8.472
estimates,764,1960,female,8.472
estimates,764,1961,female,8.541
estimates,764,1962,female,8.64
estimates,764,1963,female,8.757
estimates,764,1964,female,8.869
estimates,764,1965,female,8.963
estimates,764,1966,female,9.051
estimates,764,1967,female,9.114
estimates,764,1968,female,9.162
estimates,764,1969,female,9.204
estimates,764,1970,female,9.247
estimates,764,1971,female,9.296
estimates,764,1972,female,9.329
estimates,764,1973,female,9.343
estimates,764,1974,female,9.333
estimates,764,1975,female,9.3
estimates,764,1976,female,9.298
estimates,764,1977,female,9.274
estimates,764,1978,female,9.233
estimates,764,1979,female,9.181
estimates,764,1980,female,9.124
estimates,764,1981,female,9.053
estimates,764,1982,female,8.985
estimates,764,1983,female,8.923
estimates,764,1984,female,8.868
estimates,764,1985,female,8.822
estimates,764,1986,female,8.782
estimates,764,1987,female,8.76
estimates,764,1988,female,8.773
estimates,764,1989,female,8.837
estimates,764,1990,female,8.963
estimates,764,1991,female,9.163
estimates,764,1992,female,9.399
estimates,764,1993,female,9.666
estimates,764,1994,female,9.955
estimates,764,1995,female,10.261
estimates,764,1996,female,10.465
estimates,764,1997,female,10.687
estimates,764,1998,female,10.935
estimates,764,1999,female,11.22
estimates,764,2000,female,11.541
estimates,764,2001,female,11.882
estimates,764,2002,female,12.242
estimates,764,2003,female,12.607
estimates,764,2004,female,12.958
estimates,764,2005,female,13.293
estimates,764,2006,female,13.589
estimates,764,2007,female,13.885
estimates,764,2008,female,14.2
estimates,764,2009,female,14.554
estimates,764,2010,female,14.957
estimates,764,2011,female,15.461
estimates,764,2012,female,16.002
estimates,764,2013,female,16.592
estimates,764,2014,female,17.243
estimates,764,2015,female,17.962
medium_variant,764,2015,female,17.962
medium_variant,764,2016,female,18.61
medium_variant,764,2017,female,19.313
medium_variant,764,2018,female,20.087
medium_variant,764,2019,female,20.952
medium_variant,764,2020,female,21.92
medium_variant,764,2021,female,22.946
medium_variant,764,2022,female,24.068
medium_variant,764,2023,female,25.277
medium_variant,764,2024,female,26.552
medium_variant,764,2025,female,27.884
medium_variant,764,2026,female,29.202
medium_variant,764,2027,female,30.555
medium_variant,764,2028,female,31.962
medium_variant,764,2029,female,33.446
medium_variant,764,2030,female,35.022
medium_variant,764,2031,female,36.576
