continent,year,variant,gender,freq,agebroad,percentagetotaldeaths
905,1950,estimates,female,5yearly,0_4,9.1510443514972
905,1950,estimates,male,5yearly,0_4,9.34544981392862
905,1950,estimates,female,5yearly,0_14,9.98324665748794
905,1950,estimates,male,5yearly,0_14,10.3393908175366
905,1950,estimates,female,5yearly,0_19,10.5332087028204
905,1950,estimates,male,5yearly,0_19,11.2426211206432
905,1950,estimates,female,5yearly,0_24,11.2897191789612
905,1950,estimates,male,5yearly,0_24,12.5087560880201
905,1950,estimates,female,5yearly,5_14,0.832202305990747
905,1950,estimates,male,5yearly,5_14,0.993941003608013
905,1950,estimates,female,5yearly,15plus,90.016753342512
905,1950,estimates,male,5yearly,15plus,89.6606091824634
905,1950,estimates,female,5yearly,15_24,1.30647252147321
905,1950,estimates,male,5yearly,15_24,2.16936527048347
905,1950,estimates,female,5yearly,15_49,11.5584197372972
905,1950,estimates,male,5yearly,15_49,14.5400654049102
905,1950,estimates,female,5yearly,15_59,22.6071430901842
905,1950,estimates,male,5yearly,15_59,29.1089586250741
905,1950,estimates,female,5yearly,15_64,30.8484445111461
905,1950,estimates,male,5yearly,15_64,39.6290903587042
905,1950,estimates,female,5yearly,20plus,89.4667912971796
905,1950,estimates,male,5yearly,20plus,88.7573788793568
905,1950,estimates,female,5yearly,20_64,30.2984824658136
905,1950,estimates,male,5yearly,20_64,38.7258600555977
905,1950,estimates,female,5yearly,20_69,40.9492527606855
905,1950,estimates,male,5yearly,20_69,50.7182518218952
905,1950,estimates,female,5yearly,25plus,88.7102808210389
905,1950,estimates,male,5yearly,25plus,87.4912439119799
905,1950,estimates,female,5yearly,25_69,40.1927422845447
905,1950,estimates,male,5yearly,25_69,49.4521168545183
905,1950,estimates,female,5yearly,40plus,84.5452182556513
905,1950,estimates,male,5yearly,40plus,82.5375818411983
905,1950,estimates,female,5yearly,50plus,78.4583336052149
905,1950,estimates,male,5yearly,50plus,75.1205437775532
905,1950,estimates,female,5yearly,60plus,67.4096102523278
905,1950,estimates,male,5yearly,60plus,60.5516505573893
905,1950,estimates,female,5yearly,65plus,59.168308831366
905,1950,estimates,male,5yearly,65plus,50.0315188237592
905,1950,estimates,female,5yearly,70plus,48.5175385364941
905,1950,estimates,male,5yearly,70plus,38.0391270574616
905,1950,estimates,female,5yearly,80plus,23.12426184153
905,1950,estimates,male,5yearly,80plus,15.2035588123517
905,1950,estimates,female,5yearly,90plus,5.76764130772861
905,1950,estimates,male,5yearly,90plus,2.57182054251969
905,1955,estimates,female,5yearly,0_4,8.27263641142885
905,1955,estimates,male,5yearly,0_4,8.38820951835918
905,1955,estimates,female,5yearly,0_14,9.06556795813822
905,1955,estimates,male,5yearly,0_14,9.36533232072828
905,1955,estimates,female,5yearly,0_19,9.53718533370826
905,1955,estimates,male,5yearly,0_19,10.2445194740975
905,1955,estimates,female,5yearly,0_24,10.109870852844
905,1955,estimates,male,5yearly,0_24,11.3325371649035
905,1955,estimates,female,5yearly,5_14,0.792931546709376
905,1955,estimates,male,5yearly,5_14,0.977122802369095
905,1955,estimates,female,5yearly,15plus,90.9344320418618
905,1955,estimates,male,5yearly,15plus,90.6346676792717
905,1955,estimates,female,5yearly,15_24,1.04430289470574
905,1955,estimates,male,5yearly,15_24,1.96720484417526
905,1955,estimates,female,5yearly,15_49,9.91552863121946
905,1955,estimates,male,5yearly,15_49,13.203616417296
905,1955,estimates,female,5yearly,15_59,20.2913146601787
905,1955,estimates,male,5yearly,15_59,27.4417768137832
905,1955,estimates,female,5yearly,15_64,28.104126677507
905,1955,estimates,male,5yearly,15_64,37.6764179968983
905,1955,estimates,female,5yearly,20plus,90.4628146662917
905,1955,estimates,male,5yearly,20plus,89.7554805259025
905,1955,estimates,female,5yearly,20_64,27.632509301937
905,1955,estimates,male,5yearly,20_64,36.797230843529
905,1955,estimates,female,5yearly,20_69,37.9094940887362
905,1955,estimates,male,5yearly,20_69,48.9677474762218
905,1955,estimates,female,5yearly,25plus,89.890129147156
905,1955,estimates,male,5yearly,25plus,88.6674628350965
905,1955,estimates,female,5yearly,25_69,37.3368085696005
905,1955,estimates,male,5yearly,25_69,47.8797297854158
905,1955,estimates,female,5yearly,40plus,86.4816773236503
905,1955,estimates,male,5yearly,40plus,84.376394851273
905,1955,estimates,female,5yearly,50plus,81.0189034106423
905,1955,estimates,male,5yearly,50plus,77.4310512619758
905,1955,estimates,female,5yearly,60plus,70.643117381683
905,1955,estimates,male,5yearly,60plus,63.1928908654885
905,1955,estimates,female,5yearly,65plus,62.8303053643547
905,1955,estimates,male,5yearly,65plus,52.9582496823735
905,1955,estimates,female,5yearly,70plus,52.5533205775555
905,1955,estimates,male,5yearly,70plus,40.7877330496807
905,1955,estimates,female,5yearly,80plus,25.7634363576345
905,1955,estimates,male,5yearly,80plus,16.6770777049861
905,1955,estimates,female,5yearly,90plus,5.26889016582511
905,1955,estimates,male,5yearly,90plus,2.56419637503307
905,1960,estimates,female,5yearly,0_4,6.71207260077677
905,1960,estimates,male,5yearly,0_4,6.92941413327965
905,1960,estimates,female,5yearly,0_14,7.47708272143298
905,1960,estimates,male,5yearly,0_14,7.88582421761403
905,1960,estimates,female,5yearly,0_19,7.97922747609431
905,1960,estimates,male,5yearly,0_19,8.83190837303984
905,1960,estimates,female,5yearly,0_24,8.54554857423118
905,1960,estimates,male,5yearly,0_24,9.93907344026128
905,1960,estimates,female,5yearly,5_14,0.76501012065621
905,1960,estimates,male,5yearly,5_14,0.956410084334385
905,1960,estimates,female,5yearly,15plus,92.522917278567
905,1960,estimates,male,5yearly,15plus,92.114175782386
905,1960,estimates,female,5yearly,15_24,1.06846585279821
905,1960,estimates,male,5yearly,15_24,2.05324922264725
905,1960,estimates,female,5yearly,15_49,9.34562146356728
905,1960,estimates,male,5yearly,15_49,12.8647473323938
905,1960,estimates,female,5yearly,15_59,19.2954608587544
905,1960,estimates,male,5yearly,15_59,27.0273404469499
905,1960,estimates,female,5yearly,15_64,26.9557038013475
905,1960,estimates,male,5yearly,15_64,37.3642395364964
905,1960,estimates,female,5yearly,20plus,92.0207725239057
905,1960,estimates,male,5yearly,20plus,91.1680916269602
905,1960,estimates,female,5yearly,20_64,26.4535590466862
905,1960,estimates,male,5yearly,20_64,36.4181553810706
905,1960,estimates,female,5yearly,20_69,36.177938046875
905,1960,estimates,male,5yearly,20_69,48.2562154665235
905,1960,estimates,female,5yearly,25plus,91.4544514257688
905,1960,estimates,male,5yearly,25plus,90.0609265597387
905,1960,estimates,female,5yearly,25_69,35.6116169487381
905,1960,estimates,male,5yearly,25_69,47.1490503993021
905,1960,estimates,female,5yearly,40plus,88.4335491438548
905,1960,estimates,male,5yearly,40plus,86.0863029326891
905,1960,estimates,female,5yearly,50plus,83.1772958149997
905,1960,estimates,male,5yearly,50plus,79.2494284499922
905,1960,estimates,female,5yearly,60plus,73.2274564198126
905,1960,estimates,male,5yearly,60plus,65.0868353354361
905,1960,estimates,female,5yearly,65plus,65.5672134772195
905,1960,estimates,male,5yearly,65plus,54.7499362458895
905,1960,estimates,female,5yearly,70plus,55.8428344770307
905,1960,estimates,male,5yearly,70plus,42.9118761604367
905,1960,estimates,female,5yearly,80plus,28.9620811498152
905,1960,estimates,male,5yearly,80plus,17.9443169362235
905,1960,estimates,female,5yearly,90plus,5.72068862621871
905,1960,estimates,male,5yearly,90plus,2.77946446547212
905,1965,estimates,female,5yearly,0_4,4.90121792604011
905,1965,estimates,male,5yearly,0_4,5.09469346097795
905,1965,estimates,female,5yearly,0_14,5.64034338473593
905,1965,estimates,male,5yearly,0_14,6.0653875452868
905,1965,estimates,female,5yearly,0_19,6.23352881045191
905,1965,estimates,male,5yearly,0_19,7.25928024007603
905,1965,estimates,female,5yearly,0_24,6.90450548589018
905,1965,estimates,male,5yearly,0_24,8.72241911244903
905,1965,estimates,female,5yearly,5_14,0.739125458695822
905,1965,estimates,male,5yearly,5_14,0.970694084308849
905,1965,estimates,female,5yearly,15plus,94.3596566152641
905,1965,estimates,male,5yearly,15plus,93.9346124547132
905,1965,estimates,female,5yearly,15_24,1.26416210115425
905,1965,estimates,male,5yearly,15_24,2.65703156716223
905,1965,estimates,female,5yearly,15_49,9.1205788259689
905,1965,estimates,male,5yearly,15_49,13.5078548388068
905,1965,estimates,female,5yearly,15_59,18.7211309657603
905,1965,estimates,male,5yearly,15_59,27.5275332348399
905,1965,estimates,female,5yearly,15_64,26.1601418224392
905,1965,estimates,male,5yearly,15_64,38.0607052066188
905,1965,estimates,female,5yearly,20plus,93.7664711895481
905,1965,estimates,male,5yearly,20plus,92.7407197599239
905,1965,estimates,female,5yearly,20_64,25.5669563967232
905,1965,estimates,male,5yearly,20_64,36.8668125118296
905,1965,estimates,female,5yearly,20_69,35.0713661963358
905,1965,estimates,male,5yearly,20_69,48.7744558729208
905,1965,estimates,female,5yearly,25plus,93.0954945141098
905,1965,estimates,male,5yearly,25plus,91.2775808875509
905,1965,estimates,female,5yearly,25_69,34.4003895208975
905,1965,estimates,male,5yearly,25_69,47.3113170005478
905,1965,estimates,female,5yearly,40plus,90.3379228433288
905,1965,estimates,male,5yearly,40plus,87.2285049488594
905,1965,estimates,female,5yearly,50plus,85.2390777892952
905,1965,estimates,male,5yearly,50plus,80.4267576159064
905,1965,estimates,female,5yearly,60plus,75.6385256495037
905,1965,estimates,male,5yearly,60plus,66.4070792198733
905,1965,estimates,female,5yearly,65plus,68.1995147928249
905,1965,estimates,male,5yearly,65plus,55.8739072480944
905,1965,estimates,female,5yearly,70plus,58.6951049932123
905,1965,estimates,male,5yearly,70plus,43.9662638870032
905,1965,estimates,female,5yearly,80plus,32.063394439207
905,1965,estimates,male,5yearly,80plus,18.8736337048127
905,1965,estimates,female,5yearly,90plus,6.72961633624931
905,1965,estimates,male,5yearly,90plus,3.00248864193452
905,1970,estimates,female,5yearly,0_4,3.50105730213902
905,1970,estimates,male,5yearly,0_4,3.73340724330914
905,1970,estimates,female,5yearly,0_14,4.1570314488936
905,1970,estimates,male,5yearly,0_14,4.64917748849431
905,1970,estimates,female,5yearly,0_19,4.78887728540923
905,1970,estimates,male,5yearly,0_19,6.01396398795609
905,1970,estimates,female,5yearly,0_24,5.53348816185295
905,1970,estimates,male,5yearly,0_24,7.78093188380352
905,1970,estimates,female,5yearly,5_14,0.655974146754576
905,1970,estimates,male,5yearly,5_14,0.915770245185166
905,1970,estimates,female,5yearly,15plus,95.8429685511064
905,1970,estimates,male,5yearly,15plus,95.3508225115057
905,1970,estimates,female,5yearly,15_24,1.37645671295936
905,1970,estimates,male,5yearly,15_24,3.13175439530922
905,1970,estimates,female,5yearly,15_49,8.50829475609313
905,1970,estimates,male,5yearly,15_49,13.7296657151744
905,1970,estimates,female,5yearly,15_59,17.7168300679063
905,1970,estimates,male,5yearly,15_59,27.3775471488438
905,1970,estimates,female,5yearly,15_64,24.7333468418619
905,1970,estimates,male,5yearly,15_64,37.5926093969564
905,1970,estimates,female,5yearly,20plus,95.2111227145908
905,1970,estimates,male,5yearly,20plus,93.9860360120439
905,1970,estimates,female,5yearly,20_64,24.1015010053463
905,1970,estimates,male,5yearly,20_64,36.2278228974946
905,1970,estimates,female,5yearly,20_69,33.3781193010895
905,1970,estimates,male,5yearly,20_69,48.3653500301492
905,1970,estimates,female,5yearly,25plus,94.466511838147
905,1970,estimates,male,5yearly,25plus,92.2190681161965
905,1970,estimates,female,5yearly,25_69,32.6335084246458
905,1970,estimates,male,5yearly,25_69,46.5983821343018
905,1970,estimates,female,5yearly,40plus,91.8499306389014
905,1970,estimates,male,5yearly,40plus,87.954219214095
905,1970,estimates,female,5yearly,50plus,87.3346737950133
905,1970,estimates,male,5yearly,50plus,81.6211567963313
905,1970,estimates,female,5yearly,60plus,78.1261384832001
