continent,year,variant,gender,freq,agebroad,percentagetotaldeaths
903,1950,estimates,female,5yearly,"Region, subregion, country or area *",AFRICA
903,1950,estimates,male,5yearly,"Region, subregion, country or area *",AFRICA
903,1950,estimates,female,5yearly,0_4,53.9530560110183
903,1950,estimates,male,5yearly,0_4,55.7209744882704
903,1950,estimates,female,5yearly,0_14,61.7167006385411
903,1950,estimates,male,5yearly,0_14,62.8803547235351
903,1950,estimates,female,5yearly,0_19,64.2579578115169
903,1950,estimates,male,5yearly,0_19,65.3758517699695
903,1950,estimates,female,5yearly,0_24,67.0588362213173
903,1950,estimates,male,5yearly,0_24,68.3706735521997
903,1950,estimates,female,5yearly,5_14,7.76364462752283
903,1950,estimates,male,5yearly,5_14,7.15938023526472
903,1950,estimates,female,5yearly,15plus,38.2832993614589
903,1950,estimates,male,5yearly,15plus,37.1196452764649
903,1950,estimates,female,5yearly,15_24,5.34213558277615
903,1950,estimates,male,5yearly,15_24,5.49031882866458
903,1950,estimates,female,5yearly,15_49,17.4895775847532
903,1950,estimates,male,5yearly,15_49,18.2970847757012
903,1950,estimates,female,5yearly,15_59,22.3374631710933
903,1950,estimates,male,5yearly,15_59,23.6783348442529
903,1950,estimates,female,5yearly,15_64,25.3897304549774
903,1950,estimates,male,5yearly,15_64,26.6433336496647
903,1950,estimates,female,5yearly,20plus,35.7420421884831
903,1950,estimates,male,5yearly,20plus,34.6241482300305
903,1950,estimates,female,5yearly,20_64,22.8484732820016
903,1950,estimates,male,5yearly,20_64,24.1478366032303
903,1950,estimates,female,5yearly,20_69,26.3135980523848
903,1950,estimates,male,5yearly,20_69,27.2436022770138
903,1950,estimates,female,5yearly,25plus,32.9411637786828
903,1950,estimates,male,5yearly,25plus,31.6293264478003
903,1950,estimates,female,5yearly,25_69,23.5127196425845
903,1950,estimates,male,5yearly,25_69,24.2487804947836
903,1950,estimates,female,5yearly,40plus,25.1604829121964
903,1950,estimates,male,5yearly,40plus,23.8036593025036
903,1950,estimates,female,5yearly,50plus,20.7937217767057
903,1950,estimates,male,5yearly,50plus,18.8225605007637
903,1950,estimates,female,5yearly,60plus,15.9458361903656
903,1950,estimates,male,5yearly,60plus,13.441310432212
903,1950,estimates,female,5yearly,65plus,12.8935689064815
903,1950,estimates,male,5yearly,65plus,10.4763116268002
903,1950,estimates,female,5yearly,70plus,9.42844413609829
903,1950,estimates,male,5yearly,70plus,7.38054595301668
903,1950,estimates,female,5yearly,80plus,2.93019457272817
903,1950,estimates,male,5yearly,80plus,2.08177850094208
903,1950,estimates,female,5yearly,90plus,0.283284463579372
903,1950,estimates,male,5yearly,90plus,0.159868561920917
903,1955,estimates,female,5yearly,"Region, subregion, country or area *",AFRICA
903,1955,estimates,male,5yearly,"Region, subregion, country or area *",AFRICA
903,1955,estimates,female,5yearly,0_4,53.7375583813288
903,1955,estimates,male,5yearly,0_4,55.5045718242217
903,1955,estimates,female,5yearly,0_14,61.5368767974149
903,1955,estimates,male,5yearly,0_14,62.7161953096817
903,1955,estimates,female,5yearly,0_19,64.0745088401984
903,1955,estimates,male,5yearly,0_19,65.2072378929454
903,1955,estimates,female,5yearly,0_24,66.8690561181909
903,1955,estimates,male,5yearly,0_24,68.180207791428
903,1955,estimates,female,5yearly,5_14,7.79931841608608
903,1955,estimates,male,5yearly,5_14,7.21162348546009
903,1955,estimates,female,5yearly,15plus,38.4631232025851
903,1955,estimates,male,5yearly,15plus,37.2838046903183
