continent,year,variant,gender,freq,agebroad,percentagetotaldeaths
935,1950,estimates,female,5yearly,"Region, subregion, country or area *",ASIA
935,1950,estimates,male,5yearly,"Region, subregion, country or area *",ASIA
935,1950,estimates,female,5yearly,0_4,42.7557770287022
935,1950,estimates,male,5yearly,0_4,42.7799355876023
935,1950,estimates,female,5yearly,0_14,48.7310717485434
935,1950,estimates,male,5yearly,0_14,48.6743352586918
935,1950,estimates,female,5yearly,0_19,51.1185570073469
935,1950,estimates,male,5yearly,0_19,51.1923706034441
935,1950,estimates,female,5yearly,0_24,53.7984841375452
935,1950,estimates,male,5yearly,0_24,53.9732868451127
935,1950,estimates,female,5yearly,5_14,5.97529471984125
935,1950,estimates,male,5yearly,5_14,5.89439967108955
935,1950,estimates,female,5yearly,15plus,51.2689282514566
935,1950,estimates,male,5yearly,15plus,51.3256647413082
935,1950,estimates,female,5yearly,15_24,5.0674123890018
935,1950,estimates,male,5yearly,15_24,5.29895158642089
935,1950,estimates,female,5yearly,15_49,20.5257069939037
935,1950,estimates,male,5yearly,15_49,20.5882830945713
935,1950,estimates,female,5yearly,15_59,27.6254419520164
935,1950,estimates,male,5yearly,15_59,29.4691576814622
935,1950,estimates,female,5yearly,15_64,32.4533943517198
935,1950,estimates,male,5yearly,15_64,34.8424916486142
935,1950,estimates,female,5yearly,20plus,48.8814429926531
935,1950,estimates,male,5yearly,20plus,48.8076293965559
935,1950,estimates,female,5yearly,20_64,30.0659090929163
935,1950,estimates,male,5yearly,20_64,32.3244563038619
935,1950,estimates,female,5yearly,20_69,35.3751938103818
935,1950,estimates,male,5yearly,20_69,37.7136625944585
935,1950,estimates,female,5yearly,25plus,46.2015158624548
935,1950,estimates,male,5yearly,25plus,46.0267131548873
935,1950,estimates,female,5yearly,25_69,32.6952666801835
935,1950,estimates,male,5yearly,25_69,34.9327463527898
935,1950,estimates,female,5yearly,40plus,37.4065701167449
935,1950,estimates,male,5yearly,40plus,37.9073463765696
935,1950,estimates,female,5yearly,50plus,30.7432212575529
935,1950,estimates,male,5yearly,50plus,30.7373816467369
935,1950,estimates,female,5yearly,60plus,23.6434862994402
935,1950,estimates,male,5yearly,60plus,21.856507059846
935,1950,estimates,female,5yearly,65plus,18.8155338997368
935,1950,estimates,male,5yearly,65plus,16.483173092694
935,1950,estimates,female,5yearly,70plus,13.5062491822713
935,1950,estimates,male,5yearly,70plus,11.0939668020975
935,1950,estimates,female,5yearly,80plus,4.2036788929281
935,1950,estimates,male,5yearly,80plus,2.85283662821206
935,1950,estimates,female,5yearly,90plus,0.417467152381232
935,1950,estimates,male,5yearly,90plus,0.215097031230955
935,1955,estimates,female,5yearly,"Region, subregion, country or area *",ASIA
935,1955,estimates,male,5yearly,"Region, subregion, country or area *",ASIA
935,1955,estimates,female,5yearly,0_4,42.532062916824
935,1955,estimates,male,5yearly,0_4,42.5132866405712
935,1955,estimates,female,5yearly,0_14,48.6299108989566
935,1955,estimates,male,5yearly,0_14,48.2726642424959
935,1955,estimates,female,5yearly,0_19,50.7538094006216
935,1955,estimates,male,5yearly,0_19,50.5408757382736
935,1955,estimates,female,5yearly,0_24,53.2127178058007
935,1955,estimates,male,5yearly,0_24,53.1170457220719
935,1955,estimates,female,5yearly,5_14,6.09784798213253
935,1955,estimates,male,5yearly,5_14,5.75937760192464
935,1955,estimates,female,5yearly,15plus,51.3700891010435
935,1955,estimates,male,5yearly,15plus,51.7273357575041
935,1955,estimates,female,5yearly,15_24,4.58280690684413
935,1955,estimates,male,5yearly,15_24,4.84438147957602
935,1955,estimates,female,5yearly,15_49,19.2651461406294
935,1955,estimates,male,5yearly,15_49,19.4973028898474
935,1955,estimates,female,5yearly,15_59,26.6739753245491
935,1955,estimates,male,5yearly,15_59,28.9235991151985
935,1955,estimates,female,5yearly,15_64,31.4820074509023
935,1955,estimates,male,5yearly,15_64,34.4730802605049
935,1955,estimates,female,5yearly,20plus,49.2461905993784
935,1955,estimates,male,5yearly,20plus,49.4591242617264
935,1955,estimates,female,5yearly,20_64,29.3581089492372
935,1955,estimates,male,5yearly,20_64,32.2048687647272
935,1955,estimates,female,5yearly,20_69,34.7205033512411
935,1955,estimates,male,5yearly,20_69,37.8047000630102
935,1955,estimates,female,5yearly,25plus,46.7872821941993
935,1955,estimates,male,5yearly,25plus,46.8829542779281
935,1955,estimates,female,5yearly,25_69,32.2615949460621
935,1955,estimates,male,5yearly,25_69,35.2285300792119
935,1955,estimates,female,5yearly,40plus,38.3696759967363
935,1955,estimates,male,5yearly,40plus,39.1497534189364
935,1955,estimates,female,5yearly,50plus,32.104942960414
935,1955,estimates,male,5yearly,50plus,32.2300328676567
935,1955,estimates,female,5yearly,60plus,24.6961137764944
935,1955,estimates,male,5yearly,60plus,22.8037366423056
935,1955,estimates,female,5yearly,65plus,19.8880816501412
935,1955,estimates,male,5yearly,65plus,17.2542554969992
935,1955,estimates,female,5yearly,70plus,14.5256872481373
935,1955,estimates,male,5yearly,70plus,11.6544241987162
935,1955,estimates,female,5yearly,80plus,4.62071646656813
935,1955,estimates,male,5yearly,80plus,2.9506836833219
935,1955,estimates,female,5yearly,90plus,0.464341981841329
935,1955,estimates,male,5yearly,90plus,0.210032759769289
935,1960,estimates,female,5yearly,"Region, subregion, country or area *",ASIA
935,1960,estimates,male,5yearly,"Region, subregion, country or area *",ASIA
935,1960,estimates,female,5yearly,0_4,43.7830122996296
935,1960,estimates,male,5yearly,0_4,43.5995933652011
935,1960,estimates,female,5yearly,0_14,50.3496308159294
935,1960,estimates,male,5yearly,0_14,49.8375497694433
935,1960,estimates,female,5yearly,0_19,52.3476403374234
935,1960,estimates,male,5yearly,0_19,51.9667516654994
935,1960,estimates,female,5yearly,0_24,54.5195528314552
935,1960,estimates,male,5yearly,0_24,54.1914423201176
935,1960,estimates,female,5yearly,5_14,6.56661851629983
935,1960,estimates,male,5yearly,5_14,6.23795640424219
935,1960,estimates,female,5yearly,15plus,49.6503691840706
935,1960,estimates,male,5yearly,15plus,50.1624502305567
935,1960,estimates,female,5yearly,15_24,4.16992201552579
935,1960,estimates,male,5yearly,15_24,4.3538925506743
935,1960,estimates,female,5yearly,15_49,18.116283409763
935,1960,estimates,male,5yearly,15_49,18.3418353253079
935,1960,estimates,female,5yearly,15_59,25.5832242435661
935,1960,estimates,male,5yearly,15_59,27.9015179821983
935,1960,estimates,female,5yearly,15_64,30.4471000810462
935,1960,estimates,male,5yearly,15_64,33.4778020551797
935,1960,estimates,female,5yearly,20plus,47.6523596625767
935,1960,estimates,male,5yearly,20plus,48.0332483345006
935,1960,estimates,female,5yearly,20_64,28.4490905595522
935,1960,estimates,male,5yearly,20_64,31.3486001591236
935,1960,estimates,female,5yearly,20_69,33.73422277157
935,1960,estimates,male,5yearly,20_69,36.8773438837617
935,1960,estimates,female,5yearly,25plus,45.4804471685448
935,1960,estimates,male,5yearly,25plus,45.8085576798824
935,1960,estimates,female,5yearly,25_69,31.5623102775382
935,1960,estimates,male,5yearly,25_69,34.6526532291435
935,1960,estimates,female,5yearly,40plus,37.5636731797212
935,1960,estimates,male,5yearly,40plus,38.5973554649681
935,1960,estimates,female,5yearly,50plus,31.5340857743076
935,1960,estimates,male,5yearly,50plus,31.8206149052488
935,1960,estimates,female,5yearly,60plus,24.0671449405045
935,1960,estimates,male,5yearly,60plus,22.2609322483584
935,1960,estimates,female,5yearly,65plus,19.2032691030244
935,1960,estimates,male,5yearly,65plus,16.684648175377
935,1960,estimates,female,5yearly,70plus,13.9181368910066
935,1960,estimates,male,5yearly,70plus,11.1559044507389
935,1960,estimates,female,5yearly,80plus,4.39734250007705
935,1960,estimates,male,5yearly,80plus,2.77291266576531
935,1960,estimates,female,5yearly,90plus,0.478539394281298
935,1960,estimates,male,5yearly,90plus,0.219505373610682
935,1965,estimates,female,5yearly,"Region, subregion, country or area *",ASIA
935,1965,estimates,male,5yearly,"Region, subregion, country or area *",ASIA
935,1965,estimates,female,5yearly,0_4,43.9831576515699
935,1965,estimates,male,5yearly,0_4,45.7075404917903
935,1965,estimates,female,5yearly,0_14,49.622473135536
935,1965,estimates,male,5yearly,0_14,50.9558680855662
935,1965,estimates,female,5yearly,0_19,51.547041355707
935,1965,estimates,male,5yearly,0_19,52.8695914232253
935,1965,estimates,female,5yearly,0_24,53.5612481488846
935,1965,estimates,male,5yearly,0_24,54.8204363008547
