global,year,variant,freq,agebroad,percentagetotaldeaths
900,1950,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1950,estimates,5yearly,0_4,40.3837182166024
900,1950,estimates,5yearly,0_14,45.7144792774522
900,1950,estimates,5yearly,0_19,47.9158376912183
900,1950,estimates,5yearly,0_24,50.4382003629586
900,1950,estimates,5yearly,5_14,5.33076106084987
900,1950,estimates,5yearly,15plus,54.2855207225477
900,1950,estimates,5yearly,15_24,4.72372108550636
900,1950,estimates,5yearly,15_49,18.9109449326337
900,1950,estimates,5yearly,15_59,26.9375429311144
900,1950,estimates,5yearly,15_64,32.1308060488125
900,1950,estimates,5yearly,20plus,52.0841623087817
900,1950,estimates,5yearly,20_64,29.9294476350465
900,1950,estimates,5yearly,20_69,35.6673664886263
900,1950,estimates,5yearly,25plus,49.5617996370414
900,1950,estimates,5yearly,25_69,33.1450038168861
900,1950,estimates,5yearly,40plus,41.8341132129427
900,1950,estimates,5yearly,50plus,35.374575789914
900,1950,estimates,5yearly,60plus,27.3479777914333
900,1950,estimates,5yearly,65plus,22.1547146737352
900,1950,estimates,5yearly,70plus,16.4167958201553
900,1950,estimates,5yearly,80plus,5.68454033519946
900,1950,estimates,5yearly,90plus,0.747443282571957
900,1955,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1955,estimates,5yearly,0_4,39.6111411532679
900,1955,estimates,5yearly,0_14,44.8983479983708
900,1955,estimates,5yearly,0_19,46.8901104546834
900,1955,estimates,5yearly,0_24,49.2188156316878
900,1955,estimates,5yearly,5_14,5.28720684510289
900,1955,estimates,5yearly,15plus,55.1016520016292
900,1955,estimates,5yearly,15_24,4.32046763331704
900,1955,estimates,5yearly,15_49,17.8522666001072
900,1955,estimates,5yearly,15_59,26.2746564461545
900,1955,estimates,5yearly,15_64,31.607362086808
900,1955,estimates,5yearly,20plus,53.1098895453166
900,1955,estimates,5yearly,20_64,29.6155996304954
900,1955,estimates,5yearly,20_69,35.5224295074498
900,1955,estimates,5yearly,25plus,50.7811843683121
900,1955,estimates,5yearly,25_69,33.1937243304454
900,1955,estimates,5yearly,40plus,43.383240363873
900,1955,estimates,5yearly,50plus,37.249385401522
900,1955,estimates,5yearly,60plus,28.8269955554747
900,1955,estimates,5yearly,65plus,23.4942899148212
900,1955,estimates,5yearly,70plus,17.5874600378668
900,1955,estimates,5yearly,80plus,6.22942742211841
900,1955,estimates,5yearly,90plus,0.74908128087024
900,1960,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1960,estimates,5yearly,0_4,39.7033036007035
900,1960,estimates,5yearly,0_14,45.2717081394423
900,1960,estimates,5yearly,0_19,47.1543245681031
900,1960,estimates,5yearly,0_24,49.2319459110514
900,1960,estimates,5yearly,5_14,5.56840453873889
900,1960,estimates,5yearly,15plus,54.7282918605577
900,1960,estimates,5yearly,15_24,3.96023777160904
900,1960,estimates,5yearly,15_49,16.8708200974187
900,1960,estimates,5yearly,15_59,25.3770285469991
900,1960,estimates,5yearly,15_64,30.859907861606
900,1960,estimates,5yearly,20plus,52.8456754318969
900,1960,estimates,5yearly,20_64,28.9772914329452
900,1960,estimates,5yearly,20_69,34.9302085638956
900,1960,estimates,5yearly,25plus,50.7680540889487
900,1960,estimates,5yearly,25_69,32.8525872209474
900,1960,estimates,5yearly,40plus,43.7624379687249
900,1960,estimates,5yearly,50plus,37.857471763139
900,1960,estimates,5yearly,60plus,29.3512633135586
900,1960,estimates,5yearly,65plus,23.8683839989517
900,1960,estimates,5yearly,70plus,17.9154668680013
900,1960,estimates,5yearly,80plus,6.5493396696584
900,1960,estimates,5yearly,90plus,0.835392901437892
900,1965,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1965,estimates,5yearly,0_4,39.0443788335438
900,1965,estimates,5yearly,0_14,43.8799121732619
900,1965,estimates,5yearly,0_19,45.6587847669615
900,1965,estimates,5yearly,0_24,47.5681681056394
900,1965,estimates,5yearly,5_14,4.83553333971809
900,1965,estimates,5yearly,15plus,56.120087826738
900,1965,estimates,5yearly,15_24,3.68825593237742
900,1965,estimates,5yearly,15_49,15.7382746697253
900,1965,estimates,5yearly,15_59,23.9391152855232
900,1965,estimates,5yearly,15_64,29.5632858662277
900,1965,estimates,5yearly,20plus,54.3412152330384
900,1965,estimates,5yearly,20_64,27.7844132725281
900,1965,estimates,5yearly,20_69,34.0890641863455
900,1965,estimates,5yearly,25plus,52.4318318943606
900,1965,estimates,5yearly,25_69,32.1796808476677
900,1965,estimates,5yearly,40plus,45.9947868141295
900,1965,estimates,5yearly,50plus,40.3818131570127
900,1965,estimates,5yearly,60plus,32.1809725412148
900,1965,estimates,5yearly,65plus,26.5568019605103
900,1965,estimates,5yearly,70plus,20.2521510466929
900,1965,estimates,5yearly,80plus,7.9525115837578
900,1965,estimates,5yearly,90plus,1.09061472399242
900,1970,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1970,estimates,5yearly,0_4,36.2941646441661
900,1970,estimates,5yearly,0_14,41.0418760918695
900,1970,estimates,5yearly,0_19,42.7553380607113
900,1970,estimates,5yearly,0_24,44.648634047072
900,1970,estimates,5yearly,5_14,4.74771144770333
900,1970,estimates,5yearly,15plus,58.9581239081305
900,1970,estimates,5yearly,15_24,3.60675795520252
900,1970,estimates,5yearly,15_49,14.685772035163
900,1970,estimates,5yearly,15_59,22.7732629462288
900,1970,estimates,5yearly,15_64,28.6583072750495
900,1970,estimates,5yearly,20plus,57.2446619392887
900,1970,estimates,5yearly,20_64,26.9448453062078
900,1970,estimates,5yearly,20_69,33.8369256511214
900,1970,estimates,5yearly,25plus,55.351365952928
900,1970,estimates,5yearly,25_69,31.9436296647607
900,1970,estimates,5yearly,40plus,49.6446783324333
900,1970,estimates,5yearly,50plus,44.2723518729675
900,1970,estimates,5yearly,60plus,36.1848609619016
900,1970,estimates,5yearly,65plus,30.299816633081
900,1970,estimates,5yearly,70plus,23.4077362881673
900,1970,estimates,5yearly,80plus,9.41217549050492
900,1970,estimates,5yearly,90plus,1.36136750814416
900,1975,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1975,estimates,5yearly,0_4,32.8401328963897
900,1975,estimates,5yearly,0_14,37.2930137762984
900,1975,estimates,5yearly,0_19,39.0718032790157
900,1975,estimates,5yearly,0_24,41.1065774139129
900,1975,estimates,5yearly,5_14,4.45288087990871
900,1975,estimates,5yearly,15plus,62.7069862237016
900,1975,estimates,5yearly,15_24,3.81356363761448
900,1975,estimates,5yearly,15_49,14.8142977560223
900,1975,estimates,5yearly,15_59,22.9920824764693
900,1975,estimates,5yearly,15_64,28.7644807373812
900,1975,estimates,5yearly,20plus,60.9281967209843
900,1975,estimates,5yearly,20_64,26.9856912346639
900,1975,estimates,5yearly,20_69,34.2262095154351
900,1975,estimates,5yearly,25plus,58.8934225860871
900,1975,estimates,5yearly,25_69,32.191435380538
900,1975,estimates,5yearly,40plus,53.166054780754
900,1975,estimates,5yearly,50plus,47.8926884676793
900,1975,estimates,5yearly,60plus,39.7149037472323
900,1975,estimates,5yearly,65plus,33.9425054863204
900,1975,estimates,5yearly,70plus,26.7019872055492
900,1975,estimates,5yearly,80plus,10.9602425751642
900,1975,estimates,5yearly,90plus,1.69858302129782
900,1980,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1980,estimates,5yearly,0_4,29.8797004228902
900,1980,estimates,5yearly,0_14,33.8434547229453
900,1980,estimates,5yearly,0_19,35.6084113208106
900,1980,estimates,5yearly,0_24,37.7061585099647
900,1980,estimates,5yearly,5_14,3.96375430005515
900,1980,estimates,5yearly,15plus,66.1565452770546
900,1980,estimates,5yearly,15_24,3.86270378701934
900,1980,estimates,5yearly,15_49,14.8983390054946
900,1980,estimates,5yearly,15_59,23.4369200836166
900,1980,estimates,5yearly,15_64,29.2796325476796
900,1980,estimates,5yearly,20plus,64.3915886791893
900,1980,estimates,5yearly,20_64,27.5146759498143
900,1980,estimates,5yearly,20_69,34.7096489708966
900,1980,estimates,5yearly,25plus,62.2938414900353
900,1980,estimates,5yearly,25_69,32.6119017817426
900,1980,estimates,5yearly,40plus,56.3724678047191
900,1980,estimates,5yearly,50plus,51.25820627156
900,1980,estimates,5yearly,60plus,42.7196251934381
900,1980,estimates,5yearly,65plus,36.8769127293751
900,1980,estimates,5yearly,70plus,29.6819397082927
900,1980,estimates,5yearly,80plus,12.6586236624322
900,1980,estimates,5yearly,90plus,2.06149540442145
900,1985,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1985,estimates,5yearly,0_4,27.6287416230915
900,1985,estimates,5yearly,0_14,31.3085883074455
900,1985,estimates,5yearly,0_19,32.999168909199
900,1985,estimates,5yearly,0_24,35.0535178208675
900,1985,estimates,5yearly,5_14,3.67984668435406
900,1985,estimates,5yearly,15plus,68.6914116925545
900,1985,estimates,5yearly,15_24,3.74492951342195
900,1985,estimates,5yearly,15_49,14.7568776753938
900,1985,estimates,5yearly,15_59,23.1868783582176
900,1985,estimates,5yearly,15_64,29.3905644150168
900,1985,estimates,5yearly,20plus,67.000831090801
900,1985,estimates,5yearly,20_64,27.6999838132634
900,1985,estimates,5yearly,20_69,34.9748626929161
900,1985,estimates,5yearly,25plus,64.9464821791325
900,1985,estimates,5yearly,25_69,32.9205137812476
900,1985,estimates,5yearly,40plus,58.8503276654667
900,1985,estimates,5yearly,50plus,53.9345340171606
900,1985,estimates,5yearly,60plus,45.5045333343368
900,1985,estimates,5yearly,65plus,39.3008472775376
900,1985,estimates,5yearly,70plus,32.0259683978849
900,1985,estimates,5yearly,80plus,14.511284344019
900,1985,estimates,5yearly,90plus,2.45795149792179
900,1990,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1990,estimates,5yearly,0_4,24.3219103822448
900,1990,estimates,5yearly,0_14,27.7938213073636
900,1990,estimates,5yearly,0_19,29.3967244415748
900,1990,estimates,5yearly,0_24,31.3988819844779
900,1990,estimates,5yearly,5_14,3.47191092511876
900,1990,estimates,5yearly,15plus,72.2061786926364
900,1990,estimates,5yearly,15_24,3.60506067711427
900,1990,estimates,5yearly,15_49,15.4490534881936
900,1990,estimates,5yearly,15_59,23.9351448517805
900,1990,estimates,5yearly,15_64,30.3290929535409
900,1990,estimates,5yearly,20plus,70.6032755584252
900,1990,estimates,5yearly,20_64,28.7261898193297
900,1990,estimates,5yearly,20_69,36.6045270733133
900,1990,estimates,5yearly,25plus,68.6011180155221
900,1990,estimates,5yearly,25_69,34.6023695304103
900,1990,estimates,5yearly,40plus,62.0981272563793
900,1990,estimates,5yearly,50plus,56.7571252044428
900,1990,estimates,5yearly,60plus,48.2710338408559
900,1990,estimates,5yearly,65plus,41.8770857390956
900,1990,estimates,5yearly,70plus,33.9987484851119
900,1990,estimates,5yearly,80plus,16.3139945184337
900,1990,estimates,5yearly,90plus,2.99980307327598
900,1995,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,1995,estimates,5yearly,0_4,20.7258744590374
900,1995,estimates,5yearly,0_14,23.918111456945
900,1995,estimates,5yearly,0_19,25.4915213487893
900,1995,estimates,5yearly,0_24,27.487840358569
900,1995,estimates,5yearly,5_14,3.19223699790767
