global,year,variant,freq,agebroad,percentagetotaldeaths
900,1995,estimates,5yearly,15plus,76.081888543055
900,1995,estimates,5yearly,15_24,3.569728901624
900,1995,estimates,5yearly,15_49,16.5438169827012
900,1995,estimates,5yearly,15_59,25.0195412668879
900,1995,estimates,5yearly,15_64,31.3933134832051
900,1995,estimates,5yearly,20plus,74.5084786512107
900,1995,estimates,5yearly,20_64,29.8199035913608
900,1995,estimates,5yearly,20_69,37.8796697749371
900,1995,estimates,5yearly,25plus,72.512159641431
900,1995,estimates,5yearly,25_69,35.8833507651574
900,1995,estimates,5yearly,40plus,65.5487997949866
900,1995,estimates,5yearly,50plus,59.5380715603538
900,1995,estimates,5yearly,60plus,51.0623472761671
900,1995,estimates,5yearly,65plus,44.6885750598499
900,1995,estimates,5yearly,70plus,36.6288088762736
900,1995,estimates,5yearly,80plus,17.9173874362702
900,1995,estimates,5yearly,90plus,3.69796162032895
900,2000,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,2000,estimates,5yearly,0_4,17.5147788513238
900,2000,estimates,5yearly,0_14,20.3736112740201
900,2000,estimates,5yearly,0_19,21.9038964152068
900,2000,estimates,5yearly,0_24,23.8696774849607
900,2000,estimates,5yearly,5_14,2.85883242269628
900,2000,estimates,5yearly,15plus,79.6263887259799
900,2000,estimates,5yearly,15_24,3.49606621094059
900,2000,estimates,5yearly,15_49,17.2367786796082
900,2000,estimates,5yearly,15_59,26.127864243951
900,2000,estimates,5yearly,15_64,32.2962904314673
900,2000,estimates,5yearly,20plus,78.0961035847932
900,2000,estimates,5yearly,20_64,30.7660052902807
900,2000,estimates,5yearly,20_69,38.8084653301043
900,2000,estimates,5yearly,25plus,76.1303225150393
900,2000,estimates,5yearly,25_69,36.8426842603504
900,2000,estimates,5yearly,40plus,68.8692470663342
900,2000,estimates,5yearly,50plus,62.3896100463717
900,2000,estimates,5yearly,60plus,53.4985244820289
900,2000,estimates,5yearly,65plus,47.3300982945125
900,2000,estimates,5yearly,70plus,39.2876382546889
900,2000,estimates,5yearly,80plus,19.4386448836628
900,2000,estimates,5yearly,90plus,4.42981918408102
900,2005,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,2005,estimates,5yearly,0_4,14.7189509633384
900,2005,estimates,5yearly,0_14,17.2225452630759
900,2005,estimates,5yearly,0_19,18.6381352878522
900,2005,estimates,5yearly,0_24,20.5150813286552
900,2005,estimates,5yearly,5_14,2.50359429973754
900,2005,estimates,5yearly,15plus,82.7774547369241
900,2005,estimates,5yearly,15_24,3.29253606557934
900,2005,estimates,5yearly,15_49,16.6447535449562
900,2005,estimates,5yearly,15_59,26.2079244956715
900,2005,estimates,5yearly,15_64,32.4322926911784
900,2005,estimates,5yearly,20plus,81.3618647121478
900,2005,estimates,5yearly,20_64,31.0167026664021
900,2005,estimates,5yearly,20_69,38.9330699897451
900,2005,estimates,5yearly,25plus,79.4849186713448
900,2005,estimates,5yearly,25_69,37.056123948942
900,2005,estimates,5yearly,40plus,72.5631436237038
900,2005,estimates,5yearly,50plus,66.1327011919679
900,2005,estimates,5yearly,60plus,56.5695302412526
900,2005,estimates,5yearly,65plus,50.3451620457457
900,2005,estimates,5yearly,70plus,42.4287947224027
900,2005,estimates,5yearly,80plus,21.7886588301653
900,2005,estimates,5yearly,90plus,5.02776641419761
900,2010,estimates,5yearly,"Region, subregion, country or area *",WORLD
900,2010,estimates,5yearly,0_4,12.3257231255193
900,2010,estimates,5yearly,0_14,14.5258380291797
900,2010,estimates,5yearly,0_19,15.8004438681717
900,2010,estimates,5yearly,0_24,17.5104851633428
900,2010,estimates,5yearly,5_14,2.20011490366036
900,2010,estimates,5yearly,15plus,85.4741619708203
900,2010,estimates,5yearly,15_24,2.98464713416313
900,2010,estimates,5yearly,15_49,15.2728836077449
900,2010,estimates,5yearly,15_59,25.0084372362245
900,2010,estimates,5yearly,15_64,31.9156308781863
900,2010,estimates,5yearly,20plus,84.1995561318283
900,2010,estimates,5yearly,20_64,30.6410250391942
900,2010,estimates,5yearly,20_69,38.7598295999071
900,2010,estimates,5yearly,25plus,82.4895148366572
900,2010,estimates,5yearly,25_69,37.049788304736
900,2010,estimates,5yearly,40plus,76.2297886159042
900,2010,estimates,5yearly,50plus,70.2012783630754
900,2010,estimates,5yearly,60plus,60.4657247345959
900,2010,estimates,5yearly,65plus,53.5585310926341
900,2010,estimates,5yearly,70plus,45.4397265319212
900,2010,estimates,5yearly,80plus,24.5440509153889
900,2010,estimates,5yearly,90plus,5.95311525892878
900,2015,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2015,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2015,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2015,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2015,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2015,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2015,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2015,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2015,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2015,constant_fertility,5yearly,0_4,10.8921039822587
900,2015,constant_mortality,5yearly,0_4,11.3002146468227
900,2015,high_variant,5yearly,0_4,10.9737742498668
900,2015,instant_replacement,5yearly,0_4,8.06508185929178
900,2015,low_variant,5yearly,0_4,9.77733804499896
900,2015,medium_variant,5yearly,0_4,10.3798681605657
900,2015,momentum,5yearly,0_4,8.94275326816194
900,2015,no_change,5yearly,0_4,11.8501706671872
900,2015,zero_migration,5yearly,0_4,10.39395824548
900,2015,constant_fertility,5yearly,0_14,12.8323637784709
900,2015,constant_mortality,5yearly,0_14,13.4052105245194
900,2015,high_variant,5yearly,0_14,12.9122561050922
900,2015,instant_replacement,5yearly,0_14,10.0669077860606
900,2015,low_variant,5yearly,0_14,11.7418724302431
900,2015,medium_variant,5yearly,0_14,12.3312819212506
900,2015,momentum,5yearly,0_14,11.1040053944774
900,2015,no_change,5yearly,0_14,13.942114128527
900,2015,zero_migration,5yearly,0_14,12.3453848573003
900,2015,constant_fertility,5yearly,0_19,13.9631336254882
900,2015,constant_mortality,5yearly,0_19,14.6032833855335
900,2015,high_variant,5yearly,0_19,14.0419899224698
900,2015,instant_replacement,5yearly,0_19,11.2335552584562
900,2015,low_variant,5yearly,0_19,12.8867897992768
900,2015,medium_variant,5yearly,0_19,13.4685526494575
900,2015,momentum,5yearly,0_19,12.3348780225009
900,2015,no_change,5yearly,0_19,15.132758248766
900,2015,zero_migration,5yearly,0_19,13.4833440925774
900,2015,constant_fertility,5yearly,0_24,15.4662088756163
900,2015,constant_mortality,5yearly,0_24,16.182550713295
900,2015,high_variant,5yearly,0_24,15.5436879187052
900,2015,instant_replacement,5yearly,0_24,12.7843215525479
900,2015,low_variant,5yearly,0_24,14.408669265229
900,2015,medium_variant,5yearly,0_24,14.9802688543476
900,2015,momentum,5yearly,0_24,13.9574355089335
900,2015,no_change,5yearly,0_24,16.7022328791493
900,2015,zero_migration,5yearly,0_24,14.9960062472005
900,2015,constant_fertility,5yearly,5_14,1.94025979621222
900,2015,constant_mortality,5yearly,5_14,2.10499587769665
900,2015,high_variant,5yearly,5_14,1.93848185522535
900,2015,instant_replacement,5yearly,5_14,2.00182592676886
900,2015,low_variant,5yearly,5_14,1.96453438524414
900,2015,medium_variant,5yearly,5_14,1.95141376068487
900,2015,momentum,5yearly,5_14,2.16125212631544
900,2015,no_change,5yearly,5_14,2.09194346133976
900,2015,zero_migration,5yearly,5_14,1.95142661182036
900,2015,constant_fertility,5yearly,15plus,87.1676362215291
900,2015,constant_mortality,5yearly,15plus,86.5947894754806
900,2015,high_variant,5yearly,15plus,87.0877438949078
900,2015,instant_replacement,5yearly,15plus,89.9330922139393
900,2015,low_variant,5yearly,15plus,88.2581275697569
900,2015,medium_variant,5yearly,15plus,87.6687180787494
900,2015,momentum,5yearly,15plus,88.8959946055227
900,2015,no_change,5yearly,15plus,86.0578858714731
900,2015,zero_migration,5yearly,15plus,87.6546151426996
900,2015,constant_fertility,5yearly,15_24,2.63384509714542
900,2015,constant_mortality,5yearly,15_24,2.77734018877566
900,2015,high_variant,5yearly,15_24,2.63143181361305
900,2015,instant_replacement,5yearly,15_24,2.71741376648725
900,2015,low_variant,5yearly,15_24,2.66679683498594
900,2015,medium_variant,5yearly,15_24,2.64898693309701
900,2015,momentum,5yearly,15_24,2.85343011445615
900,2015,no_change,5yearly,15_24,2.76011875062236
900,2015,zero_migration,5yearly,15_24,2.65062138990018
900,2015,constant_fertility,5yearly,15_49,13.9889414443039
900,2015,constant_mortality,5yearly,15_49,14.6073034086131
900,2015,high_variant,5yearly,15_49,13.976122041911
900,2015,instant_replacement,5yearly,15_49,14.4327804797706
900,2015,low_variant,5yearly,15_49,14.1639558131538
900,2015,medium_variant,5yearly,15_49,14.0693635156045
900,2015,momentum,5yearly,15_49,15.0017742853522
900,2015,no_change,5yearly,15_49,14.5167311785559
900,2015,zero_migration,5yearly,15_49,14.0729686707777
900,2015,constant_fertility,5yearly,15_59,23.5799582093678
900,2015,constant_mortality,5yearly,15_59,24.2162120172622
900,2015,high_variant,5yearly,15_59,23.5583457547862
900,2015,instant_replacement,5yearly,15_59,24.3280837528845
900,2015,low_variant,5yearly,15_59,23.8749618019883
900,2015,medium_variant,5yearly,15_59,23.7155141275515
900,2015,momentum,5yearly,15_59,24.8664503368934
900,2015,no_change,5yearly,15_59,24.0660612676047
900,2015,zero_migration,5yearly,15_59,23.7180656631054
900,2015,constant_fertility,5yearly,15_64,30.7934359657815
900,2015,constant_mortality,5yearly,15_64,31.4000992437811
900,2015,high_variant,5yearly,15_64,30.7652112151417
900,2015,instant_replacement,5yearly,15_64,31.7704146883041
900,2015,low_variant,5yearly,15_64,31.178684014842
900,2015,medium_variant,5yearly,15_64,30.9704575275393
900,2015,momentum,5yearly,15_64,32.2424179831322
900,2015,no_change,5yearly,15_64,31.2054080650726
900,2015,zero_migration,5yearly,15_64,30.9730390178117
900,2015,constant_fertility,5yearly,20plus,86.0368663745118
900,2015,constant_mortality,5yearly,20plus,85.3967166144665
900,2015,high_variant,5yearly,20plus,85.9580100775302
900,2015,instant_replacement,5yearly,20plus,88.7664447415438
900,2015,low_variant,5yearly,20plus,87.1132102007232
900,2015,medium_variant,5yearly,20plus,86.5314473505425
900,2015,momentum,5yearly,20plus,87.6651219774992
900,2015,no_change,5yearly,20plus,84.867241751234
900,2015,zero_migration,5yearly,20plus,86.5166559074225
900,2015,constant_fertility,5yearly,20_64,29.6626661187641
900,2015,constant_mortality,5yearly,20_64,30.202026382767
900,2015,high_variant,5yearly,20_64,29.6354773977641
900,2015,instant_replacement,5yearly,20_64,30.6037672159086
900,2015,low_variant,5yearly,20_64,30.0337666458083
900,2015,medium_variant,5yearly,20_64,29.8331867993324
900,2015,momentum,5yearly,20_64,31.0115453551087
900,2015,no_change,5yearly,20_64,30.0147639448336
900,2015,zero_migration,5yearly,20_64,29.8350797825346
900,2015,constant_fertility,5yearly,20_69,38.5683839536008
900,2015,constant_mortality,5yearly,20_69,39.0495149112562
900,2015,high_variant,5yearly,20_69,38.5330319696435
900,2015,instant_replacement,5yearly,20_69,39.7920220505285
900,2015,low_variant,5yearly,20_69,39.0508988354602
900,2015,medium_variant,5yearly,20_69,38.7901006384015
900,2015,momentum,5yearly,20_69,40.0949901092207
900,2015,no_change,5yearly,20_69,38.8073977637365
900,2015,zero_migration,5yearly,20_69,38.7914342054855
900,2015,constant_fertility,5yearly,25plus,84.5337911243837
900,2015,constant_mortality,5yearly,25plus,83.817449286705
900,2015,high_variant,5yearly,25plus,84.4563120812948
900,2015,instant_replacement,5yearly,25plus,87.2156784474521
900,2015,low_variant,5yearly,25plus,85.591330734771
900,2015,medium_variant,5yearly,25plus,85.0197311456524
900,2015,momentum,5yearly,25plus,86.0425644910665
900,2015,no_change,5yearly,25plus,83.2977671208507
900,2015,zero_migration,5yearly,25plus,85.0039937527994
900,2015,constant_fertility,5yearly,25_69,37.0653087034727
900,2015,constant_mortality,5yearly,25_69,37.4702475834946
900,2015,high_variant,5yearly,25_69,37.0313339734081
900,2015,instant_replacement,5yearly,25_69,38.2412557564369
900,2015,low_variant,5yearly,25_69,37.5290193695079
900,2015,medium_variant,5yearly,25_69,37.2783844335115
900,2015,momentum,5yearly,25_69,38.472432622788
900,2015,no_change,5yearly,25_69,37.2379231333531
900,2015,zero_migration,5yearly,25_69,37.2787720508624
900,2015,constant_fertility,5yearly,40plus,78.8248246181501
900,2015,constant_mortality,5yearly,40plus,77.7773344426933
900,2015,high_variant,5yearly,40plus,78.7525782804652
900,2015,instant_replacement,5yearly,40plus,81.3255774424897
900,2015,low_variant,5yearly,40plus,79.8109402277445
900,2015,medium_variant,5yearly,40plus,79.2779440951684
900,2015,momentum,5yearly,40plus,79.8383769653657
900,2015,no_change,5yearly,40plus,77.2951037886515
900,2015,zero_migration,5yearly,40plus,79.2597674326058
900,2015,constant_fertility,5yearly,50plus,73.1786947772252
900,2015,constant_mortality,5yearly,50plus,71.9874860668675
900,2015,high_variant,5yearly,50plus,73.1116218529968
900,2015,instant_replacement,5yearly,50plus,75.5003117341688
900,2015,low_variant,5yearly,50plus,74.0941717566031
900,2015,medium_variant,5yearly,50plus,73.5993545631449
900,2015,momentum,5yearly,50plus,73.8942203201704
900,2015,no_change,5yearly,50plus,71.5411546929172
900,2015,zero_migration,5yearly,50plus,73.5816464719219
900,2015,constant_fertility,5yearly,60plus,63.5876780121613
900,2015,constant_mortality,5yearly,60plus,62.3785774582184
900,2015,high_variant,5yearly,60plus,63.5293981401216
900,2015,instant_replacement,5yearly,60plus,65.6050084610549
900,2015,low_variant,5yearly,60plus,64.3831657677686
900,2015,medium_variant,5yearly,60plus,63.9532039511979
900,2015,momentum,5yearly,60plus,64.0295442686292
900,2015,no_change,5yearly,60plus,61.9918246038684
900,2015,zero_migration,5yearly,60plus,63.9365494795942
900,2015,constant_fertility,5yearly,65plus,56.3742002557476
900,2015,constant_mortality,5yearly,65plus,55.1946902316995
900,2015,high_variant,5yearly,65plus,56.3225326797661
900,2015,instant_replacement,5yearly,65plus,58.1626775256352
900,2015,low_variant,5yearly,65plus,57.079443554915
900,2015,medium_variant,5yearly,65plus,56.6982605512101
900,2015,momentum,5yearly,65plus,56.6535766223904
900,2015,no_change,5yearly,65plus,54.8524778064004
900,2015,zero_migration,5yearly,65plus,56.6815761248879
900,2015,constant_fertility,5yearly,70plus,47.468482420911
900,2015,constant_mortality,5yearly,70plus,46.3472017032103
900,2015,high_variant,5yearly,70plus,47.4249781078867
900,2015,instant_replacement,5yearly,70plus,48.9744226910153
900,2015,low_variant,5yearly,70plus,48.0623113652631
900,2015,medium_variant,5yearly,70plus,47.7413467121409
900,2015,momentum,5yearly,70plus,47.5701318682785
900,2015,no_change,5yearly,70plus,46.0598439874975
900,2015,zero_migration,5yearly,70plus,47.7252217019371
900,2015,constant_fertility,5yearly,80plus,26.6215214175713
900,2015,constant_mortality,5yearly,80plus,25.7702588317701
900,2015,high_variant,5yearly,80plus,26.5971233597109
900,2015,instant_replacement,5yearly,80plus,27.4660863930512
900,2015,low_variant,5yearly,80plus,26.9545536839674
900,2015,medium_variant,5yearly,80plus,26.774552186433
900,2015,momentum,5yearly,80plus,26.4493451883356
900,2015,no_change,5yearly,80plus,25.6104831673022
900,2015,zero_migration,5yearly,80plus,26.7645363897432
900,2015,constant_fertility,5yearly,90plus,7.14481161875713
900,2015,constant_mortality,5yearly,90plus,6.80563156168291
900,2015,high_variant,5yearly,90plus,7.1382639574572
900,2015,instant_replacement,5yearly,90plus,7.37147596871402
900,2015,low_variant,5yearly,90plus,7.23419088465716
900,2015,medium_variant,5yearly,90plus,7.18588255791575
900,2015,momentum,5yearly,90plus,6.98525634518628
900,2015,no_change,5yearly,90plus,6.76343686930768
900,2015,zero_migration,5yearly,90plus,7.18346629538186
900,2020,constant_fertility,5yearly,"Region, subregion, country or area *",WORLD
900,2020,constant_mortality,5yearly,"Region, subregion, country or area *",WORLD
900,2020,high_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2020,instant_replacement,5yearly,"Region, subregion, country or area *",WORLD
900,2020,low_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2020,medium_variant,5yearly,"Region, subregion, country or area *",WORLD
900,2020,momentum,5yearly,"Region, subregion, country or area *",WORLD
900,2020,no_change,5yearly,"Region, subregion, country or area *",WORLD
900,2020,zero_migration,5yearly,"Region, subregion, country or area *",WORLD
900,2020,constant_fertility,5yearly,0_4,9.67306617312659
