region,variant,freq,year,lifeexpectancyat80
1500,estimates,5yearly,1950,4.09061377064626
1500,estimates,5yearly,1955,4.26785955051854
1500,estimates,5yearly,1960,4.45310562028481
1500,estimates,5yearly,1965,4.64152937186269
1500,estimates,5yearly,1970,4.80106782954071
1500,estimates,5yearly,1975,4.9449032863633
1500,estimates,5yearly,1980,5.04095825629233
1500,estimates,5yearly,1985,5.16026776960584
1500,estimates,5yearly,1990,5.24440144046952
1500,estimates,5yearly,1995,5.32759257671636
1500,estimates,5yearly,2000,5.49878595834883
1500,estimates,5yearly,2005,5.69883848378433
1500,estimates,5yearly,2010,5.9143485101562
1500,medium_variant,5yearly,2015,6.04177133983538
1500,medium_variant,5yearly,2020,6.18027325665672
1500,medium_variant,5yearly,2025,6.3193943644833
1500,medium_variant,5yearly,2030,6.45163991981781
1500,medium_variant,5yearly,2035,6.58542532442491
1500,medium_variant,5yearly,2040,6.7584505882758
1500,medium_variant,5yearly,2045,6.95684950008694
1500,medium_variant,5yearly,2050,7.14942708344453
1500,medium_variant,5yearly,2055,7.35510194794366
1500,medium_variant,5yearly,2060,7.55719772988122
1500,medium_variant,5yearly,2065,7.76523351645056
1500,medium_variant,5yearly,2070,7.99204516077252
1500,medium_variant,5yearly,2075,8.2057335012807
1500,medium_variant,5yearly,2080,8.42227196434054
1500,medium_variant,5yearly,2085,8.62922766589056
1500,medium_variant,5yearly,2090,8.83390776201741
1500,medium_variant,5yearly,2095,9.04494806933713
