region,variant,freq,year,lifeexpectancyat80
913,estimates,5yearly,1950,4.96949275356326
913,estimates,5yearly,1955,5.08671499280816
913,estimates,5yearly,1960,5.16906194617332
913,estimates,5yearly,1965,5.24079722533388
913,estimates,5yearly,1970,5.63506962620834
913,estimates,5yearly,1975,5.60885302890278
913,estimates,5yearly,1980,5.64224012176668
913,estimates,5yearly,1985,5.86897342526307
913,estimates,5yearly,1990,6.06233303164219
913,estimates,5yearly,1995,6.19417973055195
913,estimates,5yearly,2000,6.32499405521714
913,estimates,5yearly,2005,6.4044096345547
913,estimates,5yearly,2010,6.61008109641315
913,medium_variant,5yearly,2015,6.81895876366284
913,medium_variant,5yearly,2020,7.02831068724781
913,medium_variant,5yearly,2025,7.22829144893087
913,medium_variant,5yearly,2030,7.42924415466859
913,medium_variant,5yearly,2035,7.63444999928265
913,medium_variant,5yearly,2040,7.83193894231244
913,medium_variant,5yearly,2045,7.99203499478852
913,medium_variant,5yearly,2050,8.17035803358907
913,medium_variant,5yearly,2055,8.35819296281349
913,medium_variant,5yearly,2060,8.53896696342476
913,medium_variant,5yearly,2065,8.72522800013271
913,medium_variant,5yearly,2070,8.93008404532331
913,medium_variant,5yearly,2075,9.13816750778819
913,medium_variant,5yearly,2080,9.34245739296291
913,medium_variant,5yearly,2085,9.54627168749834
913,medium_variant,5yearly,2090,9.7437587899052
913,medium_variant,5yearly,2095,9.94878425838264
913,estimates,5yearly,Regi,Southern Africa
913,medium_variant,5yearly,Regi,Southern Africa
