region,variant,freq,year,lifeexpectancyat80
910,estimates,5yearly,1950,4.35211441481853
910,estimates,5yearly,1955,4.55668552810998
910,estimates,5yearly,1960,4.77934457210685
910,estimates,5yearly,1965,4.92957639413967
910,estimates,5yearly,1970,5.05573536163181
910,estimates,5yearly,1975,5.17723200490434
910,estimates,5yearly,1980,5.21782714361521
910,estimates,5yearly,1985,5.32947281523836
910,estimates,5yearly,1990,5.36369342983475
910,estimates,5yearly,1995,5.61075080695145
910,estimates,5yearly,2000,5.83204507584775
910,estimates,5yearly,2005,6.06846010865967
910,estimates,5yearly,2010,6.23974952884121
910,medium_variant,5yearly,2015,6.35107021386899
910,medium_variant,5yearly,2020,6.46698473915579
910,medium_variant,5yearly,2025,6.60916163852568
910,medium_variant,5yearly,2030,6.75806791372682
910,medium_variant,5yearly,2035,6.90663959129123
910,medium_variant,5yearly,2040,7.09293417800642
910,medium_variant,5yearly,2045,7.29421349033248
910,medium_variant,5yearly,2050,7.51601829430987
910,medium_variant,5yearly,2055,7.74778635926531
910,medium_variant,5yearly,2060,7.97982667058162
910,medium_variant,5yearly,2065,8.20542853662766
910,medium_variant,5yearly,2070,8.43235120021365
910,medium_variant,5yearly,2075,8.65596467570441
910,medium_variant,5yearly,2080,8.88157578707322
910,medium_variant,5yearly,2085,9.10833467034276
910,medium_variant,5yearly,2090,9.32847341669375
910,medium_variant,5yearly,2095,9.54716407445975
910,estimates,5yearly,Regi,Eastern Africa
910,medium_variant,5yearly,Regi,Eastern Africa
