region,variant,freq,year,lifeexpectancyat80
5500,estimates,5yearly,1950,6.20626562758712
5500,estimates,5yearly,1955,6.47253228894946
5500,estimates,5yearly,1960,6.72971915759549
5500,estimates,5yearly,1965,6.98758357634282
5500,estimates,5yearly,1970,7.11965135764217
5500,estimates,5yearly,1975,7.17858385783154
5500,estimates,5yearly,1980,7.34668049231294
5500,estimates,5yearly,1985,7.4778061092395
5500,estimates,5yearly,1990,7.04739513355761
5500,estimates,5yearly,1995,6.7289241736728
5500,estimates,5yearly,2000,6.74784048275971
5500,estimates,5yearly,2005,6.63174775721983
5500,estimates,5yearly,2010,6.61697955882543
5500,medium_variant,5yearly,2015,6.71569142405226
5500,medium_variant,5yearly,2020,6.86492375940542
5500,medium_variant,5yearly,2025,7.03957775851605
5500,medium_variant,5yearly,2030,7.2379272870002
5500,medium_variant,5yearly,2035,7.42511189083111
5500,medium_variant,5yearly,2040,7.60985668599113
5500,medium_variant,5yearly,2045,7.80422824764067
5500,medium_variant,5yearly,2050,7.98697854368364
5500,medium_variant,5yearly,2055,8.18556112286294
5500,medium_variant,5yearly,2060,8.38244317723663
5500,medium_variant,5yearly,2065,8.59244849792993
5500,medium_variant,5yearly,2070,8.80127673572495
5500,medium_variant,5yearly,2075,9.01598699553254
5500,medium_variant,5yearly,2080,9.24945647452849
5500,medium_variant,5yearly,2085,9.49765370968604
5500,medium_variant,5yearly,2090,9.74734128156567
5500,medium_variant,5yearly,2095,9.99312563383857
5500,estimates,5yearly,Regi,Central Asia
5500,medium_variant,5yearly,Regi,Central Asia
