region,variant,freq,year,lifeexpectancyat80
928,estimates,5yearly,1950,4.62238171121306
928,estimates,5yearly,1955,4.96544897949622
928,estimates,5yearly,1960,5.11843235376856
928,estimates,5yearly,1965,5.29648551655125
928,estimates,5yearly,1970,5.40194519396076
928,estimates,5yearly,1975,5.66138997830884
928,estimates,5yearly,1980,5.91340334905741
928,estimates,5yearly,1985,6.030245534353
928,estimates,5yearly,1990,6.2065745186481
928,estimates,5yearly,1995,6.37852156119983
928,estimates,5yearly,2000,6.56135766060424
928,estimates,5yearly,2005,6.7439891871924
928,estimates,5yearly,2010,6.8601935365382
928,medium_variant,5yearly,2015,6.94450637667097
928,medium_variant,5yearly,2020,6.99131656432104
928,medium_variant,5yearly,2025,7.04265873279158
928,medium_variant,5yearly,2030,7.12132182093375
928,medium_variant,5yearly,2035,7.21473633387833
928,medium_variant,5yearly,2040,7.30978412712635
928,medium_variant,5yearly,2045,7.40361991812636
928,medium_variant,5yearly,2050,7.48480355016743
928,medium_variant,5yearly,2055,7.56003409360824
928,medium_variant,5yearly,2060,7.63494898233543
928,medium_variant,5yearly,2065,7.73946805965046
928,medium_variant,5yearly,2070,7.85762026839159
928,medium_variant,5yearly,2075,7.98045592884518
928,medium_variant,5yearly,2080,8.11118703659617
928,medium_variant,5yearly,2085,8.23784280053772
928,medium_variant,5yearly,2090,8.38440756450735
928,medium_variant,5yearly,2095,8.53348918511063
